game_date,game_loc,away_team,away_team_score,home_team,home_team_score,total_score,max_temp_C,min_temp_C,precipitation_mm,max_wind_speed_kmh,dominant_wind_dir_deg
2024-06-22,PNC Park,Tampa Bay Rays,3,Pittsburgh Pirates,4,7,37.0,23.5,0.0,21.7,35.0
2024-06-22,Petco Park,Milwaukee Brewers,4,San Diego Padres,6,10,31.2,25.2,8.3,22.4,267.0
2024-06-22,Busch Stadium III,San Francisco Giants,4,St. Louis Cardinals,9,13,22.5,9.9,0.0,34.3,33.0
2024-06-22,Globe Life Field,Kansas City Royals,0,Texas Rangers,6,6,8.4,-0.1,4.7,16.1,330.0
2024-06-23,Wrigley Field,New York Mets,5,Chicago Cubs,2,7,34.7,21.8,0.0,20.3,88.0
2024-06-23,Great American Ball Park,Boston Red Sox,7,Cincinnati Reds,4,11,37.6,24.1,0.0,29.7,72.0
2024-06-23,Progressive Field,Toronto Blue Jays,5,Cleveland Guardians,6,11,32.9,19.0,0.0,22.1,176.0
2024-06-23,Coors Field,Washington Nationals,2,Colorado Rockies,1,3,23.1,12.6,0.0,23.9,16.0
2024-06-23,Comerica Park,Chicago White Sox,2,Detroit Tigers,11,13,17.9,6.1,0.7,16.6,171.0
2024-06-23,Minute Maid Park,Baltimore Orioles,1,Houston Astros,8,9,13.0,6.9,0.1,9.5,178.0
2024-06-23,loanDepot park,Seattle Mariners,4,Miami Marlins,6,10,35.2,27.1,32.4,17.9,87.0
2024-06-23,Yankee Stadium III,Atlanta Braves,3,New York Yankees,1,4,18.3,8.4,10.2,9.5,167.0
2024-06-23,Oakland Coliseum,Minnesota Twins,3,Oakland Athletics,0,3,20.9,19.2,0.0,18.8,25.0
2024-06-23,Citizens Bank Park,Arizona Diamondbacks,1,Philadelphia Phillies,4,5,13.6,0.9,4.2,11.8,30.0
2024-06-23,PNC Park,Tampa Bay Rays,3,Pittsburgh Pirates,1,4,38.6,24.5,0.0,23.7,50.0
2024-06-23,Petco Park,Milwaukee Brewers,6,San Diego Padres,2,8,32.5,25.3,0.0,23.1,206.0
2024-06-23,Busch Stadium III,San Francisco Giants,3,St. Louis Cardinals,5,8,23.1,12.2,0.0,28.8,34.0
2024-06-23,Globe Life Field,Kansas City Royals,0,Texas Rangers,4,4,7.9,-0.4,7.7,11.9,344.0
2024-06-24,Angel Stadium of Anaheim,Oakland Athletics,1,Los Angeles Angels,5,6,31.2,23.9,0.0,15.6,77.0
2024-06-24,Oriole Park at Camden Yards,Cleveland Guardians,3,Baltimore Orioles,2,5,33.3,22.6,0.1,28.9,278.0
2024-06-24,Fenway Park,Toronto Blue Jays,6,Boston Red Sox,7,13,12.3,4.7,21.5,9.3,234.0
2024-06-24,Guaranteed Rate Field,Los Angeles Dodgers,3,Chicago White Sox,0,3,38.6,24.1,0.0,22.3,89.0
2024-06-24,Great American Ball Park,Pittsburgh Pirates,5,Cincinnati Reds,11,16,39.3,24.8,0.0,29.2,71.0
2024-06-24,Comerica Park,Philadelphia Phillies,8,Detroit Tigers,1,9,19.1,7.4,0.0,18.3,146.0
2024-06-24,Kauffman Stadium,Miami Marlins,1,Kansas City Royals,4,5,24.4,9.7,0.0,34.9,16.0
2024-06-24,American Family Field,Texas Rangers,3,Milwaukee Brewers,6,9,36.3,23.7,0.0,28.7,4.0
2024-06-24,Petco Park,Washington Nationals,6,San Diego Padres,7,13,29.5,22.9,6.2,16.2,170.0
2024-06-24,Oracle Park,Chicago Cubs,4,San Francisco Giants,5,9,21.0,20.0,0.0,30.3,322.0
2024-06-24,Busch Stadium III,Atlanta Braves,3,St. Louis Cardinals,4,7,24.0,12.6,0.0,31.6,43.0
2024-06-24,Tropicana Field,Seattle Mariners,3,Tampa Bay Rays,4,7,34.3,25.1,1.0,12.6,101.0
2024-06-25,Angel Stadium of Anaheim,Oakland Athletics,5,Los Angeles Angels,7,12,30.6,21.3,0.0,15.6,106.0
2024-06-25,Chase Field,Minnesota Twins,4,Arizona Diamondbacks,5,9,40.0,29.4,0.2,18.1,277.0
2024-06-25,Oriole Park at Camden Yards,Cleveland Guardians,10,Baltimore Orioles,8,18,35.7,20.7,0.0,16.9,268.0
2024-06-25,Fenway Park,Toronto Blue Jays,9,Boston Red Sox,4,13,12.8,3.3,1.5,10.6,82.0
2024-06-25,Guaranteed Rate Field,Los Angeles Dodgers,4,Chicago White Sox,3,7,38.2,24.4,0.0,24.0,86.0
2024-06-25,Great American Ball Park,Pittsburgh Pirates,9,Cincinnati Reds,5,14,37.9,28.2,0.0,26.3,104.0
2024-06-25,Comerica Park,Philadelphia Phillies,1,Detroit Tigers,4,5,18.8,8.2,0.0,24.0,153.0
2024-06-25,Minute Maid Park,Colorado Rockies,2,Houston Astros,5,7,11.9,6.9,7.7,9.1,169.0
2024-06-25,Kauffman Stadium,Miami Marlins,2,Kansas City Royals,1,3,24.6,10.1,0.0,42.5,13.0
2024-06-25,American Family Field,Texas Rangers,1,Milwaukee Brewers,3,4,35.0,27.3,1.0,35.5,338.0
2024-06-25,Citi Field,New York Yankees,7,New York Mets,9,16,15.9,2.6,5.1,8.4,102.0
2024-06-25,Petco Park,Washington Nationals,7,San Diego Padres,9,16,30.0,21.9,0.8,15.7,96.0
2024-06-25,Oracle Park,Chicago Cubs,1,San Francisco Giants,5,6,22.4,20.2,0.0,19.5,262.0
2024-06-25,Tropicana Field,Seattle Mariners,3,Tampa Bay Rays,11,14,32.5,24.5,1.7,13.2,124.0
2024-06-26,Angel Stadium of Anaheim,Oakland Athletics,2,Los Angeles Angels,5,7,30.7,18.7,0.0,15.3,105.0
2024-06-26,Chase Field,Minnesota Twins,8,Arizona Diamondbacks,3,11,42.2,29.4,0.0,22.1,258.0
2024-06-26,Oriole Park at Camden Yards,Cleveland Guardians,2,Baltimore Orioles,4,6,37.5,20.6,0.0,17.0,261.0
2024-06-26,Fenway Park,Toronto Blue Jays,4,Boston Red Sox,1,5,14.8,5.3,0.7,9.7,47.0
2024-06-26,Guaranteed Rate Field,Los Angeles Dodgers,4,Chicago White Sox,0,4,33.5,27.3,0.0,21.4,116.0
2024-06-26,Great American Ball Park,Pittsburgh Pirates,6,Cincinnati Reds,1,7,38.0,26.0,0.0,33.2,131.0
2024-06-26,Comerica Park,Philadelphia Phillies,6,Detroit Tigers,2,8,19.0,9.3,1.5,19.1,53.0
2024-06-26,Minute Maid Park,Colorado Rockies,1,Houston Astros,7,8,10.9,7.3,3.6,6.7,196.0
2024-06-26,Kauffman Stadium,Miami Marlins,1,Kansas City Royals,5,6,25.5,8.8,0.0,31.6,2.0
2024-06-26,American Family Field,Texas Rangers,5,Milwaukee Brewers,6,11,33.4,26.4,0.3,34.7,333.0
2024-06-26,Citi Field,New York Yankees,2,New York Mets,12,14,17.9,2.8,0.7,5.5,121.0
2024-06-26,Petco Park,Washington Nationals,5,San Diego Padres,8,13,30.3,20.5,0.2,13.2,89.0
2024-06-26,Oracle Park,Chicago Cubs,3,San Francisco Giants,4,7,24.5,20.5,0.0,26.4,182.0
2024-06-26,Busch Stadium III,Atlanta Braves,6,St. Louis Cardinals,2,8,21.8,12.5,0.0,30.6,52.0
2024-06-26,Busch Stadium III,Atlanta Braves,1,St. Louis Cardinals,4,5,21.8,12.5,0.0,30.6,52.0
2024-06-26,Tropicana Field,Seattle Mariners,5,Tampa Bay Rays,2,7,30.9,24.3,12.9,16.0,118.0
2024-06-27,Angel Stadium of Anaheim,Detroit Tigers,0,Los Angeles Angels,5,5,30.4,21.0,0.3,11.9,125.0
2024-06-27,Chase Field,Minnesota Twins,13,Arizona Diamondbacks,6,19,43.4,31.6,0.0,23.8,257.0
2024-06-27,Oriole Park at Camden Yards,Texas Rangers,2,Baltimore Orioles,11,13,37.1,24.6,0.0,15.1,311.0
2024-06-27,Guaranteed Rate Field,Atlanta Braves,0,Chicago White Sox,1,1,36.4,23.7,0.0,20.6,344.0
2024-06-27,Kauffman Stadium,Cleveland Guardians,1,Kansas City Royals,2,3,22.6,11.6,1.0,32.6,359.0
2024-06-27,Citizens Bank Park,Miami Marlins,7,Philadelphia Phillies,4,11,15.4,5.5,1.1,8.9,13.0
2024-06-27,Oracle Park,Chicago Cubs,5,San Francisco Giants,3,8,22.7,21.0,0.0,25.8,164.0
2024-06-27,Busch Stadium III,Cincinnati Reds,11,St. Louis Cardinals,4,15,22.7,9.5,0.0,27.2,358.0
2024-06-27,Rogers Centre,New York Yankees,2,Toronto Blue Jays,9,11,37.5,24.3,0.0,21.1,195.0
2024-06-28,Angel Stadium of Anaheim,Detroit Tigers,2,Los Angeles Angels,5,7,31.9,22.6,1.0,21.3,155.0
2024-06-28,Chase Field,Oakland Athletics,9,Arizona Diamondbacks,4,13,43.3,31.2,0.0,24.3,262.0
2024-06-28,Truist Park,Pittsburgh Pirates,1,Atlanta Braves,6,7,11.6,3.0,0.5,21.3,6.0
2024-06-28,Oriole Park at Camden Yards,Texas Rangers,1,Baltimore Orioles,2,3,38.9,23.8,0.0,12.4,314.0
2024-06-28,Fenway Park,San Diego Padres,9,Boston Red Sox,2,11,16.2,8.8,13.7,9.4,211.0
2024-06-28,Guaranteed Rate Field,Colorado Rockies,3,Chicago White Sox,5,8,34.6,25.8,0.0,21.5,67.0
2024-06-28,Kauffman Stadium,Cleveland Guardians,3,Kansas City Royals,10,13,22.7,8.4,0.0,33.5,357.0
2024-06-28,American Family Field,Chicago Cubs,2,Milwaukee Brewers,4,6,34.4,26.2,0.1,31.4,337.0
2024-06-28,Citi Field,Houston Astros,2,New York Mets,7,9,17.9,4.1,10.8,9.6,255.0
2024-06-28,Citizens Bank Park,Miami Marlins,0,Philadelphia Phillies,2,2,16.7,4.8,0.1,12.0,357.0
2024-06-28,T-Mobile Park,Minnesota Twins,2,Seattle Mariners,3,5,28.1,12.9,2.3,10.8,194.0
2024-06-28,Oracle Park,Los Angeles Dodgers,3,San Francisco Giants,5,8,22.5,20.4,0.0,35.6,156.0
2024-06-28,Busch Stadium III,Cincinnati Reds,0,St. Louis Cardinals,1,1,22.1,13.2,3.1,26.1,12.0
2024-06-28,Tropicana Field,Washington Nationals,1,Tampa Bay Rays,3,4,31.5,24.5,19.1,13.3,131.0
2024-06-28,Rogers Centre,New York Yankees,16,Toronto Blue Jays,5,21,39.8,22.1,0.0,28.1,273.0
2024-06-29,Angel Stadium of Anaheim,Detroit Tigers,5,Los Angeles Angels,6,11,30.9,23.4,7.2,13.9,335.0
2024-06-29,Chase Field,Oakland Athletics,0,Arizona Diamondbacks,3,3,43.0,31.1,0.0,16.6,285.0
2024-06-29,Truist Park,Pittsburgh Pirates,1,Atlanta Braves,2,3,12.7,1.4,1.8,23.3,14.0
2024-06-29,Oriole Park at Camden Yards,Texas Rangers,5,Baltimore Orioles,6,11,37.4,23.9,0.0,19.6,323.0
2024-06-29,Fenway Park,San Diego Padres,11,Boston Red Sox,1,12,14.4,6.1,6.1,7.6,248.0
2024-06-29,Guaranteed Rate Field,Colorado Rockies,3,Chicago White Sox,11,14,34.2,23.9,0.0,20.6,37.0
2024-06-29,Kauffman Stadium,Cleveland Guardians,7,Kansas City Royals,2,9,18.4,9.9,2.8,26.6,3.0
2024-06-29,American Family Field,Chicago Cubs,5,Milwaukee Brewers,3,8,35.0,25.2,0.0,29.4,328.0
2024-06-29,Citi Field,Houston Astros,9,New York Mets,6,15,16.8,6.4,6.2,9.1,160.0
2024-06-29,Citizens Bank Park,Miami Marlins,3,Philadelphia Phillies,2,5,15.6,5.0,2.1,10.1,4.0
2024-06-29,T-Mobile Park,Minnesota Twins,5,Seattle Mariners,1,6,20.8,16.3,24.9,10.5,9.0
2024-06-29,Oracle Park,Los Angeles Dodgers,14,San Francisco Giants,7,21,22.5,21.0,1.2,24.2,110.0
2024-06-29,Busch Stadium III,Cincinnati Reds,9,St. Louis Cardinals,4,13,19.3,9.3,3.9,18.6,6.0
2024-06-29,Tropicana Field,Washington Nationals,8,Tampa Bay Rays,1,9,29.7,23.9,27.2,8.7,126.0
2024-06-29,Rogers Centre,New York Yankees,3,Toronto Blue Jays,9,12,35.7,23.7,1.5,33.0,261.0
2024-06-30,Angel Stadium of Anaheim,Detroit Tigers,7,Los Angeles Angels,6,13,33.8,21.6,0.0,11.5,117.0
2024-06-30,Chase Field,Oakland Athletics,1,Arizona Diamondbacks,5,6,43.1,30.8,0.0,18.7,150.0
2024-06-30,Truist Park,Pittsburgh Pirates,4,Atlanta Braves,2,6,13.9,0.5,1.0,20.0,27.0
2024-06-30,Oriole Park at Camden Yards,Texas Rangers,11,Baltimore Orioles,2,13,36.2,23.5,0.1,19.4,86.0
2024-06-30,Fenway Park,San Diego Padres,1,Boston Red Sox,4,5,12.2,7.6,3.0,8.0,213.0
2024-06-30,Guaranteed Rate Field,Colorado Rockies,5,Chicago White Sox,4,9,36.3,24.9,0.1,30.4,80.0
2024-06-30,Kauffman Stadium,Cleveland Guardians,2,Kansas City Royals,6,8,20.0,6.1,0.0,31.1,352.0
2024-06-30,American Family Field,Chicago Cubs,1,Milwaukee Brewers,7,8,32.7,24.3,0.0,21.9,51.0
2024-06-30,Citi Field,Houston Astros,10,New York Mets,5,15,15.8,4.0,12.0,9.4,184.0
2024-06-30,Citizens Bank Park,Miami Marlins,6,Philadelphia Phillies,7,13,16.4,0.7,0.7,10.8,342.0
2024-06-30,T-Mobile Park,Minnesota Twins,5,Seattle Mariners,3,8,25.6,15.2,0.7,13.3,25.0
2024-06-30,Oracle Park,Los Angeles Dodgers,4,San Francisco Giants,10,14,22.5,20.8,0.3,21.1,297.0
2024-06-30,Busch Stadium III,Cincinnati Reds,0,St. Louis Cardinals,2,2,22.2,9.8,0.0,29.6,34.0
2024-06-30,Tropicana Field,Washington Nationals,0,Tampa Bay Rays,5,5,29.1,24.2,12.3,10.7,127.0
2024-06-30,Rogers Centre,New York Yankees,8,Toronto Blue Jays,1,9,32.8,20.2,0.2,34.0,219.0
2024-07-01,Coors Field,Milwaukee Brewers,7,Colorado Rockies,8,15,27.9,16.9,0.0,20.9,14.0
2024-07-01,Rogers Centre,Houston Astros,3,Toronto Blue Jays,1,4,32.7,21.3,1.5,27.1,252.0
2024-07-01,Nationals Park,New York Mets,9,Washington Nationals,7,16,32.6,25.1,2.4,21.5,258.0
2024-07-02,Truist Park,San Francisco Giants,5,Atlanta Braves,3,8,17.2,2.7,1.5,22.8,341.0
2024-07-02,Wrigley Field,Philadelphia Phillies,6,Chicago Cubs,4,10,27.3,17.3,4.8,23.2,354.0
2024-07-02,Progressive Field,Chicago White Sox,6,Cleveland Guardians,7,13,24.4,15.9,1.3,16.8,21.0
2024-07-02,Coors Field,Milwaukee Brewers,4,Colorado Rockies,3,7,29.7,17.2,0.0,21.3,29.0
2024-07-02,Kauffman Stadium,Tampa Bay Rays,5,Kansas City Royals,1,6,23.7,7.8,0.0,29.7,357.0
2024-07-02,Dodger Stadium,Arizona Diamondbacks,5,Los Angeles Dodgers,6,11,27.4,22.6,22.6,28.2,316.0
2024-07-02,loanDepot park,Boston Red Sox,8,Miami Marlins,3,11,33.2,26.6,10.6,21.3,241.0
2024-07-02,Target Field,Detroit Tigers,3,Minnesota Twins,5,8,20.6,12.7,1.1,17.4,233.0
2024-07-02,Yankee Stadium III,Cincinnati Reds,5,New York Yankees,4,9,16.1,8.7,28.2,13.0,211.0
2024-07-02,Oakland Coliseum,Los Angeles Angels,5,Oakland Athletics,7,12,23.7,21.8,47.1,67.6,131.0
2024-07-02,PNC Park,St. Louis Cardinals,7,Pittsburgh Pirates,4,11,30.9,23.2,0.8,25.7,199.0
2024-07-02,T-Mobile Park,Baltimore Orioles,2,Seattle Mariners,0,2,29.7,14.3,0.0,11.0,191.0
2024-07-02,Globe Life Field,San Diego Padres,0,Texas Rangers,7,7,6.9,-0.7,6.2,17.0,245.0
2024-07-02,Rogers Centre,Houston Astros,6,Toronto Blue Jays,7,13,28.3,19.9,0.9,25.0,242.0
2024-07-02,Nationals Park,New York Mets,7,Washington Nationals,2,9,34.0,21.3,1.1,37.3,223.0
2024-07-03,Truist Park,San Francisco Giants,1,Atlanta Braves,3,4,16.4,1.0,1.0,24.1,2.0
2024-07-03,Wrigley Field,Philadelphia Phillies,5,Chicago Cubs,3,8,25.6,15.3,0.1,24.9,98.0
2024-07-03,Progressive Field,Chicago White Sox,8,Cleveland Guardians,2,10,25.7,13.7,0.0,10.1,18.0
2024-07-03,Coors Field,Milwaukee Brewers,3,Colorado Rockies,0,3,30.6,18.4,0.0,22.3,74.0
2024-07-03,Kauffman Stadium,Tampa Bay Rays,2,Kansas City Royals,4,6,21.3,13.2,3.1,36.5,1.0
2024-07-03,Dodger Stadium,Arizona Diamondbacks,12,Los Angeles Dodgers,4,16,31.7,20.5,0.0,13.9,201.0
2024-07-03,loanDepot park,Boston Red Sox,7,Miami Marlins,2,9,33.1,26.9,6.4,13.9,247.0
2024-07-03,Target Field,Detroit Tigers,9,Minnesota Twins,2,11,16.6,9.8,9.7,13.2,343.0
2024-07-03,Yankee Stadium III,Cincinnati Reds,3,New York Yankees,2,5,19.4,4.7,0.2,9.9,224.0
2024-07-03,Oakland Coliseum,Los Angeles Angels,0,Oakland Athletics,5,5,22.9,21.1,0.0,47.9,265.0
2024-07-03,PNC Park,St. Louis Cardinals,4,Pittsburgh Pirates,5,9,32.4,19.2,0.0,28.9,62.0
2024-07-03,T-Mobile Park,Baltimore Orioles,4,Seattle Mariners,1,5,28.4,14.3,0.0,9.9,336.0
2024-07-03,Globe Life Field,San Diego Padres,6,Texas Rangers,4,10,8.4,-2.0,0.7,9.4,193.0
2024-07-03,Rogers Centre,Houston Astros,9,Toronto Blue Jays,2,11,30.3,17.5,0.0,18.6,238.0
2024-07-03,Nationals Park,New York Mets,5,Washington Nationals,7,12,33.9,23.1,0.0,22.8,26.0
2024-07-04,Truist Park,San Francisco Giants,4,Atlanta Braves,2,6,16.6,0.9,1.3,34.4,358.0
2024-07-04,Wrigley Field,Philadelphia Phillies,2,Chicago Cubs,10,12,26.3,16.2,0.0,21.4,73.0
2024-07-04,Progressive Field,Chicago White Sox,4,Cleveland Guardians,8,12,26.3,15.8,0.0,11.1,53.0
2024-07-04,Coors Field,Milwaukee Brewers,3,Colorado Rockies,4,7,30.0,19.3,1.5,35.3,25.0
2024-07-04,Kauffman Stadium,Tampa Bay Rays,10,Kansas City Royals,8,18,21.2,6.0,0.0,29.0,353.0
2024-07-04,Dodger Stadium,Arizona Diamondbacks,9,Los Angeles Dodgers,3,12,28.5,24.1,16.5,29.2,221.0
2024-07-04,loanDepot park,Boston Red Sox,6,Miami Marlins,5,11,33.6,26.3,8.7,13.1,189.0
2024-07-04,Target Field,Detroit Tigers,3,Minnesota Twins,12,15,16.8,7.4,0.0,18.0,315.0
2024-07-04,Yankee Stadium III,Cincinnati Reds,8,New York Yankees,4,12,19.8,8.8,2.0,12.2,221.0
2024-07-04,Oakland Coliseum,Los Angeles Angels,0,Oakland Athletics,5,5,23.9,20.0,17.6,66.6,219.0
2024-07-04,PNC Park,St. Louis Cardinals,3,Pittsburgh Pirates,2,5,31.4,22.3,0.0,24.7,64.0
2024-07-04,T-Mobile Park,Baltimore Orioles,3,Seattle Mariners,7,10,30.2,15.0,0.0,11.1,282.0
2024-07-04,Globe Life Field,San Diego Padres,3,Texas Rangers,1,4,10.1,0.4,7.2,22.8,308.0
2024-07-04,Rogers Centre,Houston Astros,5,Toronto Blue Jays,3,8,33.1,20.1,0.0,22.9,240.0
2024-07-04,Nationals Park,New York Mets,0,Washington Nationals,1,1,34.7,23.2,0.0,24.8,95.0
2024-07-05,Truist Park,Philadelphia Phillies,8,Atlanta Braves,6,14,16.9,2.4,6.1,27.7,285.0
2024-07-05,Wrigley Field,Los Angeles Angels,1,Chicago Cubs,5,6,26.6,16.0,0.0,17.7,73.0
2024-07-05,Great American Ball Park,Detroit Tigers,5,Cincinnati Reds,4,9,30.1,24.5,0.0,26.6,92.0
2024-07-05,Progressive Field,San Francisco Giants,4,Cleveland Guardians,2,6,23.2,14.6,2.5,17.4,5.0
2024-07-05,Coors Field,Kansas City Royals,2,Colorado Rockies,4,6,27.3,16.1,0.4,13.8,238.0
2024-07-05,Dodger Stadium,Milwaukee Brewers,5,Los Angeles Dodgers,8,13,32.8,23.5,7.7,23.7,176.0
2024-07-05,loanDepot park,Chicago White Sox,3,Miami Marlins,2,5,33.3,26.0,18.2,15.1,201.0
2024-07-05,Target Field,Houston Astros,13,Minnesota Twins,12,25,19.9,7.2,0.0,16.4,317.0
2024-07-05,Yankee Stadium III,Boston Red Sox,5,New York Yankees,3,8,17.1,9.6,10.0,14.5,222.0
2024-07-05,Oakland Coliseum,Baltimore Orioles,3,Oakland Athletics,2,5,25.3,19.4,8.3,29.3,206.0
2024-07-05,PNC Park,New York Mets,2,Pittsburgh Pirates,14,16,33.2,19.9,0.6,28.6,176.0
2024-07-05,Petco Park,Arizona Diamondbacks,8,San Diego Padres,10,18,35.1,24.3,6.4,21.6,183.0
2024-07-05,T-Mobile Park,Toronto Blue Jays,1,Seattle Mariners,2,3,32.0,15.0,0.0,11.6,264.0
2024-07-05,Globe Life Field,Tampa Bay Rays,0,Texas Rangers,3,3,7.5,-0.8,6.7,14.5,168.0
2024-07-05,Nationals Park,St. Louis Cardinals,7,Washington Nationals,6,13,32.8,23.1,0.3,29.2,231.0
2024-07-06,Truist Park,Philadelphia Phillies,1,Atlanta Braves,5,6,16.5,2.9,4.0,34.7,242.0
2024-07-06,Wrigley Field,Los Angeles Angels,7,Chicago Cubs,0,7,27.5,16.4,7.9,21.6,267.0
2024-07-06,Great American Ball Park,Detroit Tigers,5,Cincinnati Reds,3,8,28.5,19.7,0.0,20.4,243.0
2024-07-06,Progressive Field,San Francisco Giants,4,Cleveland Guardians,5,9,22.0,13.9,0.0,11.5,348.0
2024-07-06,Coors Field,Kansas City Royals,1,Colorado Rockies,3,4,30.3,17.5,0.5,18.7,83.0
2024-07-06,Dodger Stadium,Milwaukee Brewers,3,Los Angeles Dodgers,5,8,30.4,26.2,20.7,28.5,225.0
2024-07-06,loanDepot park,Chicago White Sox,3,Miami Marlins,4,7,31.3,26.6,9.1,19.5,219.0
2024-07-06,Target Field,Houston Astros,3,Minnesota Twins,9,12,22.2,9.9,0.0,18.8,276.0
2024-07-06,Yankee Stadium III,Boston Red Sox,4,New York Yankees,14,18,17.1,7.4,6.7,13.7,190.0
2024-07-06,Oakland Coliseum,Baltimore Orioles,8,Oakland Athletics,19,27,23.2,20.2,15.9,53.3,227.0
2024-07-06,PNC Park,New York Mets,5,Pittsburgh Pirates,2,7,26.4,18.1,3.7,16.4,50.0
2024-07-06,Petco Park,Arizona Diamondbacks,7,San Diego Padres,5,12,33.4,28.4,1.6,21.7,205.0
2024-07-06,T-Mobile Park,Toronto Blue Jays,5,Seattle Mariners,4,9,33.3,16.0,0.7,14.4,322.0
2024-07-06,Globe Life Field,Tampa Bay Rays,3,Texas Rangers,4,7,8.9,1.4,7.0,26.0,204.0
2024-07-06,Nationals Park,St. Louis Cardinals,6,Washington Nationals,14,20,32.3,21.0,0.0,34.8,311.0
2024-07-07,Truist Park,Philadelphia Phillies,0,Atlanta Braves,6,6,9.6,2.0,4.0,22.5,217.0
2024-07-07,Wrigley Field,Los Angeles Angels,0,Chicago Cubs,5,5,25.8,14.7,0.8,17.1,318.0
2024-07-07,Great American Ball Park,Detroit Tigers,5,Cincinnati Reds,1,6,32.7,19.8,0.6,18.0,92.0
2024-07-07,Progressive Field,San Francisco Giants,4,Cleveland Guardians,5,9,25.1,12.9,0.0,12.7,225.0
2024-07-07,Coors Field,Kansas City Royals,10,Colorado Rockies,1,11,24.4,16.2,6.8,29.9,74.0
2024-07-07,Dodger Stadium,Milwaukee Brewers,9,Los Angeles Dodgers,2,11,32.8,26.5,36.6,15.5,202.0
2024-07-07,loanDepot park,Chicago White Sox,4,Miami Marlins,7,11,33.3,25.8,15.0,15.1,208.0
2024-07-07,Target Field,Houston Astros,2,Minnesota Twins,3,5,17.8,12.0,8.1,18.7,280.0
2024-07-07,Yankee Stadium III,Boston Red Sox,3,New York Yankees,0,3,17.7,9.0,2.5,11.0,198.0
2024-07-07,Oakland Coliseum,Baltimore Orioles,6,Oakland Athletics,3,9,23.0,20.9,0.0,17.3,171.0
2024-07-07,PNC Park,New York Mets,3,Pittsburgh Pirates,2,5,29.9,18.2,0.0,11.0,32.0
2024-07-07,Petco Park,Arizona Diamondbacks,9,San Diego Padres,1,10,35.5,28.7,0.2,22.7,189.0
2024-07-07,T-Mobile Park,Toronto Blue Jays,5,Seattle Mariners,4,9,28.6,18.5,4.1,13.1,332.0
2024-07-07,Globe Life Field,Tampa Bay Rays,2,Texas Rangers,13,15,11.8,3.0,2.0,22.5,216.0
2024-07-07,Nationals Park,St. Louis Cardinals,8,Washington Nationals,3,11,32.3,20.9,0.2,31.7,250.0
2024-07-08,Angel Stadium of Anaheim,Texas Rangers,9,Los Angeles Angels,4,13,31.5,25.0,34.0,15.2,93.0
2024-07-08,Chase Field,Atlanta Braves,5,Arizona Diamondbacks,4,9,46.3,30.0,0.0,22.0,242.0
2024-07-08,Guaranteed Rate Field,Minnesota Twins,8,Chicago White Sox,6,14,31.6,19.9,0.0,16.2,64.0
2024-07-08,Great American Ball Park,Colorado Rockies,0,Cincinnati Reds,6,6,34.1,24.8,0.0,19.8,73.0
2024-07-08,Comerica Park,Cleveland Guardians,0,Detroit Tigers,1,1,12.4,5.7,0.3,13.4,184.0
2024-07-08,PNC Park,New York Mets,2,Pittsburgh Pirates,8,10,30.8,20.0,0.0,14.9,207.0
2024-07-08,Nationals Park,St. Louis Cardinals,6,Washington Nationals,0,6,33.9,21.7,0.0,16.6,183.0
2024-07-09,Angel Stadium of Anaheim,Texas Rangers,5,Los Angeles Angels,4,9,29.1,25.0,35.7,17.3,267.0
2024-07-09,Chase Field,Atlanta Braves,6,Arizona Diamondbacks,2,8,44.9,29.8,0.0,18.4,234.0
2024-07-09,Oriole Park at Camden Yards,Chicago Cubs,9,Baltimore Orioles,2,11,34.6,20.7,0.0,13.9,191.0
2024-07-09,Fenway Park,Oakland Athletics,9,Boston Red Sox,12,21,11.2,4.9,12.2,10.9,242.0
2024-07-09,Great American Ball Park,Colorado Rockies,6,Cincinnati Reds,12,18,34.8,24.1,0.0,21.3,1.0
2024-07-09,Comerica Park,Cleveland Guardians,9,Detroit Tigers,8,17,15.0,5.2,0.5,18.8,235.0
2024-07-09,Minute Maid Park,Miami Marlins,3,Houston Astros,4,7,11.9,7.9,1.9,8.0,179.0
2024-07-09,American Family Field,Pittsburgh Pirates,12,Milwaukee Brewers,2,14,29.1,20.2,2.4,26.6,350.0
2024-07-09,Citi Field,Washington Nationals,5,New York Mets,7,12,12.9,3.1,25.6,9.2,160.0
2024-07-09,Citizens Bank Park,Los Angeles Dodgers,1,Philadelphia Phillies,10,11,14.5,3.4,0.4,11.5,318.0
2024-07-09,Petco Park,Seattle Mariners,8,San Diego Padres,3,11,31.1,26.4,18.6,17.8,251.0
2024-07-09,Oracle Park,Toronto Blue Jays,3,San Francisco Giants,4,7,20.6,19.5,0.0,15.0,35.0
2024-07-09,Tropicana Field,New York Yankees,3,Tampa Bay Rays,5,8,31.7,23.4,2.7,8.1,141.0
2024-07-10,Angel Stadium of Anaheim,Texas Rangers,2,Los Angeles Angels,7,9,27.3,23.3,4.4,10.0,3.0
2024-07-10,Chase Field,Atlanta Braves,5,Arizona Diamondbacks,7,12,45.5,31.0,0.0,24.5,281.0
2024-07-10,Oriole Park at Camden Yards,Chicago Cubs,4,Baltimore Orioles,0,4,36.5,21.5,0.0,26.8,323.0
2024-07-10,Fenway Park,Oakland Athletics,5,Boston Red Sox,2,7,12.4,3.3,3.2,12.8,284.0
