game_date,game_loc,away_team,away_team_score,home_team,home_team_score,total_score,max_temp_C,min_temp_C,precipitation_mm,max_wind_speed_kmh,dominant_wind_dir_deg
2021-04-01,Angel Stadium of Anaheim,Chicago White Sox,3,Los Angeles Angels,4,7,14.6,10.3,0.6,22.3,60.0
2021-04-01,Wrigley Field,Pittsburgh Pirates,5,Chicago Cubs,3,8,7.4,-1.9,6.2,15.4,41.0
2021-04-01,Great American Ball Park,St. Louis Cardinals,11,Cincinnati Reds,6,17,12.4,2.2,0.0,27.8,84.0
2021-04-01,Coors Field,Los Angeles Dodgers,5,Colorado Rockies,8,13,10.4,1.1,0.6,21.2,325.0
2021-04-01,Comerica Park,Cleveland Indians,2,Detroit Tigers,3,5,-7.9,-12.7,3.3,10.2,83.0
2021-04-01,Kauffman Stadium,Texas Rangers,10,Kansas City Royals,14,24,2.8,-7.2,0.0,34.2,19.0
2021-04-01,loanDepot park,Tampa Bay Rays,1,Miami Marlins,0,1,36.3,21.6,0.0,22.1,300.0
2021-04-01,American Family Field,Minnesota Twins,5,Milwaukee Brewers,6,11,10.0,1.1,0.0,27.9,337.0
2021-04-01,Yankee Stadium III,Toronto Blue Jays,3,New York Yankees,2,5,-5.1,-11.4,21.9,16.6,206.0
2021-04-01,RingCentral Coliseum,Houston Astros,8,Oakland Athletics,1,9,8.8,7.5,0.0,25.6,94.0
2021-04-01,Citizens Bank Park,Atlanta Braves,2,Philadelphia Phillies,3,5,-8.9,-19.0,0.0,12.3,354.0
2021-04-01,Petco Park,Arizona Diamondbacks,7,San Diego Padres,8,15,14.8,11.4,3.9,17.7,45.0
2021-04-01,T-Mobile Park,San Francisco Giants,7,Seattle Mariners,8,15,13.9,-0.3,0.0,12.6,209.0
2021-04-02,Angel Stadium of Anaheim,Chicago White Sox,12,Los Angeles Angels,8,20,13.2,10.5,5.3,14.3,30.0
2021-04-02,Fenway Park,Baltimore Orioles,3,Boston Red Sox,0,3,-9.6,-18.2,0.0,8.1,197.0
2021-04-02,Coors Field,Los Angeles Dodgers,11,Colorado Rockies,6,17,8.2,2.7,0.1,22.8,29.0
2021-04-02,loanDepot park,Tampa Bay Rays,6,Miami Marlins,4,10,35.8,18.3,0.0,11.2,327.0
2021-04-02,RingCentral Coliseum,Houston Astros,9,Oakland Athletics,5,14,9.1,7.9,5.7,26.4,92.0
2021-04-02,Petco Park,Arizona Diamondbacks,2,San Diego Padres,4,6,15.8,11.2,1.7,11.3,358.0
2021-04-02,T-Mobile Park,San Francisco Giants,6,Seattle Mariners,3,9,10.9,0.0,0.8,27.2,286.0
2021-04-03,Angel Stadium of Anaheim,Chicago White Sox,3,Los Angeles Angels,5,8,13.1,8.0,2.0,21.0,3.0
2021-04-03,Fenway Park,Baltimore Orioles,4,Boston Red Sox,2,6,-6.2,-15.4,0.0,11.3,198.0
2021-04-03,Wrigley Field,Pittsburgh Pirates,1,Chicago Cubs,5,6,10.6,0.4,0.0,20.5,80.0
2021-04-03,Great American Ball Park,St. Louis Cardinals,6,Cincinnati Reds,9,15,15.2,4.1,0.0,21.0,56.0
2021-04-03,Coors Field,Los Angeles Dodgers,6,Colorado Rockies,5,11,8.8,0.5,0.0,33.9,69.0
2021-04-03,Comerica Park,Cleveland Indians,2,Detroit Tigers,5,7,-7.8,-10.3,13.3,13.7,109.0
2021-04-03,Kauffman Stadium,Texas Rangers,4,Kansas City Royals,11,15,6.0,-4.3,0.0,44.3,23.0
2021-04-03,loanDepot park,Tampa Bay Rays,7,Miami Marlins,12,19,35.5,19.5,0.0,10.2,30.0
2021-04-03,American Family Field,Minnesota Twins,2,Milwaukee Brewers,0,2,13.3,3.0,0.0,29.2,351.0
2021-04-03,Yankee Stadium III,Toronto Blue Jays,3,New York Yankees,5,8,4.5,-12.9,0.0,7.9,152.0
2021-04-03,RingCentral Coliseum,Houston Astros,9,Oakland Athletics,1,10,9.1,6.7,22.2,43.6,10.0
2021-04-03,Citizens Bank Park,Atlanta Braves,0,Philadelphia Phillies,4,4,-4.4,-14.9,0.0,5.7,303.0
2021-04-03,Petco Park,Arizona Diamondbacks,0,San Diego Padres,7,7,15.0,9.9,2.6,17.7,348.0
2021-04-03,T-Mobile Park,San Francisco Giants,0,Seattle Mariners,4,4,7.0,-3.7,0.0,19.1,309.0
2021-04-04,Angel Stadium of Anaheim,Chicago White Sox,4,Los Angeles Angels,7,11,15.9,4.9,0.0,19.8,13.0
2021-04-04,Fenway Park,Baltimore Orioles,11,Boston Red Sox,3,14,-3.1,-13.3,5.4,11.9,194.0
2021-04-04,Wrigley Field,Pittsburgh Pirates,3,Chicago Cubs,4,7,11.0,1.8,0.0,24.4,76.0
2021-04-04,Great American Ball Park,St. Louis Cardinals,1,Cincinnati Reds,12,13,17.4,3.8,0.0,20.3,33.0
2021-04-04,Coors Field,Los Angeles Dodgers,4,Colorado Rockies,2,6,11.8,0.6,0.0,29.1,65.0
2021-04-04,Comerica Park,Cleveland Indians,9,Detroit Tigers,3,12,-7.5,-13.0,4.1,9.4,29.0
2021-04-04,Kauffman Stadium,Texas Rangers,7,Kansas City Royals,3,10,5.2,-5.2,0.6,31.8,242.0
2021-04-04,American Family Field,Minnesota Twins,8,Milwaukee Brewers,2,10,12.3,5.8,0.0,21.1,45.0
2021-04-04,Yankee Stadium III,Toronto Blue Jays,3,New York Yankees,1,4,8.2,-7.0,7.6,7.9,128.0
2021-04-04,RingCentral Coliseum,Houston Astros,9,Oakland Athletics,2,11,8.5,6.9,0.0,43.0,343.0
2021-04-04,Citizens Bank Park,Atlanta Braves,1,Philadelphia Phillies,2,3,-1.4,-7.8,1.1,5.7,318.0
2021-04-04,Petco Park,Arizona Diamondbacks,3,San Diego Padres,1,4,15.6,6.6,0.0,19.7,29.0
2021-04-05,Angel Stadium of Anaheim,Houston Astros,6,Los Angeles Angels,7,13,16.2,3.6,0.0,16.1,113.0
2021-04-05,Fenway Park,Tampa Bay Rays,2,Boston Red Sox,11,13,-6.8,-10.4,0.7,14.8,184.0
2021-04-05,Wrigley Field,Milwaukee Brewers,3,Chicago Cubs,5,8,12.0,1.2,0.0,15.7,41.0
2021-04-05,Great American Ball Park,Pittsburgh Pirates,3,Cincinnati Reds,5,8,17.4,7.5,0.0,15.8,55.0
2021-04-05,Progressive Field,Kansas City Royals,3,Cleveland Indians,0,3,9.5,-3.5,0.0,13.7,4.0
2021-04-05,Comerica Park,Minnesota Twins,15,Detroit Tigers,6,21,-3.6,-12.4,0.0,10.5,358.0
2021-04-05,loanDepot park,St. Louis Cardinals,4,Miami Marlins,1,5,38.8,20.2,0.0,10.8,146.0
2021-04-05,Yankee Stadium III,Baltimore Orioles,0,New York Yankees,7,7,0.0,-4.3,7.1,6.2,223.0
2021-04-05,RingCentral Coliseum,Los Angeles Dodgers,10,Oakland Athletics,3,13,9.3,6.8,0.0,21.9,260.0
2021-04-05,Citizens Bank Park,New York Mets,3,Philadelphia Phillies,5,8,-1.6,-11.4,0.8,11.9,351.0
2021-04-05,Petco Park,San Francisco Giants,3,San Diego Padres,2,5,17.1,7.9,0.0,10.9,134.0
2021-04-05,T-Mobile Park,Chicago White Sox,6,Seattle Mariners,0,6,10.9,-1.8,0.0,23.3,291.0
2021-04-05,Globe Life Field,Toronto Blue Jays,6,Texas Rangers,2,8,-8.0,-20.7,0.0,16.5,198.0
2021-04-06,Angel Stadium of Anaheim,Houston Astros,4,Los Angeles Angels,2,6,18.7,5.1,0.0,9.8,114.0
2021-04-06,Fenway Park,Tampa Bay Rays,5,Boston Red Sox,6,11,-5.2,-13.0,0.0,8.2,202.0
2021-04-06,Wrigley Field,Milwaukee Brewers,4,Chicago Cubs,0,4,14.3,4.1,0.0,19.8,82.0
2021-04-06,Great American Ball Park,Pittsburgh Pirates,1,Cincinnati Reds,14,15,19.5,9.2,0.0,28.8,78.0
2021-04-06,Coors Field,Arizona Diamondbacks,10,Colorado Rockies,8,18,10.5,2.9,2.6,21.5,74.0
2021-04-06,Comerica Park,Minnesota Twins,3,Detroit Tigers,4,7,-3.1,-6.4,0.0,7.2,10.0
2021-04-06,loanDepot park,St. Louis Cardinals,4,Miami Marlins,2,6,40.3,21.7,0.0,14.1,83.0
2021-04-06,Yankee Stadium III,Baltimore Orioles,2,New York Yankees,7,9,2.2,-6.2,1.4,6.5,114.0
2021-04-06,RingCentral Coliseum,Los Angeles Dodgers,5,Oakland Athletics,1,6,9.4,7.7,0.0,22.1,275.0
2021-04-06,Citizens Bank Park,New York Mets,8,Philadelphia Phillies,4,12,-5.6,-10.1,9.9,6.4,28.0
2021-04-06,Petco Park,San Francisco Giants,1,San Diego Padres,3,4,19.6,8.2,0.0,10.5,53.0
2021-04-06,T-Mobile Park,Chicago White Sox,10,Seattle Mariners,4,14,6.3,-4.7,0.0,24.9,312.0
2021-04-06,Globe Life Field,Toronto Blue Jays,4,Texas Rangers,7,11,-4.8,-16.2,0.0,13.2,195.0
2021-04-06,Nationals Park,Atlanta Braves,5,Washington Nationals,6,11,9.9,6.7,7.7,12.6,123.0
2021-04-07,Fenway Park,Tampa Bay Rays,2,Boston Red Sox,9,11,-4.0,-12.9,0.0,9.4,204.0
2021-04-07,Wrigley Field,Milwaukee Brewers,4,Chicago Cubs,2,6,16.3,5.8,0.0,27.6,77.0
2021-04-07,Great American Ball Park,Pittsburgh Pirates,4,Cincinnati Reds,11,15,19.3,9.1,0.0,29.1,48.0
2021-04-07,Progressive Field,Kansas City Royals,2,Cleveland Indians,4,6,11.7,1.6,0.0,12.6,352.0
2021-04-07,Coors Field,Arizona Diamondbacks,0,Colorado Rockies,8,8,12.7,2.4,0.0,23.5,74.0
2021-04-07,Comerica Park,Minnesota Twins,3,Detroit Tigers,2,5,-1.3,-5.0,0.0,6.5,3.0
2021-04-07,loanDepot park,St. Louis Cardinals,7,Miami Marlins,0,7,39.9,24.5,0.0,16.1,336.0
2021-04-07,Yankee Stadium III,Baltimore Orioles,4,New York Yankees,3,7,1.8,-3.1,2.4,5.8,191.0
2021-04-07,RingCentral Coliseum,Los Angeles Dodgers,3,Oakland Athletics,4,7,8.2,7.2,0.0,22.8,339.0
2021-04-07,Citizens Bank Park,New York Mets,2,Philadelphia Phillies,8,10,-5.4,-7.8,6.5,4.3,3.0
2021-04-07,Petco Park,San Francisco Giants,3,San Diego Padres,2,5,17.3,11.2,6.3,11.2,77.0
2021-04-07,T-Mobile Park,Chicago White Sox,4,Seattle Mariners,8,12,9.4,-5.2,0.0,27.3,314.0
2021-04-07,Globe Life Field,Toronto Blue Jays,1,Texas Rangers,2,3,-5.1,-10.2,0.2,8.9,229.0
2021-04-07,Nationals Park,Atlanta Braves,7,Washington Nationals,6,13,9.9,5.9,8.1,16.4,296.0
2021-04-07,Nationals Park,Atlanta Braves,2,Washington Nationals,0,2,9.9,5.9,8.1,16.4,296.0
2021-04-08,Oriole Park at Camden Yards,Boston Red Sox,7,Baltimore Orioles,3,10,13.1,3.7,3.7,10.9,352.0
2021-04-08,Guaranteed Rate Field,Kansas City Royals,0,Chicago White Sox,6,6,16.0,8.7,0.0,17.4,47.0
2021-04-08,Coors Field,Arizona Diamondbacks,3,Colorado Rockies,7,10,15.4,4.8,0.0,22.2,62.0
2021-04-08,Minute Maid Park,Oakland Athletics,2,Houston Astros,6,8,0.9,-2.5,5.2,3.1,45.0
2021-04-08,Target Field,Seattle Mariners,2,Minnesota Twins,10,12,8.0,-0.1,0.0,15.7,276.0
2021-04-08,Citi Field,Miami Marlins,2,New York Mets,3,5,0.6,-11.5,0.3,5.8,161.0
2021-04-08,PNC Park,Chicago Cubs,4,Pittsburgh Pirates,2,6,14.4,6.1,0.0,19.4,247.0
2021-04-08,Busch Stadium III,Milwaukee Brewers,1,St. Louis Cardinals,3,4,1.4,-4.4,10.8,21.2,57.0
2021-04-08,TD Ballpark,Los Angeles Angels,7,Toronto Blue Jays,5,12,29.6,16.5,1.6,9.0,21.0
2021-04-09,Chase Field,Cincinnati Reds,6,Arizona Diamondbacks,5,11,33.8,18.4,0.0,24.8,274.0
2021-04-09,Truist Park,Philadelphia Phillies,1,Atlanta Braves,8,9,-0.9,-12.8,0.3,38.3,242.0
2021-04-09,Progressive Field,Detroit Tigers,1,Cleveland Indians,4,5,10.4,1.8,0.3,8.9,326.0
2021-04-09,Minute Maid Park,Oakland Athletics,6,Houston Astros,2,8,1.1,-3.2,9.2,4.6,55.0
2021-04-09,Dodger Stadium,Washington Nationals,0,Los Angeles Dodgers,1,1,20.1,6.7,0.0,11.3,168.0
2021-04-09,Oracle Park,Colorado Rockies,1,San Francisco Giants,3,4,8.9,7.2,0.1,25.7,47.0
2021-04-09,Tropicana Field,New York Yankees,5,Tampa Bay Rays,10,15,33.8,17.0,0.0,14.1,334.0
2021-04-09,Globe Life Field,San Diego Padres,3,Texas Rangers,0,3,-5.1,-13.8,2.4,17.6,205.0
2021-04-09,TD Ballpark,Los Angeles Angels,7,Toronto Blue Jays,1,8,32.9,16.2,0.0,14.6,295.0
2021-04-10,Chase Field,Cincinnati Reds,3,Arizona Diamondbacks,8,11,34.2,16.8,0.0,21.3,256.0
2021-04-10,Truist Park,Philadelphia Phillies,4,Atlanta Braves,5,9,-2.2,-12.9,0.0,30.6,269.0
2021-04-10,Oriole Park at Camden Yards,Boston Red Sox,6,Baltimore Orioles,4,10,18.9,3.0,0.0,11.4,239.0
2021-04-10,Progressive Field,Detroit Tigers,3,Cleveland Indians,11,14,12.7,0.8,0.0,10.3,337.0
2021-04-10,Minute Maid Park,Oakland Athletics,7,Houston Astros,3,10,1.0,-3.1,21.9,4.1,64.0
2021-04-10,Dodger Stadium,Washington Nationals,5,Los Angeles Dodgers,9,14,20.1,9.7,0.0,21.4,126.0
2021-04-10,Target Field,Seattle Mariners,4,Minnesota Twins,3,7,5.2,-2.1,2.0,25.5,287.0
2021-04-10,Citi Field,Miami Marlins,3,New York Mets,0,3,3.9,-12.9,0.0,7.4,148.0
2021-04-10,PNC Park,Chicago Cubs,2,Pittsburgh Pirates,8,10,18.4,5.9,0.0,10.7,221.0
2021-04-10,Oracle Park,Colorado Rockies,3,San Francisco Giants,4,7,11.7,7.3,0.0,25.9,164.0
2021-04-10,Busch Stadium III,Milwaukee Brewers,9,St. Louis Cardinals,5,14,2.4,-6.8,1.5,20.5,217.0
2021-04-10,Tropicana Field,New York Yankees,0,Tampa Bay Rays,4,4,33.5,15.4,0.0,14.1,325.0
2021-04-10,Globe Life Field,San Diego Padres,7,Texas Rangers,4,11,-2.9,-13.1,1.0,18.5,207.0
2021-04-10,TD Ballpark,Los Angeles Angels,1,Toronto Blue Jays,15,16,32.5,15.6,0.0,14.1,285.0
2021-04-11,Chase Field,Cincinnati Reds,0,Arizona Diamondbacks,7,7,33.0,16.5,0.0,15.7,240.0
2021-04-11,Truist Park,Philadelphia Phillies,7,Atlanta Braves,6,13,-0.2,-16.6,0.0,25.4,269.0
2021-04-11,Oriole Park at Camden Yards,Boston Red Sox,14,Baltimore Orioles,9,23,20.6,4.1,0.0,11.6,266.0
2021-04-11,Guaranteed Rate Field,Kansas City Royals,4,Chicago White Sox,3,7,17.3,6.2,0.0,32.4,66.0
2021-04-11,Progressive Field,Detroit Tigers,2,Cleveland Indians,5,7,14.9,1.9,0.0,14.4,351.0
2021-04-11,Dodger Stadium,Washington Nationals,0,Los Angeles Dodgers,3,3,17.5,10.7,0.6,21.0,117.0
2021-04-11,Target Field,Seattle Mariners,8,Minnesota Twins,6,14,3.1,-7.0,0.0,19.0,6.0
2021-04-11,Citi Field,Miami Marlins,5,New York Mets,6,11,3.3,-8.6,0.3,6.9,151.0
2021-04-11,PNC Park,Chicago Cubs,1,Pittsburgh Pirates,7,8,21.0,6.7,0.0,15.7,45.0
2021-04-11,Oracle Park,Colorado Rockies,0,San Francisco Giants,4,4,9.1,8.4,0.0,30.3,154.0
2021-04-11,Busch Stadium III,Milwaukee Brewers,9,St. Louis Cardinals,3,12,5.0,-7.4,0.0,25.9,229.0
2021-04-11,Tropicana Field,New York Yankees,8,Tampa Bay Rays,4,12,33.9,15.5,0.0,13.1,324.0
2021-04-11,Globe Life Field,San Diego Padres,2,Texas Rangers,0,2,-5.4,-11.8,0.3,11.1,218.0
2021-04-12,Chase Field,Oakland Athletics,9,Arizona Diamondbacks,5,14,32.2,19.7,0.0,14.3,237.0
2021-04-12,Truist Park,Miami Marlins,5,Atlanta Braves,3,8,-0.4,-9.5,0.2,24.2,268.0
2021-04-12,Guaranteed Rate Field,Cleveland Indians,3,Chicago White Sox,4,7,15.0,5.9,1.7,26.9,94.0
2021-04-12,Minute Maid Park,Detroit Tigers,6,Houston Astros,2,8,-0.6,-4.2,33.9,5.1,51.0
2021-04-12,Kauffman Stadium,Los Angeles Angels,10,Kansas City Royals,3,13,8.1,-5.0,0.4,32.6,352.0
2021-04-12,American Family Field,Chicago Cubs,3,Milwaukee Brewers,6,9,14.4,6.3,1.2,34.5,350.0
2021-04-12,PNC Park,San Diego Padres,6,Pittsburgh Pirates,2,8,20.9,7.7,0.0,27.4,50.0
2021-04-12,Oracle Park,Cincinnati Reds,3,San Francisco Giants,0,3,9.4,8.5,27.4,33.3,102.0
2021-04-12,Busch Stadium III,Washington Nationals,5,St. Louis Cardinals,2,7,4.4,-6.0,0.1,28.2,228.0
2021-04-12,Tropicana Field,Texas Rangers,0,Tampa Bay Rays,1,1,34.3,16.3,0.0,15.1,317.0
2021-04-12,TD Ballpark,New York Yankees,3,Toronto Blue Jays,1,4,33.5,16.3,0.0,11.6,309.0
2021-04-13,Chase Field,Oakland Athletics,7,Arizona Diamondbacks,5,12,32.2,17.7,0.0,27.4,230.0
2021-04-13,Truist Park,Miami Marlins,14,Atlanta Braves,8,22,-0.9,-11.5,0.1,20.1,346.0
2021-04-13,Oriole Park at Camden Yards,Seattle Mariners,4,Baltimore Orioles,3,7,18.6,9.5,0.0,18.0,94.0
2021-04-13,Oriole Park at Camden Yards,Seattle Mariners,6,Baltimore Orioles,7,13,18.6,9.5,0.0,18.0,94.0
2021-04-13,Guaranteed Rate Field,Cleveland Indians,2,Chicago White Sox,0,2,15.2,3.5,0.0,14.8,57.0
2021-04-13,Minute Maid Park,Detroit Tigers,8,Houston Astros,2,10,-1.1,-3.8,21.8,3.6,46.0
2021-04-13,Kauffman Stadium,Los Angeles Angels,2,Kansas City Royals,3,5,6.2,-5.1,0.8,28.2,337.0
2021-04-13,Dodger Stadium,Colorado Rockies,0,Los Angeles Dodgers,7,7,14.4,9.9,0.0,24.2,58.0
2021-04-13,American Family Field,Chicago Cubs,3,Milwaukee Brewers,2,5,14.2,4.9,0.0,14.9,73.0
2021-04-13,Target Field,Boston Red Sox,4,Minnesota Twins,2,6,6.1,-2.5,0.0,14.2,267.0
2021-04-13,Citi Field,Philadelphia Phillies,3,New York Mets,4,7,2.8,-5.1,4.4,5.5,139.0
2021-04-13,Citi Field,Philadelphia Phillies,0,New York Mets,4,4,2.8,-5.1,4.4,5.5,139.0
2021-04-13,PNC Park,San Diego Padres,4,Pittsburgh Pirates,8,12,17.4,10.0,0.1,30.4,39.0
2021-04-13,Oracle Park,Cincinnati Reds,6,San Francisco Giants,7,13,8.6,5.4,0.0,44.4,335.0
2021-04-13,Busch Stadium III,Washington Nationals,3,St. Louis Cardinals,14,17,5.2,-5.8,0.0,23.9,230.0
2021-04-13,Tropicana Field,Texas Rangers,8,Tampa Bay Rays,3,11,34.3,16.6,0.0,15.2,331.0
2021-04-13,TD Ballpark,New York Yankees,3,Toronto Blue Jays,7,10,33.4,16.9,0.0,13.3,328.0
2021-04-14,Truist Park,Miami Marlins,6,Atlanta Braves,5,11,1.1,-8.7,0.0,27.4,261.0
2021-04-14,Guaranteed Rate Field,Cleveland Indians,0,Chicago White Sox,8,8,18.2,5.8,0.0,13.4,350.0
2021-04-14,Minute Maid Park,Detroit Tigers,6,Houston Astros,4,10,2.8,-4.1,3.5,4.5,45.0
2021-04-14,Kauffman Stadium,Los Angeles Angels,1,Kansas City Royals,6,7,3.9,-4.8,0.3,44.6,358.0
2021-04-14,Dodger Stadium,Colorado Rockies,2,Los Angeles Dodgers,4,6,17.5,9.1,0.0,14.6,145.0
2021-04-14,American Family Field,Chicago Cubs,0,Milwaukee Brewers,7,7,18.4,9.8,0.0,38.8,323.0
2021-04-14,Target Field,Boston Red Sox,3,Minnesota Twins,2,5,3.9,-3.7,0.0,22.8,329.0
2021-04-14,Target Field,Boston Red Sox,7,Minnesota Twins,1,8,3.9,-3.7,0.0,22.8,329.0
2021-04-14,Citi Field,Philadelphia Phillies,1,New York Mets,5,6,6.7,-5.4,0.0,6.2,130.0
2021-04-14,PNC Park,San Diego Padres,1,Pittsburgh Pirates,5,6,20.4,5.9,0.0,13.1,61.0
2021-04-14,Oracle Park,Cincinnati Reds,0,San Francisco Giants,3,3,9.4,6.1,0.0,27.6,252.0
2021-04-14,Busch Stadium III,Washington Nationals,6,St. Louis Cardinals,0,6,3.2,-3.3,0.8,32.7,235.0
2021-04-14,Tropicana Field,Texas Rangers,5,Tampa Bay Rays,1,6,34.5,18.4,0.0,11.5,39.0
2021-04-14,TD Ballpark,New York Yankees,4,Toronto Blue Jays,5,9,33.7,17.3,0.0,12.3,47.0
2021-04-15,Truist Park,Miami Marlins,6,Atlanta Braves,7,13,2.6,-12.4,0.2,19.0,315.0
2021-04-15,Oriole Park at Camden Yards,Seattle Mariners,4,Baltimore Orioles,2,6,21.7,8.5,0.0,12.9,7.0
2021-04-15,Oriole Park at Camden Yards,Seattle Mariners,2,Baltimore Orioles,1,3,21.7,8.5,0.0,12.9,7.0
2021-04-15,Guaranteed Rate Field,Cleveland Indians,4,Chicago White Sox,2,6,19.3,7.3,0.0,20.2,55.0
2021-04-15,Kauffman Stadium,Toronto Blue Jays,5,Kansas City Royals,7,12,5.3,-9.4,0.0,19.4,29.0
2021-04-15,Dodger Stadium,Colorado Rockies,5,Los Angeles Dodgers,7,12,20.2,10.4,0.0,18.3,177.0
2021-04-15,Target Field,Boston Red Sox,3,Minnesota Twins,4,7,5.3,-8.3,0.0,12.6,321.0
2021-04-15,RingCentral Coliseum,Detroit Tigers,4,Oakland Athletics,8,12,11.6,8.9,0.2,40.0,190.0
2021-04-15,PNC Park,San Diego Padres,8,Pittsburgh Pirates,3,11,22.9,9.1,0.0,16.1,57.0
2021-04-15,Tropicana Field,Texas Rangers,6,Tampa Bay Rays,4,10,32.4,19.0,0.0,11.4,39.0
2021-04-15,Nationals Park,Arizona Diamondbacks,11,Washington Nationals,6,17,21.9,9.2,0.0,24.8,342.0
2021-04-16,Angel Stadium of Anaheim,Minnesota Twins,3,Los Angeles Angels,10,13,21.9,11.2,0.0,16.4,247.0
2021-04-16,Wrigley Field,Atlanta Braves,5,Chicago Cubs,2,7,18.4,7.3,0.0,19.7,72.0
2021-04-16,Great American Ball Park,Cleveland Indians,3,Cincinnati Reds,10,13,22.5,11.5,0.0,26.0,74.0
2021-04-16,loanDepot park,San Francisco Giants,1,Miami Marlins,4,5,39.8,24.9,0.0,14.2,238.0
2021-04-16,American Family Field,Pittsburgh Pirates,6,Milwaukee Brewers,1,7,17.8,8.4,0.0,17.1,57.0
2021-04-16,Yankee Stadium III,Tampa Bay Rays,8,New York Yankees,2,10,7.7,-0.4,0.3,6.6,197.0
2021-04-16,RingCentral Coliseum,Detroit Tigers,0,Oakland Athletics,3,3,10.9,8.3,2.2,30.2,244.0
2021-04-16,Citizens Bank Park,St. Louis Cardinals,2,Philadelphia Phillies,9,11,-1.0,-6.6,7.4,6.1,27.0
2021-04-16,Petco Park,Los Angeles Dodgers,11,San Diego Padres,6,17,22.9,13.6,0.0,15.3,294.0
2021-04-16,T-Mobile Park,Houston Astros,5,Seattle Mariners,6,11,0.7,-1.4,21.9,22.5,6.0
2021-04-16,Globe Life Field,Baltimore Orioles,5,Texas Rangers,2,7,-5.8,-17.7,0.0,15.3,199.0
2021-04-16,Nationals Park,Arizona Diamondbacks,0,Washington Nationals,1,1,21.8,13.6,0.0,30.8,317.0
2021-04-17,Fenway Park,Chicago White Sox,4,Boston Red Sox,7,11,-0.4,-9.3,0.0,10.8,204.0
2021-04-17,Wrigley Field,Atlanta Braves,4,Chicago Cubs,13,17,20.0,7.4,0.0,19.8,281.0
2021-04-17,Great American Ball Park,Cleveland Indians,2,Cincinnati Reds,3,5,23.6,10.8,0.0,19.7,73.0
2021-04-17,Coors Field,New York Mets,4,Colorado Rockies,3,7,14.2,-1.9,0.0,15.4,83.0
2021-04-17,Coors Field,New York Mets,2,Colorado Rockies,7,9,14.2,-1.9,0.0,15.4,83.0
2021-04-17,Kauffman Stadium,Toronto Blue Jays,5,Kansas City Royals,1,6,11.1,-4.7,0.0,15.5,21.0
2021-04-17,Kauffman Stadium,Toronto Blue Jays,2,Kansas City Royals,3,5,11.1,-4.7,0.0,15.5,21.0
2021-04-17,loanDepot park,San Francisco Giants,6,Miami Marlins,7,13,37.3,27.0,0.0,16.9,11.0
2021-04-17,American Family Field,Pittsburgh Pirates,1,Milwaukee Brewers,7,8,20.4,10.1,0.0,38.2,356.0
2021-04-17,Yankee Stadium III,Tampa Bay Rays,6,New York Yankees,3,9,7.4,-1.3,0.0,5.8,200.0
2021-04-17,RingCentral Coliseum,Detroit Tigers,0,Oakland Athletics,7,7,9.1,7.6,0.3,35.8,289.0
2021-04-17,Citizens Bank Park,St. Louis Cardinals,9,Philadelphia Phillies,4,13,1.8,-6.0,4.6,5.6,359.0
2021-04-17,Petco Park,Los Angeles Dodgers,2,San Diego Padres,0,2,19.6,9.6,0.0,21.9,356.0
2021-04-17,T-Mobile Park,Houston Astros,1,Seattle Mariners,0,1,10.5,-3.5,0.5,15.8,325.0
2021-04-17,Globe Life Field,Baltimore Orioles,6,Texas Rangers,1,7,-4.0,-12.0,1.9,15.6,208.0
2021-04-17,Nationals Park,Arizona Diamondbacks,2,Washington Nationals,6,8,21.3,10.7,0.0,18.0,351.0
2021-04-18,Fenway Park,Chicago White Sox,3,Boston Red Sox,2,5,-1.5,-6.2,0.9,8.1,210.0
2021-04-18,Fenway Park,Chicago White Sox,5,Boston Red Sox,1,6,-1.5,-6.2,0.9,8.1,210.0
2021-04-18,Wrigley Field,Atlanta Braves,13,Chicago Cubs,4,17,20.7,9.1,0.5,17.7,92.0
2021-04-18,Great American Ball Park,Cleveland Indians,6,Cincinnati Reds,3,9,24.9,13.2,0.0,16.1,85.0
2021-04-18,Coors Field,New York Mets,2,Colorado Rockies,1,3,18.0,4.1,0.0,14.0,128.0
2021-04-18,Kauffman Stadium,Toronto Blue Jays,0,Kansas City Royals,2,2,8.2,-0.7,0.4,39.8,28.0
2021-04-18,loanDepot park,San Francisco Giants,1,Miami Marlins,0,1,38.1,24.5,0.0,18.7,334.0
2021-04-18,American Family Field,Pittsburgh Pirates,6,Milwaukee Brewers,5,11,20.6,11.5,1.1,39.6,336.0
2021-04-18,Yankee Stadium III,Tampa Bay Rays,4,New York Yankees,2,6,4.6,-0.3,8.1,9.5,223.0
2021-04-18,RingCentral Coliseum,Detroit Tigers,2,Oakland Athletics,3,5,11.1,8.2,0.0,28.2,265.0
2021-04-18,Citizens Bank Park,St. Louis Cardinals,0,Philadelphia Phillies,2,2,-0.8,-6.3,1.0,8.0,2.0
2021-04-18,Petco Park,Los Angeles Dodgers,2,San Diego Padres,5,7,19.8,6.4,0.0,10.1,129.0
2021-04-18,T-Mobile Park,Houston Astros,2,Seattle Mariners,7,9,15.9,-3.5,0.0,15.1,199.0
2021-04-18,Globe Life Field,Baltimore Orioles,0,Texas Rangers,1,1,-3.6,-13.1,0.0,16.0,184.0
2021-04-18,Nationals Park,Arizona Diamondbacks,5,Washington Nationals,2,7,21.9,10.9,0.0,33.6,268.0
