game_date,game_loc,away_team,away_team_score,home_team,home_team_score
"Sunday, May 16, 2021",American Family Field,Atlanta Braves,9,Milwaukee Brewers,10
"Sunday, May 16, 2021",Target Field,Oakland Athletics,7,Minnesota Twins,6
"Sunday, May 16, 2021",PNC Park,San Francisco Giants,4,Pittsburgh Pirates,1
"Sunday, May 16, 2021",Petco Park,St. Louis Cardinals,3,San Diego Padres,5
"Sunday, May 16, 2021",T-Mobile Park,Cleveland Indians,2,Seattle Mariners,3
"Sunday, May 16, 2021",Tropicana Field,New York Mets,1,Tampa Bay Rays,7
"Sunday, May 16, 2021",TD Ballpark,Philadelphia Phillies,8,Toronto Blue Jays,10
"Monday, May 17, 2021",Angel Stadium of Anaheim,Cleveland Indians,4,Los Angeles Angels,7
"Monday, May 17, 2021",Truist Park,New York Mets,3,Atlanta Braves,1
"Monday, May 17, 2021",Wrigley Field,Washington Nationals,3,Chicago Cubs,7
"Monday, May 17, 2021",Great American Ball Park,San Francisco Giants,6,Cincinnati Reds,3
"Monday, May 17, 2021",Dodger Stadium,Arizona Diamondbacks,1,Los Angeles Dodgers,3
"Monday, May 17, 2021",Target Field,Chicago White Sox,16,Minnesota Twins,4
"Monday, May 17, 2021",Petco Park,Colorado Rockies,0,San Diego Padres,7
"Monday, May 17, 2021",T-Mobile Park,Detroit Tigers,4,Seattle Mariners,1
"Monday, May 17, 2021",Globe Life Field,New York Yankees,2,Texas Rangers,5
"Tuesday, May 18, 2021",Angel Stadium of Anaheim,Cleveland Indians,6,Los Angeles Angels,5
"Tuesday, May 18, 2021",Truist Park,New York Mets,4,Atlanta Braves,3
"Tuesday, May 18, 2021",Oriole Park at Camden Yards,Tampa Bay Rays,13,Baltimore Orioles,6
"Tuesday, May 18, 2021",Wrigley Field,Washington Nationals,3,Chicago Cubs,6
"Tuesday, May 18, 2021",Great American Ball Park,San Francisco Giants,4,Cincinnati Reds,2
"Tuesday, May 18, 2021",Kauffman Stadium,Milwaukee Brewers,0,Kansas City Royals,2
"Tuesday, May 18, 2021",Dodger Stadium,Arizona Diamondbacks,1,Los Angeles Dodgers,9
"Tuesday, May 18, 2021",Target Field,Chicago White Sox,4,Minnesota Twins,5
"Tuesday, May 18, 2021",RingCentral Coliseum,Houston Astros,5,Oakland Athletics,6
"Tuesday, May 18, 2021",Citizens Bank Park,Miami Marlins,3,Philadelphia Phillies,8
"Tuesday, May 18, 2021",Petco Park,Colorado Rockies,1,San Diego Padres,2
"Tuesday, May 18, 2021",T-Mobile Park,Detroit Tigers,5,Seattle Mariners,0
"Tuesday, May 18, 2021",Busch Stadium III,Pittsburgh Pirates,2,St. Louis Cardinals,5
"Tuesday, May 18, 2021",Globe Life Field,New York Yankees,7,Texas Rangers,4
"Tuesday, May 18, 2021",TD Ballpark,Boston Red Sox,0,Toronto Blue Jays,8
"Wednesday, May 19, 2021",Angel Stadium of Anaheim,Cleveland Indians,3,Los Angeles Angels,2
"Wednesday, May 19, 2021",Truist Park,New York Mets,4,Atlanta Braves,5
"Wednesday, May 19, 2021",Oriole Park at Camden Yards,Tampa Bay Rays,9,Baltimore Orioles,7
"Wednesday, May 19, 2021",Wrigley Field,Washington Nationals,4,Chicago Cubs,3
"Wednesday, May 19, 2021",Great American Ball Park,San Francisco Giants,4,Cincinnati Reds,0
"Wednesday, May 19, 2021",Kauffman Stadium,Milwaukee Brewers,4,Kansas City Royals,6
"Wednesday, May 19, 2021",Dodger Stadium,Arizona Diamondbacks,2,Los Angeles Dodgers,4
"Wednesday, May 19, 2021",Target Field,Chicago White Sox,2,Minnesota Twins,1
"Wednesday, May 19, 2021",RingCentral Coliseum,Houston Astros,8,Oakland Athletics,1
"Wednesday, May 19, 2021",Citizens Bank Park,Miami Marlins,3,Philadelphia Phillies,1
"Wednesday, May 19, 2021",Petco Park,Colorado Rockies,0,San Diego Padres,3
"Wednesday, May 19, 2021",T-Mobile Park,Detroit Tigers,6,Seattle Mariners,2
"Wednesday, May 19, 2021",Busch Stadium III,Pittsburgh Pirates,5,St. Louis Cardinals,8
"Wednesday, May 19, 2021",Globe Life Field,New York Yankees,2,Texas Rangers,0
"Wednesday, May 19, 2021",TD Ballpark,Boston Red Sox,7,Toronto Blue Jays,3
"Thursday, May 20, 2021",Angel Stadium of Anaheim,Minnesota Twins,1,Los Angeles Angels,7
"Thursday, May 20, 2021",Angel Stadium of Anaheim,Minnesota Twins,6,Los Angeles Angels,3
"Thursday, May 20, 2021",Truist Park,Pittsburgh Pirates,6,Atlanta Braves,4
"Thursday, May 20, 2021",Oriole Park at Camden Yards,Tampa Bay Rays,10,Baltimore Orioles,1
"Thursday, May 20, 2021",Wrigley Field,Washington Nationals,2,Chicago Cubs,5
"Thursday, May 20, 2021",Great American Ball Park,San Francisco Giants,19,Cincinnati Reds,4
"Thursday, May 20, 2021",Dodger Stadium,Arizona Diamondbacks,2,Los Angeles Dodgers,3
"Thursday, May 20, 2021",RingCentral Coliseum,Houston Astros,8,Oakland Athletics,4
"Thursday, May 20, 2021",Citizens Bank Park,Miami Marlins,6,Philadelphia Phillies,0
"Thursday, May 20, 2021",Globe Life Field,New York Yankees,2,Texas Rangers,0
"Thursday, May 20, 2021",TD Ballpark,Boston Red Sox,8,Toronto Blue Jays,7
"Friday, May 21, 2021",Angel Stadium of Anaheim,Oakland Athletics,8,Los Angeles Angels,4
"Friday, May 21, 2021",Truist Park,Pittsburgh Pirates,1,Atlanta Braves,20
"Friday, May 21, 2021",Great American Ball Park,Milwaukee Brewers,4,Cincinnati Reds,9
"Friday, May 21, 2021",Progressive Field,Minnesota Twins,10,Cleveland Indians,0
"Friday, May 21, 2021",Coors Field,Arizona Diamondbacks,1,Colorado Rockies,7
"Friday, May 21, 2021",Kauffman Stadium,Detroit Tigers,7,Kansas City Royals,5
"Friday, May 21, 2021",loanDepot park,New York Mets,6,Miami Marlins,5
"Friday, May 21, 2021",Yankee Stadium III,Chicago White Sox,1,New York Yankees,2
"Friday, May 21, 2021",Citizens Bank Park,Boston Red Sox,11,Philadelphia Phillies,3
"Friday, May 21, 2021",Petco Park,Seattle Mariners,1,San Diego Padres,16
"Friday, May 21, 2021",Oracle Park,Los Angeles Dodgers,2,San Francisco Giants,1
"Friday, May 21, 2021",Busch Stadium III,Chicago Cubs,12,St. Louis Cardinals,3
"Friday, May 21, 2021",Globe Life Field,Houston Astros,5,Texas Rangers,7
"Friday, May 21, 2021",TD Ballpark,Tampa Bay Rays,9,Toronto Blue Jays,7
"Friday, May 21, 2021",Nationals Park,Baltimore Orioles,2,Washington Nationals,4
"Saturday, May 22, 2021",Angel Stadium of Anaheim,Oakland Athletics,6,Los Angeles Angels,2
"Saturday, May 22, 2021",Truist Park,Pittsburgh Pirates,1,Atlanta Braves,6
"Saturday, May 22, 2021",Great American Ball Park,Milwaukee Brewers,4,Cincinnati Reds,3
"Saturday, May 22, 2021",Progressive Field,Minnesota Twins,3,Cleveland Indians,5
"Saturday, May 22, 2021",Coors Field,Arizona Diamondbacks,6,Colorado Rockies,7
"Saturday, May 22, 2021",Kauffman Stadium,Detroit Tigers,5,Kansas City Royals,7
"Saturday, May 22, 2021",loanDepot park,New York Mets,1,Miami Marlins,3
"Saturday, May 22, 2021",Yankee Stadium III,Chicago White Sox,0,New York Yankees,7
"Saturday, May 22, 2021",Citizens Bank Park,Boston Red Sox,4,Philadelphia Phillies,3
"Saturday, May 22, 2021",Petco Park,Seattle Mariners,4,San Diego Padres,6
"Saturday, May 22, 2021",Oracle Park,Los Angeles Dodgers,6,San Francisco Giants,3
"Saturday, May 22, 2021",Busch Stadium III,Chicago Cubs,1,St. Louis Cardinals,2
"Saturday, May 22, 2021",Globe Life Field,Houston Astros,4,Texas Rangers,8
"Saturday, May 22, 2021",TD Ballpark,Tampa Bay Rays,3,Toronto Blue Jays,1
"Saturday, May 22, 2021",Nationals Park,Baltimore Orioles,9,Washington Nationals,12
"Sunday, May 23, 2021",Angel Stadium of Anaheim,Oakland Athletics,5,Los Angeles Angels,6
"Sunday, May 23, 2021",Truist Park,Pittsburgh Pirates,1,Atlanta Braves,7
"Sunday, May 23, 2021",Great American Ball Park,Milwaukee Brewers,9,Cincinnati Reds,4
"Sunday, May 23, 2021",Progressive Field,Minnesota Twins,8,Cleveland Indians,5
"Sunday, May 23, 2021",Coors Field,Arizona Diamondbacks,3,Colorado Rockies,4
"Sunday, May 23, 2021",Kauffman Stadium,Detroit Tigers,2,Kansas City Royals,3
"Sunday, May 23, 2021",loanDepot park,New York Mets,1,Miami Marlins,5
"Sunday, May 23, 2021",Yankee Stadium III,Chicago White Sox,4,New York Yankees,5
"Sunday, May 23, 2021",Citizens Bank Park,Boston Red Sox,2,Philadelphia Phillies,6
"Sunday, May 23, 2021",Petco Park,Seattle Mariners,2,San Diego Padres,9
"Sunday, May 23, 2021",Oracle Park,Los Angeles Dodgers,11,San Francisco Giants,5
"Sunday, May 23, 2021",Busch Stadium III,Chicago Cubs,2,St. Louis Cardinals,1
"Sunday, May 23, 2021",Globe Life Field,Houston Astros,2,Texas Rangers,3
"Sunday, May 23, 2021",TD Ballpark,Tampa Bay Rays,6,Toronto Blue Jays,4
"Sunday, May 23, 2021",Nationals Park,Baltimore Orioles,5,Washington Nationals,6
"Monday, May 24, 2021",Guaranteed Rate Field,St. Louis Cardinals,1,Chicago White Sox,5
"Monday, May 24, 2021",Comerica Park,Cleveland Indians,6,Detroit Tigers,5
"Monday, May 24, 2021",loanDepot park,Philadelphia Phillies,6,Miami Marlins,9
"Monday, May 24, 2021",American Family Field,San Diego Padres,3,Milwaukee Brewers,5
"Monday, May 24, 2021",Target Field,Baltimore Orioles,3,Minnesota Twins,8
"Monday, May 24, 2021",Citi Field,Colorado Rockies,3,New York Mets,2
"Monday, May 24, 2021",RingCentral Coliseum,Seattle Mariners,4,Oakland Athletics,2
"Monday, May 24, 2021",TD Ballpark,Tampa Bay Rays,14,Toronto Blue Jays,8
"Tuesday, May 25, 2021",Angel Stadium of Anaheim,Texas Rangers,5,Los Angeles Angels,11
"Tuesday, May 25, 2021",Chase Field,San Francisco Giants,8,Arizona Diamondbacks,0
"Tuesday, May 25, 2021",Fenway Park,Atlanta Braves,3,Boston Red Sox,1
"Tuesday, May 25, 2021",Guaranteed Rate Field,St. Louis Cardinals,3,Chicago White Sox,8
"Tuesday, May 25, 2021",Comerica Park,Cleveland Indians,4,Detroit Tigers,1
"Tuesday, May 25, 2021",Minute Maid Park,Los Angeles Dodgers,9,Houston Astros,2
"Tuesday, May 25, 2021",loanDepot park,Philadelphia Phillies,2,Miami Marlins,0
"Tuesday, May 25, 2021",American Family Field,San Diego Padres,7,Milwaukee Brewers,1
"Tuesday, May 25, 2021",Target Field,Baltimore Orioles,4,Minnesota Twins,7
"Tuesday, May 25, 2021",Yankee Stadium III,Toronto Blue Jays,6,New York Yankees,2
"Tuesday, May 25, 2021",Citi Field,Colorado Rockies,1,New York Mets,3
"Tuesday, May 25, 2021",RingCentral Coliseum,Seattle Mariners,4,Oakland Athletics,3
"Tuesday, May 25, 2021",PNC Park,Chicago Cubs,4,Pittsburgh Pirates,3
"Tuesday, May 25, 2021",Tropicana Field,Kansas City Royals,2,Tampa Bay Rays,1
"Tuesday, May 25, 2021",Nationals Park,Cincinnati Reds,2,Washington Nationals,1
"Wednesday, May 26, 2021",Angel Stadium of Anaheim,Texas Rangers,8,Los Angeles Angels,9
"Wednesday, May 26, 2021",Chase Field,San Francisco Giants,5,Arizona Diamondbacks,4
"Wednesday, May 26, 2021",Fenway Park,Atlanta Braves,5,Boston Red Sox,9
"Wednesday, May 26, 2021",Guaranteed Rate Field,St. Louis Cardinals,4,Chicago White Sox,0
"Wednesday, May 26, 2021",Comerica Park,Cleveland Indians,0,Detroit Tigers,1
"Wednesday, May 26, 2021",Minute Maid Park,Los Angeles Dodgers,2,Houston Astros,5
"Wednesday, May 26, 2021",loanDepot park,Philadelphia Phillies,2,Miami Marlins,4
"Wednesday, May 26, 2021",American Family Field,San Diego Padres,2,Milwaukee Brewers,1
"Wednesday, May 26, 2021",Target Field,Baltimore Orioles,2,Minnesota Twins,3
"Wednesday, May 26, 2021",RingCentral Coliseum,Seattle Mariners,3,Oakland Athletics,6
"Wednesday, May 26, 2021",PNC Park,Chicago Cubs,4,Pittsburgh Pirates,1
"Wednesday, May 26, 2021",Tropicana Field,Kansas City Royals,1,Tampa Bay Rays,2
"Wednesday, May 26, 2021",Nationals Park,Cincinnati Reds,3,Washington Nationals,5
"Thursday, May 27, 2021",Chase Field,St. Louis Cardinals,5,Arizona Diamondbacks,4
"Thursday, May 27, 2021",Guaranteed Rate Field,Baltimore Orioles,1,Chicago White Sox,5
"Thursday, May 27, 2021",Comerica Park,Cleveland Indians,5,Detroit Tigers,2
"Thursday, May 27, 2021",Dodger Stadium,San Francisco Giants,3,Los Angeles Dodgers,4
"Thursday, May 27, 2021",loanDepot park,Philadelphia Phillies,3,Miami Marlins,2
"Thursday, May 27, 2021",American Family Field,San Diego Padres,5,Milwaukee Brewers,6
"Thursday, May 27, 2021",Yankee Stadium III,Toronto Blue Jays,2,New York Yankees,0
"Thursday, May 27, 2021",Yankee Stadium III,Toronto Blue Jays,3,New York Yankees,5
"Thursday, May 27, 2021",Citi Field,Colorado Rockies,0,New York Mets,1
"Thursday, May 27, 2021",Citi Field,Colorado Rockies,2,New York Mets,4
"Thursday, May 27, 2021",RingCentral Coliseum,Los Angeles Angels,0,Oakland Athletics,5
"Thursday, May 27, 2021",PNC Park,Chicago Cubs,5,Pittsburgh Pirates,3
"Thursday, May 27, 2021",T-Mobile Park,Texas Rangers,0,Seattle Mariners,5
"Thursday, May 27, 2021",Tropicana Field,Kansas City Royals,2,Tampa Bay Rays,7
"Thursday, May 27, 2021",Nationals Park,Cincinnati Reds,3,Washington Nationals,0
"Friday, May 28, 2021",Chase Field,St. Louis Cardinals,8,Arizona Diamondbacks,6
"Friday, May 28, 2021",Fenway Park,Miami Marlins,2,Boston Red Sox,5
"Friday, May 28, 2021",Wrigley Field,Cincinnati Reds,0,Chicago Cubs,1
"Friday, May 28, 2021",Progressive Field,Toronto Blue Jays,11,Cleveland Indians,2
"Friday, May 28, 2021",Comerica Park,New York Yankees,2,Detroit Tigers,3
"Friday, May 28, 2021",Minute Maid Park,San Diego Padres,10,Houston Astros,3
"Friday, May 28, 2021",Dodger Stadium,San Francisco Giants,8,Los Angeles Dodgers,5
"Friday, May 28, 2021",Target Field,Kansas City Royals,8,Minnesota Twins,3
"Friday, May 28, 2021",RingCentral Coliseum,Los Angeles Angels,1,Oakland Athletics,3
"Friday, May 28, 2021",T-Mobile Park,Texas Rangers,2,Seattle Mariners,3
"Saturday, May 29, 2021",Chase Field,St. Louis Cardinals,7,Arizona Diamondbacks,4
"Saturday, May 29, 2021",Fenway Park,Miami Marlins,1,Boston Red Sox,3
"Saturday, May 29, 2021",Guaranteed Rate Field,Baltimore Orioles,4,Chicago White Sox,7
"Saturday, May 29, 2021",Guaranteed Rate Field,Baltimore Orioles,1,Chicago White Sox,3
"Saturday, May 29, 2021",Wrigley Field,Cincinnati Reds,2,Chicago Cubs,10
"Saturday, May 29, 2021",Comerica Park,New York Yankees,1,Detroit Tigers,6
"Saturday, May 29, 2021",Minute Maid Park,San Diego Padres,11,Houston Astros,8
"Saturday, May 29, 2021",Dodger Stadium,San Francisco Giants,11,Los Angeles Dodgers,6
"Saturday, May 29, 2021",Target Field,Kansas City Royals,5,Minnesota Twins,6
"Saturday, May 29, 2021",Citi Field,Atlanta Braves,2,New York Mets,13
"Saturday, May 29, 2021",RingCentral Coliseum,Los Angeles Angels,4,Oakland Athletics,0
"Saturday, May 29, 2021",PNC Park,Colorado Rockies,0,Pittsburgh Pirates,7
"Saturday, May 29, 2021",PNC Park,Colorado Rockies,0,Pittsburgh Pirates,4
"Saturday, May 29, 2021",T-Mobile Park,Texas Rangers,2,Seattle Mariners,3
"Saturday, May 29, 2021",Tropicana Field,Philadelphia Phillies,3,Tampa Bay Rays,5
"Saturday, May 29, 2021",Nationals Park,Milwaukee Brewers,4,Washington Nationals,1
"Saturday, May 29, 2021",Nationals Park,Milwaukee Brewers,6,Washington Nationals,2
"Sunday, May 30, 2021",Chase Field,St. Louis Cardinals,2,Arizona Diamondbacks,9
"Sunday, May 30, 2021",Guaranteed Rate Field,Baltimore Orioles,1,Chicago White Sox,3
"Sunday, May 30, 2021",Wrigley Field,Cincinnati Reds,5,Chicago Cubs,1
"Sunday, May 30, 2021",Progressive Field,Toronto Blue Jays,4,Cleveland Indians,1
"Sunday, May 30, 2021",Progressive Field,Toronto Blue Jays,5,Cleveland Indians,6
"Sunday, May 30, 2021",Comerica Park,New York Yankees,2,Detroit Tigers,6
"Sunday, May 30, 2021",Minute Maid Park,San Diego Padres,4,Houston Astros,7
"Sunday, May 30, 2021",Dodger Stadium,San Francisco Giants,5,Los Angeles Dodgers,4
"Sunday, May 30, 2021",Target Field,Kansas City Royals,6,Minnesota Twins,3
"Sunday, May 30, 2021",RingCentral Coliseum,Los Angeles Angels,4,Oakland Athletics,2
"Sunday, May 30, 2021",PNC Park,Colorado Rockies,4,Pittsburgh Pirates,3
"Sunday, May 30, 2021",T-Mobile Park,Texas Rangers,2,Seattle Mariners,4
"Sunday, May 30, 2021",Tropicana Field,Philadelphia Phillies,2,Tampa Bay Rays,6
"Sunday, May 30, 2021",Nationals Park,Milwaukee Brewers,3,Washington Nationals,0
"Monday, May 31, 2021",Chase Field,New York Mets,6,Arizona Diamondbacks,2
"Monday, May 31, 2021",Truist Park,Washington Nationals,3,Atlanta Braves,5
"Monday, May 31, 2021",Oriole Park at Camden Yards,Minnesota Twins,3,Baltimore Orioles,2
"Monday, May 31, 2021",Wrigley Field,San Diego Padres,2,Chicago Cubs,7
"Monday, May 31, 2021",Great American Ball Park,Philadelphia Phillies,1,Cincinnati Reds,11
"Monday, May 31, 2021",Progressive Field,Chicago White Sox,8,Cleveland Indians,6
"Monday, May 31, 2021",Progressive Field,Chicago White Sox,1,Cleveland Indians,3
"Monday, May 31, 2021",Minute Maid Park,Boston Red Sox,2,Houston Astros,11
"Monday, May 31, 2021",Kauffman Stadium,Pittsburgh Pirates,3,Kansas City Royals,7
"Monday, May 31, 2021",Dodger Stadium,St. Louis Cardinals,4,Los Angeles Dodgers,9
"Monday, May 31, 2021",American Family Field,Detroit Tigers,2,Milwaukee Brewers,3
"Monday, May 31, 2021",Yankee Stadium III,Tampa Bay Rays,3,New York Yankees,1
"Monday, May 31, 2021",T-Mobile Park,Oakland Athletics,5,Seattle Mariners,6
"Monday, May 31, 2021",Oracle Park,Los Angeles Angels,1,San Francisco Giants,6
"Tuesday, June 1, 2021",Chase Field,New York Mets,5,Arizona Diamondbacks,6
"Tuesday, June 1, 2021",Truist Park,Washington Nationals,11,Atlanta Braves,6
"Tuesday, June 1, 2021",Oriole Park at Camden Yards,Minnesota Twins,4,Baltimore Orioles,7
"Tuesday, June 1, 2021",Wrigley Field,San Diego Padres,3,Chicago Cubs,4
"Tuesday, June 1, 2021",Great American Ball Park,Philadelphia Phillies,17,Cincinnati Reds,3
"Tuesday, June 1, 2021",Progressive Field,Chicago White Sox,5,Cleveland Indians,6
"Tuesday, June 1, 2021",Coors Field,Texas Rangers,2,Colorado Rockies,3
"Tuesday, June 1, 2021",Minute Maid Park,Boston Red Sox,1,Houston Astros,5
"Tuesday, June 1, 2021",Kauffman Stadium,Pittsburgh Pirates,5,Kansas City Royals,10
"Tuesday, June 1, 2021",Dodger Stadium,St. Louis Cardinals,3,Los Angeles Dodgers,2
"Tuesday, June 1, 2021",American Family Field,Detroit Tigers,10,Milwaukee Brewers,7
"Tuesday, June 1, 2021",Yankee Stadium III,Tampa Bay Rays,3,New York Yankees,5
"Tuesday, June 1, 2021",T-Mobile Park,Oakland Athletics,12,Seattle Mariners,6
"Tuesday, June 1, 2021",Oracle Park,Los Angeles Angels,8,San Francisco Giants,1
"Tuesday, June 1, 2021",Sahlen Field,Miami Marlins,1,Toronto Blue Jays,5
"Wednesday, June 2, 2021",Chase Field,New York Mets,7,Arizona Diamondbacks,6
"Wednesday, June 2, 2021",Truist Park,Washington Nationals,5,Atlanta Braves,3
"Wednesday, June 2, 2021",Oriole Park at Camden Yards,Minnesota Twins,3,Baltimore Orioles,6
"Wednesday, June 2, 2021",Wrigley Field,San Diego Padres,1,Chicago Cubs,6
"Wednesday, June 2, 2021",Coors Field,Texas Rangers,3,Colorado Rockies,6
"Wednesday, June 2, 2021",Minute Maid Park,Boston Red Sox,1,Houston Astros,2
"Wednesday, June 2, 2021",Dodger Stadium,St. Louis Cardinals,3,Los Angeles Dodgers,14
"Wednesday, June 2, 2021",Yankee Stadium III,Tampa Bay Rays,3,New York Yankees,4
"Wednesday, June 2, 2021",T-Mobile Park,Oakland Athletics,6,Seattle Mariners,0
"Wednesday, June 2, 2021",Sahlen Field,Miami Marlins,5,Toronto Blue Jays,6
"Thursday, June 3, 2021",Angel Stadium of Anaheim,Seattle Mariners,6,Los Angeles Angels,2
"Thursday, June 3, 2021",Truist Park,Washington Nationals,1,Atlanta Braves,5
"Thursday, June 3, 2021",Guaranteed Rate Field,Detroit Tigers,1,Chicago White Sox,4
"Thursday, June 3, 2021",Coors Field,Texas Rangers,6,Colorado Rockies,11
"Thursday, June 3, 2021",Minute Maid Park,Boston Red Sox,5,Houston Astros,1
"Thursday, June 3, 2021",Kauffman Stadium,Minnesota Twins,5,Kansas City Royals,6
"Thursday, June 3, 2021",American Family Field,Arizona Diamondbacks,4,Milwaukee Brewers,7
"Thursday, June 3, 2021",Yankee Stadium III,Tampa Bay Rays,9,New York Yankees,2
"Thursday, June 3, 2021",PNC Park,Miami Marlins,3,Pittsburgh Pirates,5
"Thursday, June 3, 2021",Petco Park,New York Mets,3,San Diego Padres,4
"Thursday, June 3, 2021",Oracle Park,Chicago Cubs,2,San Francisco Giants,7
"Thursday, June 3, 2021",Busch Stadium III,Cincinnati Reds,4,St. Louis Cardinals,2
"Friday, June 4, 2021",Angel Stadium of Anaheim,Seattle Mariners,2,Los Angeles Angels,3
"Friday, June 4, 2021",Truist Park,Los Angeles Dodgers,9,Atlanta Braves,5
"Friday, June 4, 2021",Oriole Park at Camden Yards,Cleveland Indians,1,Baltimore Orioles,3
"Friday, June 4, 2021",Guaranteed Rate Field,Detroit Tigers,8,Chicago White Sox,9
"Friday, June 4, 2021",Coors Field,Oakland Athletics,9,Colorado Rockies,5
"Friday, June 4, 2021",Kauffman Stadium,Minnesota Twins,5,Kansas City Royals,14
"Friday, June 4, 2021",American Family Field,Arizona Diamondbacks,1,Milwaukee Brewers,5
"Friday, June 4, 2021",Yankee Stadium III,Boston Red Sox,5,New York Yankees,2
"Friday, June 4, 2021",Citizens Bank Park,Washington Nationals,2,Philadelphia Phillies,1
"Friday, June 4, 2021",PNC Park,Miami Marlins,2,Pittsburgh Pirates,9
"Friday, June 4, 2021",Petco Park,New York Mets,0,San Diego Padres,2
"Friday, June 4, 2021",Oracle Park,Chicago Cubs,5,San Francisco Giants,8
"Friday, June 4, 2021",Busch Stadium III,Cincinnati Reds,6,St. Louis Cardinals,4
"Friday, June 4, 2021",Globe Life Field,Tampa Bay Rays,4,Texas Rangers,5
"Friday, June 4, 2021",Sahlen Field,Houston Astros,13,Toronto Blue Jays,1
"Saturday, June 5, 2021",Angel Stadium of Anaheim,Seattle Mariners,5,Los Angeles Angels,12
"Saturday, June 5, 2021",Truist Park,Los Angeles Dodgers,4,Atlanta Braves,6
"Saturday, June 5, 2021",Oriole Park at Camden Yards,Cleveland Indians,10,Baltimore Orioles,4
"Saturday, June 5, 2021",Guaranteed Rate Field,Detroit Tigers,4,Chicago White Sox,3
"Saturday, June 5, 2021",Coors Field,Oakland Athletics,6,Colorado Rockies,3
"Saturday, June 5, 2021",Kauffman Stadium,Minnesota Twins,5,Kansas City Royals,4
"Saturday, June 5, 2021",American Family Field,Arizona Diamondbacks,5,Milwaukee Brewers,7
"Saturday, June 5, 2021",Yankee Stadium III,Boston Red Sox,7,New York Yankees,3
"Saturday, June 5, 2021",Citizens Bank Park,Washington Nationals,2,Philadelphia Phillies,5
"Saturday, June 5, 2021",PNC Park,Miami Marlins,7,Pittsburgh Pirates,8
"Saturday, June 5, 2021",Petco Park,New York Mets,4,San Diego Padres,0
"Saturday, June 5, 2021",Oracle Park,Chicago Cubs,3,San Francisco Giants,4
"Saturday, June 5, 2021",Busch Stadium III,Cincinnati Reds,5,St. Louis Cardinals,2
"Saturday, June 5, 2021",Globe Life Field,Tampa Bay Rays,3,Texas Rangers,0
"Saturday, June 5, 2021",Sahlen Field,Houston Astros,2,Toronto Blue Jays,6
"Sunday, June 6, 2021",Angel Stadium of Anaheim,Seattle Mariners,9,Los Angeles Angels,5
"Sunday, June 6, 2021",Truist Park,Los Angeles Dodgers,2,Atlanta Braves,4
"Sunday, June 6, 2021",Oriole Park at Camden Yards,Cleveland Indians,5,Baltimore Orioles,18
"Sunday, June 6, 2021",Guaranteed Rate Field,Detroit Tigers,0,Chicago White Sox,3
"Sunday, June 6, 2021",Coors Field,Oakland Athletics,1,Colorado Rockies,3
"Sunday, June 6, 2021",Kauffman Stadium,Minnesota Twins,2,Kansas City Royals,1
"Sunday, June 6, 2021",American Family Field,Arizona Diamondbacks,0,Milwaukee Brewers,2
"Sunday, June 6, 2021",Yankee Stadium III,Boston Red Sox,6,New York Yankees,5
"Sunday, June 6, 2021",Citizens Bank Park,Washington Nationals,6,Philadelphia Phillies,12
"Sunday, June 6, 2021",PNC Park,Miami Marlins,3,Pittsburgh Pirates,1
"Sunday, June 6, 2021",Petco Park,New York Mets,6,San Diego Padres,2
"Sunday, June 6, 2021",Oracle Park,Chicago Cubs,4,San Francisco Giants,3
"Sunday, June 6, 2021",Busch Stadium III,Cincinnati Reds,8,St. Louis Cardinals,7
"Sunday, June 6, 2021",Globe Life Field,Tampa Bay Rays,7,Texas Rangers,1
"Sunday, June 6, 2021",Sahlen Field,Houston Astros,6,Toronto Blue Jays,3
"Monday, June 7, 2021",Angel Stadium of Anaheim,Kansas City Royals,3,Los Angeles Angels,8
"Monday, June 7, 2021",Fenway Park,Miami Marlins,3,Boston Red Sox,5
"Monday, June 7, 2021",Petco Park,Chicago Cubs,4,San Diego Padres,9
"Tuesday, June 8, 2021",Angel Stadium of Anaheim,Kansas City Royals,1,Los Angeles Angels,8
"Tuesday, June 8, 2021",Oriole Park at Camden Yards,New York Mets,3,Baltimore Orioles,10
"Tuesday, June 8, 2021",Fenway Park,Houston Astros,7,Boston Red Sox,1
"Tuesday, June 8, 2021",Guaranteed Rate Field,Toronto Blue Jays,1,Chicago White Sox,6
"Tuesday, June 8, 2021",Great American Ball Park,Milwaukee Brewers,5,Cincinnati Reds,1
"Tuesday, June 8, 2021",Comerica Park,Seattle Mariners,3,Detroit Tigers,5
"Tuesday, June 8, 2021",loanDepot park,Colorado Rockies,2,Miami Marlins,6
"Tuesday, June 8, 2021",Target Field,New York Yankees,8,Minnesota Twins,4
"Tuesday, June 8, 2021",RingCentral Coliseum,Arizona Diamondbacks,2,Oakland Athletics,5
"Tuesday, June 8, 2021",Citizens Bank Park,Atlanta Braves,9,Philadelphia Phillies,5
"Tuesday, June 8, 2021",PNC Park,Los Angeles Dodgers,5,Pittsburgh Pirates,3
"Tuesday, June 8, 2021",Petco Park,Chicago Cubs,7,San Diego Padres,1
"Tuesday, June 8, 2021",Busch Stadium III,Cleveland Indians,10,St. Louis Cardinals,1
"Tuesday, June 8, 2021",Tropicana Field,Washington Nationals,1,Tampa Bay Rays,3
"Tuesday, June 8, 2021",Globe Life Field,San Francisco Giants,9,Texas Rangers,4
