game_date,game_loc,away_team,away_team_score,home_team,home_team_score
"Saturday, April 3, 2021",loanDepot park,Tampa Bay Rays,7,Miami Marlins,12
"Saturday, April 3, 2021",American Family Field,Minnesota Twins,2,Milwaukee Brewers,0
"Saturday, April 3, 2021",Yankee Stadium III,Toronto Blue Jays,3,New York Yankees,5
"Saturday, April 3, 2021",RingCentral Coliseum,Houston Astros,9,Oakland Athletics,1
"Saturday, April 3, 2021",Citizens Bank Park,Atlanta Braves,0,Philadelphia Phillies,4
"Saturday, April 3, 2021",Petco Park,Arizona Diamondbacks,0,San Diego Padres,7
"Saturday, April 3, 2021",T-Mobile Park,San Francisco Giants,0,Seattle Mariners,4
"Sunday, April 4, 2021",Angel Stadium of Anaheim,Chicago White Sox,4,Los Angeles Angels,7
"Sunday, April 4, 2021",Fenway Park,Baltimore Orioles,11,Boston Red Sox,3
"Sunday, April 4, 2021",Wrigley Field,Pittsburgh Pirates,3,Chicago Cubs,4
"Sunday, April 4, 2021",Great American Ball Park,St. Louis Cardinals,1,Cincinnati Reds,12
"Sunday, April 4, 2021",Coors Field,Los Angeles Dodgers,4,Colorado Rockies,2
"Sunday, April 4, 2021",Comerica Park,Cleveland Indians,9,Detroit Tigers,3
"Sunday, April 4, 2021",Kauffman Stadium,Texas Rangers,7,Kansas City Royals,3
"Sunday, April 4, 2021",American Family Field,Minnesota Twins,8,Milwaukee Brewers,2
"Sunday, April 4, 2021",Yankee Stadium III,Toronto Blue Jays,3,New York Yankees,1
"Sunday, April 4, 2021",RingCentral Coliseum,Houston Astros,9,Oakland Athletics,2
"Sunday, April 4, 2021",Citizens Bank Park,Atlanta Braves,1,Philadelphia Phillies,2
"Sunday, April 4, 2021",Petco Park,Arizona Diamondbacks,3,San Diego Padres,1
"Monday, April 5, 2021",Angel Stadium of Anaheim,Houston Astros,6,Los Angeles Angels,7
"Monday, April 5, 2021",Fenway Park,Tampa Bay Rays,2,Boston Red Sox,11
"Monday, April 5, 2021",Wrigley Field,Milwaukee Brewers,3,Chicago Cubs,5
"Monday, April 5, 2021",Great American Ball Park,Pittsburgh Pirates,3,Cincinnati Reds,5
"Monday, April 5, 2021",Progressive Field,Kansas City Royals,3,Cleveland Indians,0
"Monday, April 5, 2021",Comerica Park,Minnesota Twins,15,Detroit Tigers,6
"Monday, April 5, 2021",loanDepot park,St. Louis Cardinals,4,Miami Marlins,1
"Monday, April 5, 2021",Yankee Stadium III,Baltimore Orioles,0,New York Yankees,7
"Monday, April 5, 2021",RingCentral Coliseum,Los Angeles Dodgers,10,Oakland Athletics,3
"Monday, April 5, 2021",Citizens Bank Park,New York Mets,3,Philadelphia Phillies,5
"Monday, April 5, 2021",Petco Park,San Francisco Giants,3,San Diego Padres,2
"Monday, April 5, 2021",T-Mobile Park,Chicago White Sox,6,Seattle Mariners,0
"Monday, April 5, 2021",Globe Life Field,Toronto Blue Jays,6,Texas Rangers,2
"Tuesday, April 6, 2021",Angel Stadium of Anaheim,Houston Astros,4,Los Angeles Angels,2
"Tuesday, April 6, 2021",Fenway Park,Tampa Bay Rays,5,Boston Red Sox,6
"Tuesday, April 6, 2021",Wrigley Field,Milwaukee Brewers,4,Chicago Cubs,0
"Tuesday, April 6, 2021",Great American Ball Park,Pittsburgh Pirates,1,Cincinnati Reds,14
"Tuesday, April 6, 2021",Coors Field,Arizona Diamondbacks,10,Colorado Rockies,8
"Tuesday, April 6, 2021",Comerica Park,Minnesota Twins,3,Detroit Tigers,4
"Tuesday, April 6, 2021",loanDepot park,St. Louis Cardinals,4,Miami Marlins,2
"Tuesday, April 6, 2021",Yankee Stadium III,Baltimore Orioles,2,New York Yankees,7
"Tuesday, April 6, 2021",RingCentral Coliseum,Los Angeles Dodgers,5,Oakland Athletics,1
"Tuesday, April 6, 2021",Citizens Bank Park,New York Mets,8,Philadelphia Phillies,4
"Tuesday, April 6, 2021",Petco Park,San Francisco Giants,1,San Diego Padres,3
"Tuesday, April 6, 2021",T-Mobile Park,Chicago White Sox,10,Seattle Mariners,4
"Tuesday, April 6, 2021",Globe Life Field,Toronto Blue Jays,4,Texas Rangers,7
"Tuesday, April 6, 2021",Nationals Park,Atlanta Braves,5,Washington Nationals,6
"Wednesday, April 7, 2021",Fenway Park,Tampa Bay Rays,2,Boston Red Sox,9
"Wednesday, April 7, 2021",Wrigley Field,Milwaukee Brewers,4,Chicago Cubs,2
"Wednesday, April 7, 2021",Great American Ball Park,Pittsburgh Pirates,4,Cincinnati Reds,11
"Wednesday, April 7, 2021",Progressive Field,Kansas City Royals,2,Cleveland Indians,4
"Wednesday, April 7, 2021",Coors Field,Arizona Diamondbacks,0,Colorado Rockies,8
"Wednesday, April 7, 2021",Comerica Park,Minnesota Twins,3,Detroit Tigers,2
"Wednesday, April 7, 2021",loanDepot park,St. Louis Cardinals,7,Miami Marlins,0
"Wednesday, April 7, 2021",Yankee Stadium III,Baltimore Orioles,4,New York Yankees,3
"Wednesday, April 7, 2021",RingCentral Coliseum,Los Angeles Dodgers,3,Oakland Athletics,4
"Wednesday, April 7, 2021",Citizens Bank Park,New York Mets,2,Philadelphia Phillies,8
"Wednesday, April 7, 2021",Petco Park,San Francisco Giants,3,San Diego Padres,2
"Wednesday, April 7, 2021",T-Mobile Park,Chicago White Sox,4,Seattle Mariners,8
"Wednesday, April 7, 2021",Globe Life Field,Toronto Blue Jays,1,Texas Rangers,2
"Wednesday, April 7, 2021",Nationals Park,Atlanta Braves,7,Washington Nationals,6
"Wednesday, April 7, 2021",Nationals Park,Atlanta Braves,2,Washington Nationals,0
"Thursday, April 8, 2021",Oriole Park at Camden Yards,Boston Red Sox,7,Baltimore Orioles,3
"Thursday, April 8, 2021",Guaranteed Rate Field,Kansas City Royals,0,Chicago White Sox,6
"Thursday, April 8, 2021",Coors Field,Arizona Diamondbacks,3,Colorado Rockies,7
"Thursday, April 8, 2021",Minute Maid Park,Oakland Athletics,2,Houston Astros,6
"Thursday, April 8, 2021",Target Field,Seattle Mariners,2,Minnesota Twins,10
"Thursday, April 8, 2021",Citi Field,Miami Marlins,2,New York Mets,3
"Thursday, April 8, 2021",PNC Park,Chicago Cubs,4,Pittsburgh Pirates,2
"Thursday, April 8, 2021",Busch Stadium III,Milwaukee Brewers,1,St. Louis Cardinals,3
"Thursday, April 8, 2021",TD Ballpark,Los Angeles Angels,7,Toronto Blue Jays,5
"Friday, April 9, 2021",Chase Field,Cincinnati Reds,6,Arizona Diamondbacks,5
"Friday, April 9, 2021",Truist Park,Philadelphia Phillies,1,Atlanta Braves,8
"Friday, April 9, 2021",Progressive Field,Detroit Tigers,1,Cleveland Indians,4
"Friday, April 9, 2021",Minute Maid Park,Oakland Athletics,6,Houston Astros,2
"Friday, April 9, 2021",Dodger Stadium,Washington Nationals,0,Los Angeles Dodgers,1
"Friday, April 9, 2021",Oracle Park,Colorado Rockies,1,San Francisco Giants,3
"Friday, April 9, 2021",Tropicana Field,New York Yankees,5,Tampa Bay Rays,10
"Friday, April 9, 2021",Globe Life Field,San Diego Padres,3,Texas Rangers,0
"Friday, April 9, 2021",TD Ballpark,Los Angeles Angels,7,Toronto Blue Jays,1
"Saturday, April 10, 2021",Chase Field,Cincinnati Reds,3,Arizona Diamondbacks,8
"Saturday, April 10, 2021",Truist Park,Philadelphia Phillies,4,Atlanta Braves,5
"Saturday, April 10, 2021",Oriole Park at Camden Yards,Boston Red Sox,6,Baltimore Orioles,4
"Saturday, April 10, 2021",Progressive Field,Detroit Tigers,3,Cleveland Indians,11
"Saturday, April 10, 2021",Minute Maid Park,Oakland Athletics,7,Houston Astros,3
"Saturday, April 10, 2021",Dodger Stadium,Washington Nationals,5,Los Angeles Dodgers,9
"Saturday, April 10, 2021",Target Field,Seattle Mariners,4,Minnesota Twins,3
"Saturday, April 10, 2021",Citi Field,Miami Marlins,3,New York Mets,0
"Saturday, April 10, 2021",PNC Park,Chicago Cubs,2,Pittsburgh Pirates,8
"Saturday, April 10, 2021",Oracle Park,Colorado Rockies,3,San Francisco Giants,4
"Saturday, April 10, 2021",Busch Stadium III,Milwaukee Brewers,9,St. Louis Cardinals,5
"Saturday, April 10, 2021",Tropicana Field,New York Yankees,0,Tampa Bay Rays,4
"Saturday, April 10, 2021",Globe Life Field,San Diego Padres,7,Texas Rangers,4
"Saturday, April 10, 2021",TD Ballpark,Los Angeles Angels,1,Toronto Blue Jays,15
"Sunday, April 11, 2021",Chase Field,Cincinnati Reds,0,Arizona Diamondbacks,7
"Sunday, April 11, 2021",Truist Park,Philadelphia Phillies,7,Atlanta Braves,6
"Sunday, April 11, 2021",Oriole Park at Camden Yards,Boston Red Sox,14,Baltimore Orioles,9
"Sunday, April 11, 2021",Guaranteed Rate Field,Kansas City Royals,4,Chicago White Sox,3
"Sunday, April 11, 2021",Progressive Field,Detroit Tigers,2,Cleveland Indians,5
"Sunday, April 11, 2021",Dodger Stadium,Washington Nationals,0,Los Angeles Dodgers,3
"Sunday, April 11, 2021",Target Field,Seattle Mariners,8,Minnesota Twins,6
"Sunday, April 11, 2021",Citi Field,Miami Marlins,5,New York Mets,6
"Sunday, April 11, 2021",PNC Park,Chicago Cubs,1,Pittsburgh Pirates,7
"Sunday, April 11, 2021",Oracle Park,Colorado Rockies,0,San Francisco Giants,4
"Sunday, April 11, 2021",Busch Stadium III,Milwaukee Brewers,9,St. Louis Cardinals,3
"Sunday, April 11, 2021",Tropicana Field,New York Yankees,8,Tampa Bay Rays,4
"Sunday, April 11, 2021",Globe Life Field,San Diego Padres,2,Texas Rangers,0
"Monday, April 12, 2021",Chase Field,Oakland Athletics,9,Arizona Diamondbacks,5
"Monday, April 12, 2021",Truist Park,Miami Marlins,5,Atlanta Braves,3
"Monday, April 12, 2021",Guaranteed Rate Field,Cleveland Indians,3,Chicago White Sox,4
"Monday, April 12, 2021",Minute Maid Park,Detroit Tigers,6,Houston Astros,2
"Monday, April 12, 2021",Kauffman Stadium,Los Angeles Angels,10,Kansas City Royals,3
"Monday, April 12, 2021",American Family Field,Chicago Cubs,3,Milwaukee Brewers,6
"Monday, April 12, 2021",PNC Park,San Diego Padres,6,Pittsburgh Pirates,2
"Monday, April 12, 2021",Oracle Park,Cincinnati Reds,3,San Francisco Giants,0
"Monday, April 12, 2021",Busch Stadium III,Washington Nationals,5,St. Louis Cardinals,2
"Monday, April 12, 2021",Tropicana Field,Texas Rangers,0,Tampa Bay Rays,1
"Monday, April 12, 2021",TD Ballpark,New York Yankees,3,Toronto Blue Jays,1
"Tuesday, April 13, 2021",Chase Field,Oakland Athletics,7,Arizona Diamondbacks,5
"Tuesday, April 13, 2021",Truist Park,Miami Marlins,14,Atlanta Braves,8
"Tuesday, April 13, 2021",Oriole Park at Camden Yards,Seattle Mariners,4,Baltimore Orioles,3
"Tuesday, April 13, 2021",Oriole Park at Camden Yards,Seattle Mariners,6,Baltimore Orioles,7
"Tuesday, April 13, 2021",Guaranteed Rate Field,Cleveland Indians,2,Chicago White Sox,0
"Tuesday, April 13, 2021",Minute Maid Park,Detroit Tigers,8,Houston Astros,2
"Tuesday, April 13, 2021",Kauffman Stadium,Los Angeles Angels,2,Kansas City Royals,3
"Tuesday, April 13, 2021",Dodger Stadium,Colorado Rockies,0,Los Angeles Dodgers,7
"Tuesday, April 13, 2021",American Family Field,Chicago Cubs,3,Milwaukee Brewers,2
"Tuesday, April 13, 2021",Target Field,Boston Red Sox,4,Minnesota Twins,2
"Tuesday, April 13, 2021",Citi Field,Philadelphia Phillies,3,New York Mets,4
"Tuesday, April 13, 2021",Citi Field,Philadelphia Phillies,0,New York Mets,4
"Tuesday, April 13, 2021",PNC Park,San Diego Padres,4,Pittsburgh Pirates,8
"Tuesday, April 13, 2021",Oracle Park,Cincinnati Reds,6,San Francisco Giants,7
"Tuesday, April 13, 2021",Busch Stadium III,Washington Nationals,3,St. Louis Cardinals,14
"Tuesday, April 13, 2021",Tropicana Field,Texas Rangers,8,Tampa Bay Rays,3
"Tuesday, April 13, 2021",TD Ballpark,New York Yankees,3,Toronto Blue Jays,7
"Wednesday, April 14, 2021",Truist Park,Miami Marlins,6,Atlanta Braves,5
"Wednesday, April 14, 2021",Guaranteed Rate Field,Cleveland Indians,0,Chicago White Sox,8
"Wednesday, April 14, 2021",Minute Maid Park,Detroit Tigers,6,Houston Astros,4
"Wednesday, April 14, 2021",Kauffman Stadium,Los Angeles Angels,1,Kansas City Royals,6
"Wednesday, April 14, 2021",Dodger Stadium,Colorado Rockies,2,Los Angeles Dodgers,4
"Wednesday, April 14, 2021",American Family Field,Chicago Cubs,0,Milwaukee Brewers,7
"Wednesday, April 14, 2021",Target Field,Boston Red Sox,3,Minnesota Twins,2
"Wednesday, April 14, 2021",Target Field,Boston Red Sox,7,Minnesota Twins,1
"Wednesday, April 14, 2021",Citi Field,Philadelphia Phillies,1,New York Mets,5
"Wednesday, April 14, 2021",PNC Park,San Diego Padres,1,Pittsburgh Pirates,5
"Wednesday, April 14, 2021",Oracle Park,Cincinnati Reds,0,San Francisco Giants,3
"Wednesday, April 14, 2021",Busch Stadium III,Washington Nationals,6,St. Louis Cardinals,0
"Wednesday, April 14, 2021",Tropicana Field,Texas Rangers,5,Tampa Bay Rays,1
"Wednesday, April 14, 2021",TD Ballpark,New York Yankees,4,Toronto Blue Jays,5
"Thursday, April 15, 2021",Truist Park,Miami Marlins,6,Atlanta Braves,7
"Thursday, April 15, 2021",Oriole Park at Camden Yards,Seattle Mariners,4,Baltimore Orioles,2
"Thursday, April 15, 2021",Oriole Park at Camden Yards,Seattle Mariners,2,Baltimore Orioles,1
"Thursday, April 15, 2021",Guaranteed Rate Field,Cleveland Indians,4,Chicago White Sox,2
"Thursday, April 15, 2021",Kauffman Stadium,Toronto Blue Jays,5,Kansas City Royals,7
"Thursday, April 15, 2021",Dodger Stadium,Colorado Rockies,5,Los Angeles Dodgers,7
"Thursday, April 15, 2021",Target Field,Boston Red Sox,3,Minnesota Twins,4
"Thursday, April 15, 2021",RingCentral Coliseum,Detroit Tigers,4,Oakland Athletics,8
"Thursday, April 15, 2021",PNC Park,San Diego Padres,8,Pittsburgh Pirates,3
"Thursday, April 15, 2021",Tropicana Field,Texas Rangers,6,Tampa Bay Rays,4
"Thursday, April 15, 2021",Nationals Park,Arizona Diamondbacks,11,Washington Nationals,6
"Friday, April 16, 2021",Angel Stadium of Anaheim,Minnesota Twins,3,Los Angeles Angels,10
"Friday, April 16, 2021",Wrigley Field,Atlanta Braves,5,Chicago Cubs,2
"Friday, April 16, 2021",Great American Ball Park,Cleveland Indians,3,Cincinnati Reds,10
"Friday, April 16, 2021",loanDepot park,San Francisco Giants,1,Miami Marlins,4
"Friday, April 16, 2021",American Family Field,Pittsburgh Pirates,6,Milwaukee Brewers,1
"Friday, April 16, 2021",Yankee Stadium III,Tampa Bay Rays,8,New York Yankees,2
"Friday, April 16, 2021",RingCentral Coliseum,Detroit Tigers,0,Oakland Athletics,3
"Friday, April 16, 2021",Citizens Bank Park,St. Louis Cardinals,2,Philadelphia Phillies,9
"Friday, April 16, 2021",Petco Park,Los Angeles Dodgers,11,San Diego Padres,6
"Friday, April 16, 2021",T-Mobile Park,Houston Astros,5,Seattle Mariners,6
"Friday, April 16, 2021",Globe Life Field,Baltimore Orioles,5,Texas Rangers,2
"Friday, April 16, 2021",Nationals Park,Arizona Diamondbacks,0,Washington Nationals,1
"Saturday, April 17, 2021",Fenway Park,Chicago White Sox,4,Boston Red Sox,7
"Saturday, April 17, 2021",Wrigley Field,Atlanta Braves,4,Chicago Cubs,13
"Saturday, April 17, 2021",Great American Ball Park,Cleveland Indians,2,Cincinnati Reds,3
"Saturday, April 17, 2021",Coors Field,New York Mets,4,Colorado Rockies,3
"Saturday, April 17, 2021",Coors Field,New York Mets,2,Colorado Rockies,7
"Saturday, April 17, 2021",Kauffman Stadium,Toronto Blue Jays,5,Kansas City Royals,1
"Saturday, April 17, 2021",Kauffman Stadium,Toronto Blue Jays,2,Kansas City Royals,3
"Saturday, April 17, 2021",loanDepot park,San Francisco Giants,6,Miami Marlins,7
"Saturday, April 17, 2021",American Family Field,Pittsburgh Pirates,1,Milwaukee Brewers,7
"Saturday, April 17, 2021",Yankee Stadium III,Tampa Bay Rays,6,New York Yankees,3
"Saturday, April 17, 2021",RingCentral Coliseum,Detroit Tigers,0,Oakland Athletics,7
"Saturday, April 17, 2021",Citizens Bank Park,St. Louis Cardinals,9,Philadelphia Phillies,4
"Saturday, April 17, 2021",Petco Park,Los Angeles Dodgers,2,San Diego Padres,0
"Saturday, April 17, 2021",T-Mobile Park,Houston Astros,1,Seattle Mariners,0
"Saturday, April 17, 2021",Globe Life Field,Baltimore Orioles,6,Texas Rangers,1
"Saturday, April 17, 2021",Nationals Park,Arizona Diamondbacks,2,Washington Nationals,6
"Sunday, April 18, 2021",Fenway Park,Chicago White Sox,3,Boston Red Sox,2
"Sunday, April 18, 2021",Fenway Park,Chicago White Sox,5,Boston Red Sox,1
"Sunday, April 18, 2021",Wrigley Field,Atlanta Braves,13,Chicago Cubs,4
"Sunday, April 18, 2021",Great American Ball Park,Cleveland Indians,6,Cincinnati Reds,3
"Sunday, April 18, 2021",Coors Field,New York Mets,2,Colorado Rockies,1
"Sunday, April 18, 2021",Kauffman Stadium,Toronto Blue Jays,0,Kansas City Royals,2
"Sunday, April 18, 2021",loanDepot park,San Francisco Giants,1,Miami Marlins,0
"Sunday, April 18, 2021",American Family Field,Pittsburgh Pirates,6,Milwaukee Brewers,5
"Sunday, April 18, 2021",Yankee Stadium III,Tampa Bay Rays,4,New York Yankees,2
"Sunday, April 18, 2021",RingCentral Coliseum,Detroit Tigers,2,Oakland Athletics,3
"Sunday, April 18, 2021",Citizens Bank Park,St. Louis Cardinals,0,Philadelphia Phillies,2
"Sunday, April 18, 2021",Petco Park,Los Angeles Dodgers,2,San Diego Padres,5
"Sunday, April 18, 2021",T-Mobile Park,Houston Astros,2,Seattle Mariners,7
"Sunday, April 18, 2021",Globe Life Field,Baltimore Orioles,0,Texas Rangers,1
"Sunday, April 18, 2021",Nationals Park,Arizona Diamondbacks,5,Washington Nationals,2
"Monday, April 19, 2021",Angel Stadium of Anaheim,Texas Rangers,6,Los Angeles Angels,4
"Monday, April 19, 2021",Fenway Park,Chicago White Sox,4,Boston Red Sox,11
"Monday, April 19, 2021",Kauffman Stadium,Tampa Bay Rays,4,Kansas City Royals,1
"Monday, April 19, 2021",Citizens Bank Park,San Francisco Giants,2,Philadelphia Phillies,0
"Monday, April 19, 2021",Petco Park,Milwaukee Brewers,3,San Diego Padres,1
"Monday, April 19, 2021",T-Mobile Park,Los Angeles Dodgers,3,Seattle Mariners,4
"Monday, April 19, 2021",Nationals Park,St. Louis Cardinals,12,Washington Nationals,5
"Tuesday, April 20, 2021",Angel Stadium of Anaheim,Texas Rangers,2,Los Angeles Angels,6
"Tuesday, April 20, 2021",Fenway Park,Toronto Blue Jays,2,Boston Red Sox,4
"Tuesday, April 20, 2021",Wrigley Field,New York Mets,1,Chicago Cubs,3
"Tuesday, April 20, 2021",Great American Ball Park,Arizona Diamondbacks,5,Cincinnati Reds,4
"Tuesday, April 20, 2021",Progressive Field,Chicago White Sox,8,Cleveland Indians,5
"Tuesday, April 20, 2021",Coors Field,Houston Astros,2,Colorado Rockies,6
"Tuesday, April 20, 2021",Kauffman Stadium,Tampa Bay Rays,14,Kansas City Royals,7
"Tuesday, April 20, 2021",loanDepot park,Baltimore Orioles,7,Miami Marlins,5
"Tuesday, April 20, 2021",Yankee Stadium III,Atlanta Braves,1,New York Yankees,3
"Tuesday, April 20, 2021",RingCentral Coliseum,Minnesota Twins,0,Oakland Athletics,7
"Tuesday, April 20, 2021",RingCentral Coliseum,Minnesota Twins,0,Oakland Athletics,1
"Tuesday, April 20, 2021",Citizens Bank Park,San Francisco Giants,10,Philadelphia Phillies,7
"Tuesday, April 20, 2021",Petco Park,Milwaukee Brewers,6,San Diego Padres,0
"Tuesday, April 20, 2021",T-Mobile Park,Los Angeles Dodgers,1,Seattle Mariners,0
"Tuesday, April 20, 2021",Nationals Park,St. Louis Cardinals,2,Washington Nationals,3
"Wednesday, April 21, 2021",Angel Stadium of Anaheim,Texas Rangers,7,Los Angeles Angels,4
"Wednesday, April 21, 2021",Fenway Park,Toronto Blue Jays,6,Boston Red Sox,3
"Wednesday, April 21, 2021",Wrigley Field,New York Mets,4,Chicago Cubs,16
"Wednesday, April 21, 2021",Great American Ball Park,Arizona Diamondbacks,8,Cincinnati Reds,5
"Wednesday, April 21, 2021",Coors Field,Houston Astros,3,Colorado Rockies,6
"Wednesday, April 21, 2021",Comerica Park,Pittsburgh Pirates,3,Detroit Tigers,2
"Wednesday, April 21, 2021",Comerica Park,Pittsburgh Pirates,2,Detroit Tigers,5
"Wednesday, April 21, 2021",Kauffman Stadium,Tampa Bay Rays,8,Kansas City Royals,9
"Wednesday, April 21, 2021",loanDepot park,Baltimore Orioles,0,Miami Marlins,3
"Wednesday, April 21, 2021",Yankee Stadium III,Atlanta Braves,4,New York Yankees,1
"Wednesday, April 21, 2021",RingCentral Coliseum,Minnesota Twins,12,Oakland Athletics,13
"Wednesday, April 21, 2021",Citizens Bank Park,San Francisco Giants,5,Philadelphia Phillies,6
"Wednesday, April 21, 2021",Petco Park,Milwaukee Brewers,4,San Diego Padres,2
"Wednesday, April 21, 2021",Nationals Park,St. Louis Cardinals,0,Washington Nationals,1
"Thursday, April 22, 2021",Fenway Park,Seattle Mariners,7,Boston Red Sox,3
"Thursday, April 22, 2021",Wrigley Field,New York Mets,3,Chicago Cubs,4
"Thursday, April 22, 2021",Great American Ball Park,Arizona Diamondbacks,14,Cincinnati Reds,11
"Thursday, April 22, 2021",Progressive Field,New York Yankees,6,Cleveland Indians,3
"Thursday, April 22, 2021",Comerica Park,Pittsburgh Pirates,4,Detroit Tigers,2
"Thursday, April 22, 2021",Minute Maid Park,Los Angeles Angels,2,Houston Astros,8
"Thursday, April 22, 2021",Dodger Stadium,San Diego Padres,3,Los Angeles Dodgers,2
"Thursday, April 22, 2021",Oracle Park,Miami Marlins,0,San Francisco Giants,3
"Friday, April 23, 2021",Truist Park,Arizona Diamondbacks,4,Atlanta Braves,5
"Friday, April 23, 2021",Oriole Park at Camden Yards,Oakland Athletics,3,Baltimore Orioles,1
"Friday, April 23, 2021",Fenway Park,Seattle Mariners,5,Boston Red Sox,6
"Friday, April 23, 2021",Guaranteed Rate Field,Texas Rangers,7,Chicago White Sox,9
"Friday, April 23, 2021",Wrigley Field,Milwaukee Brewers,2,Chicago Cubs,15
"Friday, April 23, 2021",Progressive Field,New York Yankees,5,Cleveland Indians,3
"Friday, April 23, 2021",Coors Field,Philadelphia Phillies,4,Colorado Rockies,5
"Friday, April 23, 2021",Comerica Park,Kansas City Royals,6,Detroit Tigers,2
"Friday, April 23, 2021",Minute Maid Park,Los Angeles Angels,4,Houston Astros,5
"Friday, April 23, 2021",Dodger Stadium,San Diego Padres,6,Los Angeles Dodgers,1
"Friday, April 23, 2021",Target Field,Pittsburgh Pirates,0,Minnesota Twins,2
"Friday, April 23, 2021",Citi Field,Washington Nationals,0,New York Mets,6
"Friday, April 23, 2021",Oracle Park,Miami Marlins,3,San Francisco Giants,5
"Friday, April 23, 2021",Busch Stadium III,Cincinnati Reds,4,St. Louis Cardinals,5
"Friday, April 23, 2021",Tropicana Field,Toronto Blue Jays,5,Tampa Bay Rays,3
"Saturday, April 24, 2021",Oriole Park at Camden Yards,Oakland Athletics,7,Baltimore Orioles,2
"Saturday, April 24, 2021",Fenway Park,Seattle Mariners,8,Boston Red Sox,2
"Saturday, April 24, 2021",Guaranteed Rate Field,Texas Rangers,1,Chicago White Sox,2
"Saturday, April 24, 2021",Wrigley Field,Milwaukee Brewers,4,Chicago Cubs,3
"Saturday, April 24, 2021",Progressive Field,New York Yankees,2,Cleveland Indians,1
"Saturday, April 24, 2021",Coors Field,Philadelphia Phillies,7,Colorado Rockies,5
"Saturday, April 24, 2021",Comerica Park,Kansas City Royals,2,Detroit Tigers,1
"Saturday, April 24, 2021",Minute Maid Park,Los Angeles Angels,2,Houston Astros,16
"Saturday, April 24, 2021",Dodger Stadium,San Diego Padres,4,Los Angeles Dodgers,5
"Saturday, April 24, 2021",Target Field,Pittsburgh Pirates,6,Minnesota Twins,2
"Saturday, April 24, 2021",Citi Field,Washington Nationals,7,New York Mets,1
"Saturday, April 24, 2021",Oracle Park,Miami Marlins,5,San Francisco Giants,2
"Saturday, April 24, 2021",Busch Stadium III,Cincinnati Reds,0,St. Louis Cardinals,2
"Saturday, April 24, 2021",Tropicana Field,Toronto Blue Jays,3,Tampa Bay Rays,5
"Sunday, April 25, 2021",Truist Park,Arizona Diamondbacks,5,Atlanta Braves,0
"Sunday, April 25, 2021",Truist Park,Arizona Diamondbacks,7,Atlanta Braves,0
"Sunday, April 25, 2021",Oriole Park at Camden Yards,Oakland Athletics,1,Baltimore Orioles,8
"Sunday, April 25, 2021",Fenway Park,Seattle Mariners,3,Boston Red Sox,5
"Sunday, April 25, 2021",Guaranteed Rate Field,Texas Rangers,4,Chicago White Sox,8
"Sunday, April 25, 2021",Wrigley Field,Milwaukee Brewers,6,Chicago Cubs,0
