game_date,game_loc,away_team,away_team_score,home_team,home_team_score
"Sunday, July 2, 2023",Globe Life Field,Houston Astros,5,Texas Rangers,3
"Sunday, July 2, 2023",Rogers Centre,Boston Red Sox,5,Toronto Blue Jays,4
"Monday, July 3, 2023",Progressive Field,Atlanta Braves,4,Cleveland Guardians,2
"Monday, July 3, 2023",Dodger Stadium,Pittsburgh Pirates,2,Los Angeles Dodgers,5
"Monday, July 3, 2023",loanDepot park,St. Louis Cardinals,4,Miami Marlins,5
"Monday, July 3, 2023",American Family Field,Chicago Cubs,6,Milwaukee Brewers,8
"Monday, July 3, 2023",Target Field,Kansas City Royals,4,Minnesota Twins,8
"Monday, July 3, 2023",Yankee Stadium III,Baltimore Orioles,3,New York Yankees,6
"Monday, July 3, 2023",Petco Park,Los Angeles Angels,3,San Diego Padres,10
"Monday, July 3, 2023",Oracle Park,Seattle Mariners,6,San Francisco Giants,5
"Monday, July 3, 2023",Globe Life Field,Houston Astros,12,Texas Rangers,11
"Monday, July 3, 2023",Nationals Park,Cincinnati Reds,3,Washington Nationals,2
"Tuesday, July 4, 2023",Chase Field,New York Mets,8,Arizona Diamondbacks,5
"Tuesday, July 4, 2023",Fenway Park,Texas Rangers,6,Boston Red Sox,2
"Tuesday, July 4, 2023",Guaranteed Rate Field,Toronto Blue Jays,4,Chicago White Sox,3
"Tuesday, July 4, 2023",Progressive Field,Atlanta Braves,5,Cleveland Guardians,6
"Tuesday, July 4, 2023",Comerica Park,Oakland Athletics,1,Detroit Tigers,0
"Tuesday, July 4, 2023",Minute Maid Park,Colorado Rockies,1,Houston Astros,4
"Tuesday, July 4, 2023",Dodger Stadium,Pittsburgh Pirates,9,Los Angeles Dodgers,7
"Tuesday, July 4, 2023",loanDepot park,St. Louis Cardinals,2,Miami Marlins,15
"Tuesday, July 4, 2023",American Family Field,Chicago Cubs,7,Milwaukee Brewers,6
"Tuesday, July 4, 2023",Target Field,Kansas City Royals,3,Minnesota Twins,9
"Tuesday, July 4, 2023",Yankee Stadium III,Baltimore Orioles,4,New York Yankees,8
"Tuesday, July 4, 2023",Petco Park,Los Angeles Angels,5,San Diego Padres,8
"Tuesday, July 4, 2023",Oracle Park,Seattle Mariners,6,San Francisco Giants,0
"Tuesday, July 4, 2023",Tropicana Field,Philadelphia Phillies,3,Tampa Bay Rays,1
"Tuesday, July 4, 2023",Nationals Park,Cincinnati Reds,8,Washington Nationals,4
"Wednesday, July 5, 2023",Chase Field,New York Mets,2,Arizona Diamondbacks,1
"Wednesday, July 5, 2023",Fenway Park,Texas Rangers,2,Boston Red Sox,4
"Wednesday, July 5, 2023",Progressive Field,Atlanta Braves,8,Cleveland Guardians,1
"Wednesday, July 5, 2023",Comerica Park,Oakland Athletics,12,Detroit Tigers,3
"Wednesday, July 5, 2023",Minute Maid Park,Colorado Rockies,4,Houston Astros,6
"Wednesday, July 5, 2023",Dodger Stadium,Pittsburgh Pirates,4,Los Angeles Dodgers,6
"Wednesday, July 5, 2023",loanDepot park,St. Louis Cardinals,9,Miami Marlins,10
"Wednesday, July 5, 2023",American Family Field,Chicago Cubs,4,Milwaukee Brewers,3
"Wednesday, July 5, 2023",Target Field,Kansas City Royals,0,Minnesota Twins,5
"Wednesday, July 5, 2023",Yankee Stadium III,Baltimore Orioles,6,New York Yankees,3
"Wednesday, July 5, 2023",Petco Park,Los Angeles Angels,3,San Diego Padres,5
"Wednesday, July 5, 2023",Oracle Park,Seattle Mariners,0,San Francisco Giants,2
"Wednesday, July 5, 2023",Tropicana Field,Philadelphia Phillies,8,Tampa Bay Rays,4
"Wednesday, July 5, 2023",Nationals Park,Cincinnati Reds,9,Washington Nationals,2
"Thursday, July 6, 2023",Chase Field,New York Mets,9,Arizona Diamondbacks,0
"Thursday, July 6, 2023",Fenway Park,Texas Rangers,6,Boston Red Sox,10
"Thursday, July 6, 2023",Guaranteed Rate Field,Toronto Blue Jays,6,Chicago White Sox,2
"Thursday, July 6, 2023",Guaranteed Rate Field,Toronto Blue Jays,5,Chicago White Sox,4
"Thursday, July 6, 2023",Progressive Field,Kansas City Royals,1,Cleveland Guardians,6
"Thursday, July 6, 2023",Comerica Park,Oakland Athletics,0,Detroit Tigers,9
"Thursday, July 6, 2023",Minute Maid Park,Seattle Mariners,5,Houston Astros,1
"Thursday, July 6, 2023",Dodger Stadium,Pittsburgh Pirates,2,Los Angeles Dodgers,5
"Thursday, July 6, 2023",loanDepot park,St. Louis Cardinals,3,Miami Marlins,0
"Thursday, July 6, 2023",American Family Field,Chicago Cubs,5,Milwaukee Brewers,6
"Thursday, July 6, 2023",Yankee Stadium III,Baltimore Orioles,14,New York Yankees,1
"Thursday, July 6, 2023",Tropicana Field,Philadelphia Phillies,3,Tampa Bay Rays,1
"Thursday, July 6, 2023",Nationals Park,Cincinnati Reds,5,Washington Nationals,4
"Friday, July 7, 2023",Chase Field,Pittsburgh Pirates,3,Arizona Diamondbacks,7
"Friday, July 7, 2023",Fenway Park,Oakland Athletics,3,Boston Red Sox,7
"Friday, July 7, 2023",Guaranteed Rate Field,St. Louis Cardinals,7,Chicago White Sox,8
"Friday, July 7, 2023",Progressive Field,Kansas City Royals,0,Cleveland Guardians,3
"Friday, July 7, 2023",Comerica Park,Toronto Blue Jays,12,Detroit Tigers,2
"Friday, July 7, 2023",Minute Maid Park,Seattle Mariners,10,Houston Astros,1
"Friday, July 7, 2023",Dodger Stadium,Los Angeles Angels,4,Los Angeles Dodgers,11
"Friday, July 7, 2023",loanDepot park,Philadelphia Phillies,4,Miami Marlins,3
"Friday, July 7, 2023",American Family Field,Cincinnati Reds,3,Milwaukee Brewers,7
"Friday, July 7, 2023",Target Field,Baltimore Orioles,3,Minnesota Twins,1
"Friday, July 7, 2023",Yankee Stadium III,Chicago Cubs,3,New York Yankees,0
"Friday, July 7, 2023",Petco Park,New York Mets,7,San Diego Padres,5
"Friday, July 7, 2023",Oracle Park,Colorado Rockies,5,San Francisco Giants,2
"Friday, July 7, 2023",Tropicana Field,Atlanta Braves,2,Tampa Bay Rays,1
"Friday, July 7, 2023",Nationals Park,Texas Rangers,7,Washington Nationals,2
"Saturday, July 8, 2023",Chase Field,Pittsburgh Pirates,2,Arizona Diamondbacks,3
"Saturday, July 8, 2023",Fenway Park,Oakland Athletics,3,Boston Red Sox,10
"Saturday, July 8, 2023",Guaranteed Rate Field,St. Louis Cardinals,3,Chicago White Sox,0
"Saturday, July 8, 2023",Progressive Field,Kansas City Royals,6,Cleveland Guardians,10
"Saturday, July 8, 2023",Comerica Park,Toronto Blue Jays,0,Detroit Tigers,2
"Saturday, July 8, 2023",Minute Maid Park,Seattle Mariners,2,Houston Astros,3
"Saturday, July 8, 2023",Dodger Stadium,Los Angeles Angels,5,Los Angeles Dodgers,10
"Saturday, July 8, 2023",loanDepot park,Philadelphia Phillies,3,Miami Marlins,5
"Saturday, July 8, 2023",American Family Field,Cincinnati Reds,8,Milwaukee Brewers,5
"Saturday, July 8, 2023",Target Field,Baltimore Orioles,6,Minnesota Twins,2
"Saturday, July 8, 2023",Yankee Stadium III,Chicago Cubs,3,New York Yankees,6
"Saturday, July 8, 2023",Petco Park,New York Mets,1,San Diego Padres,3
"Saturday, July 8, 2023",Oracle Park,Colorado Rockies,3,San Francisco Giants,5
"Saturday, July 8, 2023",Tropicana Field,Atlanta Braves,6,Tampa Bay Rays,1
"Saturday, July 8, 2023",Nationals Park,Texas Rangers,3,Washington Nationals,8
"Sunday, July 9, 2023",Chase Field,Pittsburgh Pirates,4,Arizona Diamondbacks,2
"Sunday, July 9, 2023",Fenway Park,Oakland Athletics,3,Boston Red Sox,4
"Sunday, July 9, 2023",Guaranteed Rate Field,St. Louis Cardinals,4,Chicago White Sox,3
"Sunday, July 9, 2023",Progressive Field,Kansas City Royals,4,Cleveland Guardians,1
"Sunday, July 9, 2023",Comerica Park,Toronto Blue Jays,4,Detroit Tigers,3
"Sunday, July 9, 2023",Minute Maid Park,Seattle Mariners,3,Houston Astros,1
"Sunday, July 9, 2023",loanDepot park,Philadelphia Phillies,3,Miami Marlins,7
"Sunday, July 9, 2023",American Family Field,Cincinnati Reds,0,Milwaukee Brewers,1
"Sunday, July 9, 2023",Target Field,Baltimore Orioles,15,Minnesota Twins,2
"Sunday, July 9, 2023",Yankee Stadium III,Chicago Cubs,7,New York Yankees,4
"Sunday, July 9, 2023",Petco Park,New York Mets,2,San Diego Padres,6
"Sunday, July 9, 2023",Oracle Park,Colorado Rockies,0,San Francisco Giants,1
"Sunday, July 9, 2023",Tropicana Field,Atlanta Braves,4,Tampa Bay Rays,10
"Sunday, July 9, 2023",Nationals Park,Texas Rangers,2,Washington Nationals,7
"Friday, July 14, 2023",Angel Stadium of Anaheim,Houston Astros,7,Los Angeles Angels,5
"Friday, July 14, 2023",Truist Park,Chicago White Sox,0,Atlanta Braves,9
"Friday, July 14, 2023",Oriole Park at Camden Yards,Miami Marlins,2,Baltimore Orioles,5
"Friday, July 14, 2023",Wrigley Field,Boston Red Sox,8,Chicago Cubs,3
"Friday, July 14, 2023",Great American Ball Park,Milwaukee Brewers,1,Cincinnati Reds,0
"Friday, July 14, 2023",Coors Field,New York Yankees,2,Colorado Rockies,7
"Friday, July 14, 2023",Citi Field,Los Angeles Dodgers,6,New York Mets,0
"Friday, July 14, 2023",Oakland Coliseum,Minnesota Twins,5,Oakland Athletics,4
"Friday, July 14, 2023",Citizens Bank Park,San Diego Padres,8,Philadelphia Phillies,3
"Friday, July 14, 2023",PNC Park,San Francisco Giants,6,Pittsburgh Pirates,4
"Friday, July 14, 2023",T-Mobile Park,Detroit Tigers,5,Seattle Mariners,4
"Friday, July 14, 2023",Busch Stadium III,Washington Nationals,7,St. Louis Cardinals,5
"Friday, July 14, 2023",Globe Life Field,Cleveland Guardians,4,Texas Rangers,12
"Friday, July 14, 2023",Rogers Centre,Arizona Diamondbacks,2,Toronto Blue Jays,7
"Saturday, July 15, 2023",Angel Stadium of Anaheim,Houston Astros,12,Los Angeles Angels,13
"Saturday, July 15, 2023",Truist Park,Chicago White Sox,6,Atlanta Braves,5
"Saturday, July 15, 2023",Oriole Park at Camden Yards,Miami Marlins,5,Baltimore Orioles,6
"Saturday, July 15, 2023",Wrigley Field,Boston Red Sox,4,Chicago Cubs,10
"Saturday, July 15, 2023",Great American Ball Park,Milwaukee Brewers,3,Cincinnati Reds,0
"Saturday, July 15, 2023",Coors Field,New York Yankees,6,Colorado Rockies,3
"Saturday, July 15, 2023",Kauffman Stadium,Tampa Bay Rays,6,Kansas City Royals,1
"Saturday, July 15, 2023",Kauffman Stadium,Tampa Bay Rays,4,Kansas City Royals,2
"Saturday, July 15, 2023",Citi Field,Los Angeles Dodgers,5,New York Mets,1
"Saturday, July 15, 2023",Oakland Coliseum,Minnesota Twins,10,Oakland Athletics,7
"Saturday, July 15, 2023",Citizens Bank Park,San Diego Padres,4,Philadelphia Phillies,6
"Saturday, July 15, 2023",Citizens Bank Park,San Diego Padres,4,Philadelphia Phillies,9
"Saturday, July 15, 2023",PNC Park,San Francisco Giants,3,Pittsburgh Pirates,1
"Saturday, July 15, 2023",T-Mobile Park,Detroit Tigers,6,Seattle Mariners,0
"Saturday, July 15, 2023",Busch Stadium III,Washington Nationals,6,St. Louis Cardinals,9
"Saturday, July 15, 2023",Globe Life Field,Cleveland Guardians,0,Texas Rangers,2
"Saturday, July 15, 2023",Rogers Centre,Arizona Diamondbacks,2,Toronto Blue Jays,5
"Sunday, July 16, 2023",Angel Stadium of Anaheim,Houston Astros,9,Los Angeles Angels,8
"Sunday, July 16, 2023",Truist Park,Chicago White Sox,8,Atlanta Braves,1
"Sunday, July 16, 2023",Oriole Park at Camden Yards,Miami Marlins,4,Baltimore Orioles,5
"Sunday, July 16, 2023",Wrigley Field,Boston Red Sox,11,Chicago Cubs,5
"Sunday, July 16, 2023",Great American Ball Park,Milwaukee Brewers,4,Cincinnati Reds,3
"Sunday, July 16, 2023",Coors Field,New York Yankees,7,Colorado Rockies,8
"Sunday, July 16, 2023",Kauffman Stadium,Tampa Bay Rays,4,Kansas City Royals,8
"Sunday, July 16, 2023",Citi Field,Los Angeles Dodgers,1,New York Mets,2
"Sunday, July 16, 2023",Oakland Coliseum,Minnesota Twins,5,Oakland Athletics,4
"Sunday, July 16, 2023",Citizens Bank Park,San Diego Padres,6,Philadelphia Phillies,7
"Sunday, July 16, 2023",PNC Park,San Francisco Giants,8,Pittsburgh Pirates,4
"Sunday, July 16, 2023",T-Mobile Park,Detroit Tigers,0,Seattle Mariners,2
"Sunday, July 16, 2023",Busch Stadium III,Washington Nationals,4,St. Louis Cardinals,8
"Sunday, July 16, 2023",Globe Life Field,Cleveland Guardians,5,Texas Rangers,6
"Sunday, July 16, 2023",Rogers Centre,Arizona Diamondbacks,5,Toronto Blue Jays,7
"Monday, July 17, 2023",Angel Stadium of Anaheim,New York Yankees,3,Los Angeles Angels,4
"Monday, July 17, 2023",Oriole Park at Camden Yards,Los Angeles Dodgers,6,Baltimore Orioles,4
"Monday, July 17, 2023",Wrigley Field,Washington Nationals,7,Chicago Cubs,5
"Monday, July 17, 2023",Great American Ball Park,San Francisco Giants,4,Cincinnati Reds,2
"Monday, July 17, 2023",Kauffman Stadium,Detroit Tigers,3,Kansas City Royals,2
"Monday, July 17, 2023",Oakland Coliseum,Boston Red Sox,7,Oakland Athletics,0
"Monday, July 17, 2023",PNC Park,Cleveland Guardians,11,Pittsburgh Pirates,0
"Monday, July 17, 2023",T-Mobile Park,Minnesota Twins,6,Seattle Mariners,7
"Monday, July 17, 2023",Busch Stadium III,Miami Marlins,4,St. Louis Cardinals,6
"Monday, July 17, 2023",Globe Life Field,Tampa Bay Rays,2,Texas Rangers,3
"Tuesday, July 18, 2023",Angel Stadium of Anaheim,New York Yankees,1,Los Angeles Angels,5
"Tuesday, July 18, 2023",Truist Park,Arizona Diamondbacks,16,Atlanta Braves,13
"Tuesday, July 18, 2023",Oriole Park at Camden Yards,Los Angeles Dodgers,10,Baltimore Orioles,3
"Tuesday, July 18, 2023",Wrigley Field,Washington Nationals,3,Chicago Cubs,17
"Tuesday, July 18, 2023",Great American Ball Park,San Francisco Giants,11,Cincinnati Reds,10
"Tuesday, July 18, 2023",Coors Field,Houston Astros,3,Colorado Rockies,4
"Tuesday, July 18, 2023",Kauffman Stadium,Detroit Tigers,10,Kansas City Royals,11
"Tuesday, July 18, 2023",Citi Field,Chicago White Sox,10,New York Mets,11
"Tuesday, July 18, 2023",Oakland Coliseum,Boston Red Sox,0,Oakland Athletics,3
"Tuesday, July 18, 2023",Citizens Bank Park,Milwaukee Brewers,3,Philadelphia Phillies,4
"Tuesday, July 18, 2023",PNC Park,Cleveland Guardians,10,Pittsburgh Pirates,1
"Tuesday, July 18, 2023",T-Mobile Park,Minnesota Twins,10,Seattle Mariners,3
"Tuesday, July 18, 2023",Busch Stadium III,Miami Marlins,2,St. Louis Cardinals,5
"Tuesday, July 18, 2023",Globe Life Field,Tampa Bay Rays,3,Texas Rangers,5
"Tuesday, July 18, 2023",Rogers Centre,San Diego Padres,9,Toronto Blue Jays,1
"Wednesday, July 19, 2023",Angel Stadium of Anaheim,New York Yankees,3,Los Angeles Angels,7
"Wednesday, July 19, 2023",Truist Park,Arizona Diamondbacks,5,Atlanta Braves,3
"Wednesday, July 19, 2023",Oriole Park at Camden Yards,Los Angeles Dodgers,5,Baltimore Orioles,8
"Wednesday, July 19, 2023",Wrigley Field,Washington Nationals,3,Chicago Cubs,8
"Wednesday, July 19, 2023",Great American Ball Park,San Francisco Giants,2,Cincinnati Reds,3
"Wednesday, July 19, 2023",Coors Field,Houston Astros,4,Colorado Rockies,1
"Wednesday, July 19, 2023",Kauffman Stadium,Detroit Tigers,3,Kansas City Royals,2
"Wednesday, July 19, 2023",Citi Field,Chicago White Sox,1,New York Mets,5
"Wednesday, July 19, 2023",Oakland Coliseum,Boston Red Sox,5,Oakland Athletics,6
"Wednesday, July 19, 2023",Citizens Bank Park,Milwaukee Brewers,5,Philadelphia Phillies,3
"Wednesday, July 19, 2023",PNC Park,Cleveland Guardians,5,Pittsburgh Pirates,7
"Wednesday, July 19, 2023",T-Mobile Park,Minnesota Twins,6,Seattle Mariners,3
"Wednesday, July 19, 2023",Busch Stadium III,Miami Marlins,4,St. Louis Cardinals,6
"Wednesday, July 19, 2023",Globe Life Field,Tampa Bay Rays,1,Texas Rangers,5
"Wednesday, July 19, 2023",Rogers Centre,San Diego Padres,2,Toronto Blue Jays,0
"Thursday, July 20, 2023",Truist Park,Arizona Diamondbacks,5,Atlanta Braves,7
"Thursday, July 20, 2023",Wrigley Field,St. Louis Cardinals,7,Chicago Cubs,2
"Thursday, July 20, 2023",Great American Ball Park,San Francisco Giants,1,Cincinnati Reds,5
"Thursday, July 20, 2023",Kauffman Stadium,Detroit Tigers,3,Kansas City Royals,0
"Thursday, July 20, 2023",Citi Field,Chicago White Sox,6,New York Mets,2
"Thursday, July 20, 2023",Oakland Coliseum,Houston Astros,3,Oakland Athletics,1
"Thursday, July 20, 2023",Citizens Bank Park,Milwaukee Brewers,4,Philadelphia Phillies,0
"Thursday, July 20, 2023",T-Mobile Park,Minnesota Twins,0,Seattle Mariners,5
"Thursday, July 20, 2023",Tropicana Field,Baltimore Orioles,4,Tampa Bay Rays,3
"Thursday, July 20, 2023",Rogers Centre,San Diego Padres,0,Toronto Blue Jays,4
"Friday, July 21, 2023",Angel Stadium of Anaheim,Pittsburgh Pirates,5,Los Angeles Angels,8
"Friday, July 21, 2023",Fenway Park,New York Mets,5,Boston Red Sox,4
"Friday, July 21, 2023",Wrigley Field,St. Louis Cardinals,3,Chicago Cubs,4
"Friday, July 21, 2023",Great American Ball Park,Arizona Diamondbacks,6,Cincinnati Reds,9
"Friday, July 21, 2023",Progressive Field,Philadelphia Phillies,5,Cleveland Guardians,6
"Friday, July 21, 2023",Comerica Park,San Diego Padres,5,Detroit Tigers,4
"Friday, July 21, 2023",loanDepot park,Colorado Rockies,6,Miami Marlins,1
"Friday, July 21, 2023",American Family Field,Atlanta Braves,6,Milwaukee Brewers,4
"Friday, July 21, 2023",Target Field,Chicago White Sox,4,Minnesota Twins,9
"Friday, July 21, 2023",Yankee Stadium III,Kansas City Royals,4,New York Yankees,5
"Friday, July 21, 2023",Oakland Coliseum,Houston Astros,6,Oakland Athletics,4
"Friday, July 21, 2023",T-Mobile Park,Toronto Blue Jays,2,Seattle Mariners,3
"Friday, July 21, 2023",Tropicana Field,Baltimore Orioles,0,Tampa Bay Rays,3
"Friday, July 21, 2023",Globe Life Field,Los Angeles Dodgers,11,Texas Rangers,5
"Friday, July 21, 2023",Nationals Park,San Francisco Giants,3,Washington Nationals,5
"Saturday, July 22, 2023",Angel Stadium of Anaheim,Pittsburgh Pirates,3,Los Angeles Angels,0
"Saturday, July 22, 2023",Fenway Park,New York Mets,6,Boston Red Sox,8
"Saturday, July 22, 2023",Wrigley Field,St. Louis Cardinals,6,Chicago Cubs,8
"Saturday, July 22, 2023",Great American Ball Park,Arizona Diamondbacks,2,Cincinnati Reds,4
"Saturday, July 22, 2023",Progressive Field,Philadelphia Phillies,0,Cleveland Guardians,1
"Saturday, July 22, 2023",Comerica Park,San Diego Padres,14,Detroit Tigers,3
"Saturday, July 22, 2023",loanDepot park,Colorado Rockies,4,Miami Marlins,3
"Saturday, July 22, 2023",American Family Field,Atlanta Braves,3,Milwaukee Brewers,4
"Saturday, July 22, 2023",Target Field,Chicago White Sox,2,Minnesota Twins,3
"Saturday, July 22, 2023",Yankee Stadium III,Kansas City Royals,2,New York Yankees,5
"Saturday, July 22, 2023",Oakland Coliseum,Houston Astros,1,Oakland Athletics,4
"Saturday, July 22, 2023",T-Mobile Park,Toronto Blue Jays,8,Seattle Mariners,9
"Saturday, July 22, 2023",Tropicana Field,Baltimore Orioles,6,Tampa Bay Rays,5
"Saturday, July 22, 2023",Globe Life Field,Los Angeles Dodgers,16,Texas Rangers,3
"Saturday, July 22, 2023",Nationals Park,San Francisco Giants,1,Washington Nationals,10
"Sunday, July 23, 2023",Angel Stadium of Anaheim,Pittsburgh Pirates,5,Los Angeles Angels,7
"Sunday, July 23, 2023",Fenway Park,New York Mets,1,Boston Red Sox,6
"Sunday, July 23, 2023",Wrigley Field,St. Louis Cardinals,2,Chicago Cubs,7
"Sunday, July 23, 2023",Great American Ball Park,Arizona Diamondbacks,3,Cincinnati Reds,7
"Sunday, July 23, 2023",Progressive Field,Philadelphia Phillies,8,Cleveland Guardians,5
"Sunday, July 23, 2023",Comerica Park,San Diego Padres,1,Detroit Tigers,3
"Sunday, July 23, 2023",loanDepot park,Colorado Rockies,2,Miami Marlins,3
"Sunday, July 23, 2023",American Family Field,Atlanta Braves,4,Milwaukee Brewers,2
"Sunday, July 23, 2023",Target Field,Chicago White Sox,4,Minnesota Twins,5
"Sunday, July 23, 2023",Yankee Stadium III,Kansas City Royals,5,New York Yankees,8
"Sunday, July 23, 2023",Oakland Coliseum,Houston Astros,3,Oakland Athletics,2
"Sunday, July 23, 2023",T-Mobile Park,Toronto Blue Jays,4,Seattle Mariners,3
"Sunday, July 23, 2023",Tropicana Field,Baltimore Orioles,5,Tampa Bay Rays,3
"Sunday, July 23, 2023",Globe Life Field,Los Angeles Dodgers,4,Texas Rangers,8
"Sunday, July 23, 2023",Nationals Park,San Francisco Giants,1,Washington Nationals,6
"Monday, July 24, 2023",Chase Field,St. Louis Cardinals,10,Arizona Diamondbacks,6
"Monday, July 24, 2023",Progressive Field,Kansas City Royals,5,Cleveland Guardians,3
"Monday, July 24, 2023",Comerica Park,San Francisco Giants,1,Detroit Tigers,5
"Monday, July 24, 2023",Minute Maid Park,Texas Rangers,9,Houston Astros,10
"Monday, July 24, 2023",Dodger Stadium,Toronto Blue Jays,6,Los Angeles Dodgers,3
"Monday, July 24, 2023",American Family Field,Cincinnati Reds,2,Milwaukee Brewers,3
"Monday, July 24, 2023",Target Field,Seattle Mariners,3,Minnesota Twins,4
"Monday, July 24, 2023",Citizens Bank Park,Baltimore Orioles,3,Philadelphia Phillies,2
"Monday, July 24, 2023",Petco Park,Pittsburgh Pirates,8,San Diego Padres,4
"Monday, July 24, 2023",Nationals Park,Colorado Rockies,10,Washington Nationals,6
"Tuesday, July 25, 2023",Chase Field,St. Louis Cardinals,1,Arizona Diamondbacks,3
"Tuesday, July 25, 2023",Fenway Park,Atlanta Braves,1,Boston Red Sox,7
"Tuesday, July 25, 2023",Guaranteed Rate Field,Chicago Cubs,7,Chicago White Sox,3
"Tuesday, July 25, 2023",Progressive Field,Kansas City Royals,1,Cleveland Guardians,5
"Tuesday, July 25, 2023",Comerica Park,Los Angeles Angels,7,Detroit Tigers,6
"Tuesday, July 25, 2023",Minute Maid Park,Texas Rangers,3,Houston Astros,4
"Tuesday, July 25, 2023",Dodger Stadium,Toronto Blue Jays,7,Los Angeles Dodgers,8
"Tuesday, July 25, 2023",American Family Field,Cincinnati Reds,4,Milwaukee Brewers,3
"Tuesday, July 25, 2023",Target Field,Seattle Mariners,9,Minnesota Twins,7
"Tuesday, July 25, 2023",Yankee Stadium III,New York Mets,9,New York Yankees,3
"Tuesday, July 25, 2023",Citizens Bank Park,Baltimore Orioles,3,Philadelphia Phillies,4
"Tuesday, July 25, 2023",Petco Park,Pittsburgh Pirates,1,San Diego Padres,5
"Tuesday, July 25, 2023",Oracle Park,Oakland Athletics,1,San Francisco Giants,2
"Tuesday, July 25, 2023",Tropicana Field,Miami Marlins,1,Tampa Bay Rays,4
"Tuesday, July 25, 2023",Nationals Park,Colorado Rockies,5,Washington Nationals,6
"Wednesday, July 26, 2023",Chase Field,St. Louis Cardinals,11,Arizona Diamondbacks,7
"Wednesday, July 26, 2023",Fenway Park,Atlanta Braves,3,Boston Red Sox,5
"Wednesday, July 26, 2023",Guaranteed Rate Field,Chicago Cubs,10,Chicago White Sox,7
"Wednesday, July 26, 2023",Progressive Field,Kansas City Royals,3,Cleveland Guardians,8
"Wednesday, July 26, 2023",Minute Maid Park,Texas Rangers,13,Houston Astros,5
"Wednesday, July 26, 2023",Dodger Stadium,Toronto Blue Jays,8,Los Angeles Dodgers,1
"Wednesday, July 26, 2023",American Family Field,Cincinnati Reds,0,Milwaukee Brewers,3
"Wednesday, July 26, 2023",Target Field,Seattle Mariners,8,Minnesota Twins,7
"Wednesday, July 26, 2023",Yankee Stadium III,New York Mets,1,New York Yankees,3
"Wednesday, July 26, 2023",Citizens Bank Park,Baltimore Orioles,4,Philadelphia Phillies,6
"Wednesday, July 26, 2023",Petco Park,Pittsburgh Pirates,3,San Diego Padres,2
"Wednesday, July 26, 2023",Oracle Park,Oakland Athletics,3,San Francisco Giants,8
"Wednesday, July 26, 2023",Tropicana Field,Miami Marlins,7,Tampa Bay Rays,1
"Wednesday, July 26, 2023",Nationals Park,Colorado Rockies,4,Washington Nationals,5
"Thursday, July 27, 2023",Guaranteed Rate Field,Cleveland Guardians,6,Chicago White Sox,3
"Thursday, July 27, 2023",Comerica Park,Los Angeles Angels,6,Detroit Tigers,0
"Thursday, July 27, 2023",Comerica Park,Los Angeles Angels,11,Detroit Tigers,4
"Thursday, July 27, 2023",Citi Field,Washington Nationals,1,New York Mets,2
"Thursday, July 27, 2023",Busch Stadium III,Chicago Cubs,10,St. Louis Cardinals,3
"Friday, July 28, 2023",Chase Field,Seattle Mariners,5,Arizona Diamondbacks,2
"Friday, July 28, 2023",Truist Park,Milwaukee Brewers,7,Atlanta Braves,10
"Friday, July 28, 2023",Oriole Park at Camden Yards,New York Yankees,0,Baltimore Orioles,1
"Friday, July 28, 2023",Guaranteed Rate Field,Cleveland Guardians,0,Chicago White Sox,3
"Friday, July 28, 2023",Coors Field,Oakland Athletics,8,Colorado Rockies,5
"Friday, July 28, 2023",Minute Maid Park,Tampa Bay Rays,4,Houston Astros,3
"Friday, July 28, 2023",Kauffman Stadium,Minnesota Twins,5,Kansas City Royals,8
"Friday, July 28, 2023",Dodger Stadium,Cincinnati Reds,6,Los Angeles Dodgers,5
"Friday, July 28, 2023",loanDepot park,Detroit Tigers,5,Miami Marlins,6
"Friday, July 28, 2023",Citi Field,Washington Nationals,1,New York Mets,5
"Friday, July 28, 2023",PNC Park,Philadelphia Phillies,2,Pittsburgh Pirates,1
"Friday, July 28, 2023",Petco Park,Texas Rangers,1,San Diego Padres,7
"Friday, July 28, 2023",Oracle Park,Boston Red Sox,3,San Francisco Giants,2
"Friday, July 28, 2023",Busch Stadium III,Chicago Cubs,3,St. Louis Cardinals,2
"Friday, July 28, 2023",Rogers Centre,Los Angeles Angels,1,Toronto Blue Jays,4
"Saturday, July 29, 2023",Chase Field,Seattle Mariners,3,Arizona Diamondbacks,4
"Saturday, July 29, 2023",Truist Park,Milwaukee Brewers,5,Atlanta Braves,11
"Saturday, July 29, 2023",Oriole Park at Camden Yards,New York Yankees,8,Baltimore Orioles,3
"Saturday, July 29, 2023",Guaranteed Rate Field,Cleveland Guardians,2,Chicago White Sox,7
"Saturday, July 29, 2023",Coors Field,Oakland Athletics,11,Colorado Rockies,3
"Saturday, July 29, 2023",Minute Maid Park,Tampa Bay Rays,4,Houston Astros,17
"Saturday, July 29, 2023",Kauffman Stadium,Minnesota Twins,7,Kansas City Royals,10
"Saturday, July 29, 2023",Dodger Stadium,Cincinnati Reds,2,Los Angeles Dodgers,3
"Saturday, July 29, 2023",loanDepot park,Detroit Tigers,5,Miami Marlins,0
"Saturday, July 29, 2023",Citi Field,Washington Nationals,11,New York Mets,6
"Saturday, July 29, 2023",PNC Park,Philadelphia Phillies,6,Pittsburgh Pirates,7
"Saturday, July 29, 2023",Petco Park,Texas Rangers,0,San Diego Padres,4
"Saturday, July 29, 2023",Oracle Park,Boston Red Sox,2,San Francisco Giants,3
