game_date,game_loc,away_team,away_team_score,home_team,home_team_score
"Thursday, April 7, 2022",Angel Stadium of Anaheim,Houston Astros,3,Los Angeles Angels,1
"Thursday, April 7, 2022",Chase Field,San Diego Padres,2,Arizona Diamondbacks,4
"Thursday, April 7, 2022",Truist Park,Cincinnati Reds,6,Atlanta Braves,3
"Thursday, April 7, 2022",Wrigley Field,Milwaukee Brewers,4,Chicago Cubs,5
"Thursday, April 7, 2022",Kauffman Stadium,Cleveland Guardians,1,Kansas City Royals,3
"Thursday, April 7, 2022",Busch Stadium III,Pittsburgh Pirates,0,St. Louis Cardinals,9
"Thursday, April 7, 2022",Nationals Park,New York Mets,5,Washington Nationals,1
"Friday, April 8, 2022",Angel Stadium of Anaheim,Houston Astros,13,Los Angeles Angels,6
"Friday, April 8, 2022",Chase Field,San Diego Padres,3,Arizona Diamondbacks,0
"Friday, April 8, 2022",Truist Park,Cincinnati Reds,6,Atlanta Braves,7
"Friday, April 8, 2022",Coors Field,Los Angeles Dodgers,5,Colorado Rockies,3
"Friday, April 8, 2022",Comerica Park,Chicago White Sox,4,Detroit Tigers,5
"Friday, April 8, 2022",Target Field,Seattle Mariners,2,Minnesota Twins,1
"Friday, April 8, 2022",Yankee Stadium III,Boston Red Sox,5,New York Yankees,6
"Friday, April 8, 2022",Citizens Bank Park,Oakland Athletics,5,Philadelphia Phillies,9
"Friday, April 8, 2022",Oracle Park,Miami Marlins,5,San Francisco Giants,6
"Friday, April 8, 2022",Tropicana Field,Baltimore Orioles,1,Tampa Bay Rays,2
"Friday, April 8, 2022",Rogers Centre,Texas Rangers,8,Toronto Blue Jays,10
"Friday, April 8, 2022",Nationals Park,New York Mets,7,Washington Nationals,3
"Saturday, April 9, 2022",Angel Stadium of Anaheim,Houston Astros,0,Los Angeles Angels,2
"Saturday, April 9, 2022",Chase Field,San Diego Padres,5,Arizona Diamondbacks,2
"Saturday, April 9, 2022",Truist Park,Cincinnati Reds,1,Atlanta Braves,2
"Saturday, April 9, 2022",Wrigley Field,Milwaukee Brewers,0,Chicago Cubs,9
"Saturday, April 9, 2022",Coors Field,Los Angeles Dodgers,2,Colorado Rockies,3
"Saturday, April 9, 2022",Comerica Park,Chicago White Sox,5,Detroit Tigers,2
"Saturday, April 9, 2022",Kauffman Stadium,Cleveland Guardians,0,Kansas City Royals,1
"Saturday, April 9, 2022",Target Field,Seattle Mariners,4,Minnesota Twins,3
"Saturday, April 9, 2022",Yankee Stadium III,Boston Red Sox,2,New York Yankees,4
"Saturday, April 9, 2022",Citizens Bank Park,Oakland Athletics,2,Philadelphia Phillies,4
"Saturday, April 9, 2022",Oracle Park,Miami Marlins,2,San Francisco Giants,1
"Saturday, April 9, 2022",Busch Stadium III,Pittsburgh Pirates,2,St. Louis Cardinals,6
"Saturday, April 9, 2022",Tropicana Field,Baltimore Orioles,3,Tampa Bay Rays,5
"Saturday, April 9, 2022",Rogers Centre,Texas Rangers,3,Toronto Blue Jays,4
"Saturday, April 9, 2022",Nationals Park,New York Mets,5,Washington Nationals,0
"Sunday, April 10, 2022",Angel Stadium of Anaheim,Houston Astros,4,Los Angeles Angels,1
"Sunday, April 10, 2022",Chase Field,San Diego Padres,10,Arizona Diamondbacks,5
"Sunday, April 10, 2022",Truist Park,Cincinnati Reds,6,Atlanta Braves,3
"Sunday, April 10, 2022",Wrigley Field,Milwaukee Brewers,5,Chicago Cubs,4
"Sunday, April 10, 2022",Coors Field,Los Angeles Dodgers,4,Colorado Rockies,9
"Sunday, April 10, 2022",Comerica Park,Chicago White Sox,10,Detroit Tigers,1
"Sunday, April 10, 2022",Kauffman Stadium,Cleveland Guardians,17,Kansas City Royals,3
"Sunday, April 10, 2022",Target Field,Seattle Mariners,4,Minnesota Twins,10
"Sunday, April 10, 2022",Yankee Stadium III,Boston Red Sox,4,New York Yankees,3
"Sunday, April 10, 2022",Citizens Bank Park,Oakland Athletics,4,Philadelphia Phillies,1
"Sunday, April 10, 2022",Oracle Park,Miami Marlins,2,San Francisco Giants,3
"Sunday, April 10, 2022",Busch Stadium III,Pittsburgh Pirates,9,St. Louis Cardinals,4
"Sunday, April 10, 2022",Tropicana Field,Baltimore Orioles,0,Tampa Bay Rays,8
"Sunday, April 10, 2022",Rogers Centre,Texas Rangers,12,Toronto Blue Jays,6
"Sunday, April 10, 2022",Nationals Park,New York Mets,2,Washington Nationals,4
"Monday, April 11, 2022",Angel Stadium of Anaheim,Miami Marlins,2,Los Angeles Angels,6
"Monday, April 11, 2022",Truist Park,Washington Nationals,11,Atlanta Braves,2
"Monday, April 11, 2022",Oriole Park at Camden Yards,Milwaukee Brewers,0,Baltimore Orioles,2
"Monday, April 11, 2022",Comerica Park,Boston Red Sox,1,Detroit Tigers,3
"Monday, April 11, 2022",Kauffman Stadium,Cleveland Guardians,10,Kansas City Royals,7
"Monday, April 11, 2022",Target Field,Seattle Mariners,0,Minnesota Twins,4
"Monday, April 11, 2022",Yankee Stadium III,Toronto Blue Jays,3,New York Yankees,0
"Monday, April 11, 2022",Citizens Bank Park,New York Mets,4,Philadelphia Phillies,5
"Monday, April 11, 2022",Oracle Park,San Diego Padres,4,San Francisco Giants,2
"Monday, April 11, 2022",Tropicana Field,Oakland Athletics,13,Tampa Bay Rays,2
"Monday, April 11, 2022",Globe Life Field,Colorado Rockies,6,Texas Rangers,4
"Tuesday, April 12, 2022",Angel Stadium of Anaheim,Miami Marlins,3,Los Angeles Angels,4
"Tuesday, April 12, 2022",Chase Field,Houston Astros,2,Arizona Diamondbacks,1
"Tuesday, April 12, 2022",Truist Park,Washington Nationals,4,Atlanta Braves,16
"Tuesday, April 12, 2022",Oriole Park at Camden Yards,Milwaukee Brewers,5,Baltimore Orioles,4
"Tuesday, April 12, 2022",Guaranteed Rate Field,Seattle Mariners,2,Chicago White Sox,3
"Tuesday, April 12, 2022",Great American Ball Park,Cleveland Guardians,10,Cincinnati Reds,5
"Tuesday, April 12, 2022",Comerica Park,Boston Red Sox,5,Detroit Tigers,3
"Tuesday, April 12, 2022",Target Field,Los Angeles Dodgers,7,Minnesota Twins,2
"Tuesday, April 12, 2022",Yankee Stadium III,Toronto Blue Jays,0,New York Yankees,4
"Tuesday, April 12, 2022",Citizens Bank Park,New York Mets,2,Philadelphia Phillies,0
"Tuesday, April 12, 2022",PNC Park,Chicago Cubs,2,Pittsburgh Pirates,1
"Tuesday, April 12, 2022",Oracle Park,San Diego Padres,2,San Francisco Giants,13
"Tuesday, April 12, 2022",Busch Stadium III,Kansas City Royals,5,St. Louis Cardinals,6
"Tuesday, April 12, 2022",Tropicana Field,Oakland Athletics,8,Tampa Bay Rays,9
"Tuesday, April 12, 2022",Globe Life Field,Colorado Rockies,4,Texas Rangers,1
"Wednesday, April 13, 2022",Chase Field,Houston Astros,2,Arizona Diamondbacks,3
"Wednesday, April 13, 2022",Truist Park,Washington Nationals,3,Atlanta Braves,1
"Wednesday, April 13, 2022",Oriole Park at Camden Yards,Milwaukee Brewers,4,Baltimore Orioles,2
"Wednesday, April 13, 2022",Guaranteed Rate Field,Seattle Mariners,4,Chicago White Sox,6
"Wednesday, April 13, 2022",Great American Ball Park,Cleveland Guardians,7,Cincinnati Reds,3
"Wednesday, April 13, 2022",Comerica Park,Boston Red Sox,9,Detroit Tigers,7
"Wednesday, April 13, 2022",Target Field,Los Angeles Dodgers,7,Minnesota Twins,0
"Wednesday, April 13, 2022",Yankee Stadium III,Toronto Blue Jays,6,New York Yankees,4
"Wednesday, April 13, 2022",Citizens Bank Park,New York Mets,9,Philadelphia Phillies,6
"Wednesday, April 13, 2022",PNC Park,Chicago Cubs,2,Pittsburgh Pirates,6
"Wednesday, April 13, 2022",Oracle Park,San Diego Padres,1,San Francisco Giants,2
"Wednesday, April 13, 2022",Tropicana Field,Oakland Athletics,4,Tampa Bay Rays,2
"Thursday, April 14, 2022",Guaranteed Rate Field,Seattle Mariners,5,Chicago White Sox,1
"Thursday, April 14, 2022",Coors Field,Chicago Cubs,5,Colorado Rockies,2
"Thursday, April 14, 2022",Kauffman Stadium,Detroit Tigers,4,Kansas City Royals,2
"Thursday, April 14, 2022",Dodger Stadium,Cincinnati Reds,3,Los Angeles Dodgers,9
"Thursday, April 14, 2022",loanDepot park,Philadelphia Phillies,3,Miami Marlins,4
"Thursday, April 14, 2022",American Family Field,St. Louis Cardinals,1,Milwaukee Brewers,5
"Thursday, April 14, 2022",Yankee Stadium III,Toronto Blue Jays,0,New York Yankees,3
"Thursday, April 14, 2022",PNC Park,Washington Nationals,4,Pittsburgh Pirates,9
"Thursday, April 14, 2022",Petco Park,Atlanta Braves,1,San Diego Padres,12
"Thursday, April 14, 2022",Tropicana Field,Oakland Athletics,6,Tampa Bay Rays,3
"Thursday, April 14, 2022",Globe Life Field,Los Angeles Angels,5,Texas Rangers,10
"Friday, April 15, 2022",Oriole Park at Camden Yards,New York Yankees,1,Baltimore Orioles,2
"Friday, April 15, 2022",Fenway Park,Minnesota Twins,8,Boston Red Sox,4
"Friday, April 15, 2022",Guaranteed Rate Field,Tampa Bay Rays,2,Chicago White Sox,3
"Friday, April 15, 2022",Progressive Field,San Francisco Giants,4,Cleveland Guardians,1
"Friday, April 15, 2022",Coors Field,Chicago Cubs,5,Colorado Rockies,6
"Friday, April 15, 2022",Kauffman Stadium,Detroit Tigers,2,Kansas City Royals,1
"Friday, April 15, 2022",Dodger Stadium,Cincinnati Reds,1,Los Angeles Dodgers,3
"Friday, April 15, 2022",loanDepot park,Philadelphia Phillies,1,Miami Marlins,7
"Friday, April 15, 2022",American Family Field,St. Louis Cardinals,10,Milwaukee Brewers,1
"Friday, April 15, 2022",Citi Field,Arizona Diamondbacks,3,New York Mets,10
"Friday, April 15, 2022",PNC Park,Washington Nationals,7,Pittsburgh Pirates,2
"Friday, April 15, 2022",Petco Park,Atlanta Braves,5,San Diego Padres,2
"Friday, April 15, 2022",T-Mobile Park,Houston Astros,1,Seattle Mariners,11
"Friday, April 15, 2022",Globe Life Field,Los Angeles Angels,9,Texas Rangers,6
"Friday, April 15, 2022",Rogers Centre,Oakland Athletics,1,Toronto Blue Jays,4
"Saturday, April 16, 2022",Oriole Park at Camden Yards,New York Yankees,5,Baltimore Orioles,2
"Saturday, April 16, 2022",Fenway Park,Minnesota Twins,0,Boston Red Sox,4
"Saturday, April 16, 2022",Guaranteed Rate Field,Tampa Bay Rays,2,Chicago White Sox,3
"Saturday, April 16, 2022",Progressive Field,San Francisco Giants,4,Cleveland Guardians,2
"Saturday, April 16, 2022",Coors Field,Chicago Cubs,6,Colorado Rockies,9
"Saturday, April 16, 2022",Kauffman Stadium,Detroit Tigers,1,Kansas City Royals,3
"Saturday, April 16, 2022",Dodger Stadium,Cincinnati Reds,2,Los Angeles Dodgers,5
"Saturday, April 16, 2022",loanDepot park,Philadelphia Phillies,10,Miami Marlins,3
"Saturday, April 16, 2022",American Family Field,St. Louis Cardinals,2,Milwaukee Brewers,1
"Saturday, April 16, 2022",Citi Field,Arizona Diamondbacks,3,New York Mets,2
"Saturday, April 16, 2022",PNC Park,Washington Nationals,4,Pittsburgh Pirates,6
"Saturday, April 16, 2022",Petco Park,Atlanta Braves,5,San Diego Padres,2
"Saturday, April 16, 2022",T-Mobile Park,Houston Astros,4,Seattle Mariners,0
"Saturday, April 16, 2022",Globe Life Field,Los Angeles Angels,7,Texas Rangers,2
"Saturday, April 16, 2022",Rogers Centre,Oakland Athletics,7,Toronto Blue Jays,5
"Sunday, April 17, 2022",Oriole Park at Camden Yards,New York Yankees,0,Baltimore Orioles,5
"Sunday, April 17, 2022",Fenway Park,Minnesota Twins,1,Boston Red Sox,8
"Sunday, April 17, 2022",Guaranteed Rate Field,Tampa Bay Rays,9,Chicago White Sox,3
"Sunday, April 17, 2022",Progressive Field,San Francisco Giants,8,Cleveland Guardians,1
"Sunday, April 17, 2022",Coors Field,Chicago Cubs,6,Colorado Rockies,4
"Sunday, April 17, 2022",Dodger Stadium,Cincinnati Reds,1,Los Angeles Dodgers,9
"Sunday, April 17, 2022",loanDepot park,Philadelphia Phillies,3,Miami Marlins,11
"Sunday, April 17, 2022",American Family Field,St. Louis Cardinals,5,Milwaukee Brewers,6
"Sunday, April 17, 2022",Citi Field,Arizona Diamondbacks,0,New York Mets,5
"Sunday, April 17, 2022",PNC Park,Washington Nationals,3,Pittsburgh Pirates,5
"Sunday, April 17, 2022",Petco Park,Atlanta Braves,1,San Diego Padres,2
"Sunday, April 17, 2022",T-Mobile Park,Houston Astros,2,Seattle Mariners,7
"Sunday, April 17, 2022",Globe Life Field,Los Angeles Angels,8,Texas Rangers,3
"Sunday, April 17, 2022",Rogers Centre,Oakland Athletics,3,Toronto Blue Jays,4
"Monday, April 18, 2022",Fenway Park,Minnesota Twins,8,Boston Red Sox,3
"Monday, April 18, 2022",Wrigley Field,Tampa Bay Rays,2,Chicago Cubs,4
"Monday, April 18, 2022",Coors Field,Philadelphia Phillies,1,Colorado Rockies,4
"Monday, April 18, 2022",Minute Maid Park,Los Angeles Angels,3,Houston Astros,8
"Monday, April 18, 2022",Dodger Stadium,Atlanta Braves,4,Los Angeles Dodgers,7
"Monday, April 18, 2022",American Family Field,Pittsburgh Pirates,1,Milwaukee Brewers,6
"Monday, April 18, 2022",RingCentral Coliseum,Baltimore Orioles,1,Oakland Athletics,5
"Monday, April 18, 2022",Petco Park,Cincinnati Reds,1,San Diego Padres,4
"Tuesday, April 19, 2022",Fenway Park,Toronto Blue Jays,1,Boston Red Sox,2
"Tuesday, April 19, 2022",Wrigley Field,Tampa Bay Rays,6,Chicago Cubs,5
"Tuesday, April 19, 2022",Coors Field,Philadelphia Phillies,5,Colorado Rockies,6
"Tuesday, April 19, 2022",Comerica Park,New York Yankees,4,Detroit Tigers,2
"Tuesday, April 19, 2022",Minute Maid Park,Los Angeles Angels,7,Houston Astros,2
"Tuesday, April 19, 2022",Kauffman Stadium,Minnesota Twins,3,Kansas City Royals,4
"Tuesday, April 19, 2022",Dodger Stadium,Atlanta Braves,3,Los Angeles Dodgers,1
"Tuesday, April 19, 2022",loanDepot park,St. Louis Cardinals,5,Miami Marlins,1
"Tuesday, April 19, 2022",American Family Field,Pittsburgh Pirates,2,Milwaukee Brewers,5
"Tuesday, April 19, 2022",Citi Field,San Francisco Giants,4,New York Mets,5
"Tuesday, April 19, 2022",Citi Field,San Francisco Giants,1,New York Mets,3
"Tuesday, April 19, 2022",RingCentral Coliseum,Baltimore Orioles,1,Oakland Athletics,2
"Tuesday, April 19, 2022",Petco Park,Cincinnati Reds,2,San Diego Padres,6
"Tuesday, April 19, 2022",T-Mobile Park,Texas Rangers,2,Seattle Mariners,6
"Tuesday, April 19, 2022",Nationals Park,Arizona Diamondbacks,1,Washington Nationals,6
"Tuesday, April 19, 2022",Nationals Park,Arizona Diamondbacks,0,Washington Nationals,1
"Wednesday, April 20, 2022",Fenway Park,Toronto Blue Jays,6,Boston Red Sox,1
"Wednesday, April 20, 2022",Wrigley Field,Tampa Bay Rays,8,Chicago Cubs,2
"Wednesday, April 20, 2022",Progressive Field,Chicago White Sox,1,Cleveland Guardians,11
"Wednesday, April 20, 2022",Progressive Field,Chicago White Sox,1,Cleveland Guardians,2
"Wednesday, April 20, 2022",Coors Field,Philadelphia Phillies,9,Colorado Rockies,6
"Wednesday, April 20, 2022",Comerica Park,New York Yankees,5,Detroit Tigers,3
"Wednesday, April 20, 2022",Minute Maid Park,Los Angeles Angels,6,Houston Astros,0
"Wednesday, April 20, 2022",Kauffman Stadium,Minnesota Twins,0,Kansas City Royals,2
"Wednesday, April 20, 2022",Dodger Stadium,Atlanta Braves,1,Los Angeles Dodgers,5
"Wednesday, April 20, 2022",loanDepot park,St. Louis Cardinals,2,Miami Marlins,0
"Wednesday, April 20, 2022",American Family Field,Pittsburgh Pirates,2,Milwaukee Brewers,4
"Wednesday, April 20, 2022",Citi Field,San Francisco Giants,5,New York Mets,2
"Wednesday, April 20, 2022",RingCentral Coliseum,Baltimore Orioles,1,Oakland Athletics,0
"Wednesday, April 20, 2022",Petco Park,Cincinnati Reds,0,San Diego Padres,6
"Wednesday, April 20, 2022",T-Mobile Park,Texas Rangers,2,Seattle Mariners,4
"Wednesday, April 20, 2022",Nationals Park,Arizona Diamondbacks,11,Washington Nationals,2
"Thursday, April 21, 2022",Fenway Park,Toronto Blue Jays,3,Boston Red Sox,2
"Thursday, April 21, 2022",Wrigley Field,Pittsburgh Pirates,4,Chicago Cubs,3
"Thursday, April 21, 2022",Progressive Field,Chicago White Sox,3,Cleveland Guardians,6
"Thursday, April 21, 2022",Comerica Park,New York Yankees,0,Detroit Tigers,3
"Thursday, April 21, 2022",Kauffman Stadium,Minnesota Twins,1,Kansas City Royals,0
"Thursday, April 21, 2022",loanDepot park,St. Louis Cardinals,0,Miami Marlins,5
"Thursday, April 21, 2022",Citi Field,San Francisco Giants,2,New York Mets,6
"Thursday, April 21, 2022",RingCentral Coliseum,Baltimore Orioles,4,Oakland Athletics,6
"Thursday, April 21, 2022",T-Mobile Park,Texas Rangers,8,Seattle Mariners,6
"Thursday, April 21, 2022",Nationals Park,Arizona Diamondbacks,4,Washington Nationals,3
"Friday, April 22, 2022",Angel Stadium of Anaheim,Baltimore Orioles,5,Los Angeles Angels,3
"Friday, April 22, 2022",Chase Field,New York Mets,6,Arizona Diamondbacks,5
"Friday, April 22, 2022",Truist Park,Miami Marlins,0,Atlanta Braves,3
"Friday, April 22, 2022",Wrigley Field,Pittsburgh Pirates,4,Chicago Cubs,2
"Friday, April 22, 2022",Great American Ball Park,St. Louis Cardinals,4,Cincinnati Reds,2
"Friday, April 22, 2022",Minute Maid Park,Toronto Blue Jays,4,Houston Astros,3
"Friday, April 22, 2022",Target Field,Chicago White Sox,1,Minnesota Twins,2
"Friday, April 22, 2022",Yankee Stadium III,Cleveland Guardians,1,New York Yankees,4
"Friday, April 22, 2022",RingCentral Coliseum,Texas Rangers,8,Oakland Athletics,1
"Friday, April 22, 2022",Citizens Bank Park,Milwaukee Brewers,2,Philadelphia Phillies,4
"Friday, April 22, 2022",Petco Park,Los Angeles Dodgers,6,San Diego Padres,1
"Friday, April 22, 2022",T-Mobile Park,Kansas City Royals,1,Seattle Mariners,4
"Friday, April 22, 2022",Tropicana Field,Boston Red Sox,4,Tampa Bay Rays,3
"Friday, April 22, 2022",Nationals Park,San Francisco Giants,7,Washington Nationals,1
"Saturday, April 23, 2022",Angel Stadium of Anaheim,Baltimore Orioles,5,Los Angeles Angels,4
"Saturday, April 23, 2022",Chase Field,New York Mets,2,Arizona Diamondbacks,5
"Saturday, April 23, 2022",Truist Park,Miami Marlins,9,Atlanta Braves,7
"Saturday, April 23, 2022",Wrigley Field,Pittsburgh Pirates,0,Chicago Cubs,21
"Saturday, April 23, 2022",Great American Ball Park,St. Louis Cardinals,5,Cincinnati Reds,0
"Saturday, April 23, 2022",Comerica Park,Colorado Rockies,0,Detroit Tigers,13
"Saturday, April 23, 2022",Comerica Park,Colorado Rockies,3,Detroit Tigers,2
"Saturday, April 23, 2022",Minute Maid Park,Toronto Blue Jays,3,Houston Astros,2
"Saturday, April 23, 2022",Target Field,Chicago White Sox,2,Minnesota Twins,9
"Saturday, April 23, 2022",Yankee Stadium III,Cleveland Guardians,4,New York Yankees,5
"Saturday, April 23, 2022",RingCentral Coliseum,Texas Rangers,2,Oakland Athletics,0
"Saturday, April 23, 2022",Citizens Bank Park,Milwaukee Brewers,5,Philadelphia Phillies,3
"Saturday, April 23, 2022",Petco Park,Los Angeles Dodgers,2,San Diego Padres,3
"Saturday, April 23, 2022",T-Mobile Park,Kansas City Royals,7,Seattle Mariners,13
"Saturday, April 23, 2022",Tropicana Field,Boston Red Sox,2,Tampa Bay Rays,3
"Saturday, April 23, 2022",Nationals Park,San Francisco Giants,5,Washington Nationals,2
"Sunday, April 24, 2022",Angel Stadium of Anaheim,Baltimore Orioles,6,Los Angeles Angels,7
"Sunday, April 24, 2022",Chase Field,New York Mets,6,Arizona Diamondbacks,2
"Sunday, April 24, 2022",Truist Park,Miami Marlins,5,Atlanta Braves,4
"Sunday, April 24, 2022",Wrigley Field,Pittsburgh Pirates,4,Chicago Cubs,3
"Sunday, April 24, 2022",Great American Ball Park,St. Louis Cardinals,1,Cincinnati Reds,4
"Sunday, April 24, 2022",Comerica Park,Colorado Rockies,6,Detroit Tigers,2
"Sunday, April 24, 2022",Minute Maid Park,Toronto Blue Jays,7,Houston Astros,8
"Sunday, April 24, 2022",Target Field,Chicago White Sox,4,Minnesota Twins,6
"Sunday, April 24, 2022",Yankee Stadium III,Cleveland Guardians,2,New York Yankees,10
"Sunday, April 24, 2022",RingCentral Coliseum,Texas Rangers,0,Oakland Athletics,2
"Sunday, April 24, 2022",Citizens Bank Park,Milwaukee Brewers,1,Philadelphia Phillies,0
"Sunday, April 24, 2022",Petco Park,Los Angeles Dodgers,10,San Diego Padres,2
"Sunday, April 24, 2022",T-Mobile Park,Kansas City Royals,4,Seattle Mariners,5
"Sunday, April 24, 2022",Tropicana Field,Boston Red Sox,2,Tampa Bay Rays,5
"Sunday, April 24, 2022",Nationals Park,San Francisco Giants,12,Washington Nationals,3
"Monday, April 25, 2022",Angel Stadium of Anaheim,Cleveland Guardians,0,Los Angeles Angels,3
"Monday, April 25, 2022",Chase Field,Los Angeles Dodgers,4,Arizona Diamondbacks,0
"Monday, April 25, 2022",American Family Field,San Francisco Giants,4,Milwaukee Brewers,2
"Monday, April 25, 2022",Citizens Bank Park,Colorado Rockies,2,Philadelphia Phillies,8
"Monday, April 25, 2022",Busch Stadium III,New York Mets,5,St. Louis Cardinals,2
"Monday, April 25, 2022",Globe Life Field,Houston Astros,2,Texas Rangers,6
"Monday, April 25, 2022",Rogers Centre,Boston Red Sox,2,Toronto Blue Jays,6
"Tuesday, April 26, 2022",Angel Stadium of Anaheim,Cleveland Guardians,1,Los Angeles Angels,4
"Tuesday, April 26, 2022",Chase Field,Los Angeles Dodgers,3,Arizona Diamondbacks,5
"Tuesday, April 26, 2022",Truist Park,Chicago Cubs,1,Atlanta Braves,3
"Tuesday, April 26, 2022",Guaranteed Rate Field,Kansas City Royals,6,Chicago White Sox,0
"Tuesday, April 26, 2022",Great American Ball Park,San Diego Padres,9,Cincinnati Reds,6
"Tuesday, April 26, 2022",Target Field,Detroit Tigers,4,Minnesota Twins,5
"Tuesday, April 26, 2022",Yankee Stadium III,Baltimore Orioles,8,New York Yankees,12
"Tuesday, April 26, 2022",Citizens Bank Park,Colorado Rockies,3,Philadelphia Phillies,10
"Tuesday, April 26, 2022",PNC Park,Milwaukee Brewers,12,Pittsburgh Pirates,8
"Tuesday, April 26, 2022",Oracle Park,Oakland Athletics,2,San Francisco Giants,8
"Tuesday, April 26, 2022",Busch Stadium III,New York Mets,3,St. Louis Cardinals,0
"Tuesday, April 26, 2022",Tropicana Field,Seattle Mariners,8,Tampa Bay Rays,4
"Tuesday, April 26, 2022",Globe Life Field,Houston Astros,5,Texas Rangers,1
"Tuesday, April 26, 2022",Rogers Centre,Boston Red Sox,5,Toronto Blue Jays,6
"Tuesday, April 26, 2022",Nationals Park,Miami Marlins,5,Washington Nationals,2
"Wednesday, April 27, 2022",Angel Stadium of Anaheim,Cleveland Guardians,5,Los Angeles Angels,9
"Wednesday, April 27, 2022",Chase Field,Los Angeles Dodgers,1,Arizona Diamondbacks,3
"Wednesday, April 27, 2022",Truist Park,Chicago Cubs,6,Atlanta Braves,3
"Wednesday, April 27, 2022",Guaranteed Rate Field,Kansas City Royals,3,Chicago White Sox,7
"Wednesday, April 27, 2022",Great American Ball Park,San Diego Padres,8,Cincinnati Reds,5
"Wednesday, April 27, 2022",Target Field,Detroit Tigers,0,Minnesota Twins,5
"Wednesday, April 27, 2022",Yankee Stadium III,Baltimore Orioles,2,New York Yankees,5
"Wednesday, April 27, 2022",Citizens Bank Park,Colorado Rockies,3,Philadelphia Phillies,7
"Wednesday, April 27, 2022",PNC Park,Milwaukee Brewers,3,Pittsburgh Pirates,1
"Wednesday, April 27, 2022",Oracle Park,Oakland Athletics,1,San Francisco Giants,0
"Wednesday, April 27, 2022",Busch Stadium III,New York Mets,5,St. Louis Cardinals,10
"Wednesday, April 27, 2022",Tropicana Field,Seattle Mariners,2,Tampa Bay Rays,3
"Wednesday, April 27, 2022",Globe Life Field,Houston Astros,4,Texas Rangers,3
"Wednesday, April 27, 2022",Rogers Centre,Boston Red Sox,7,Toronto Blue Jays,1
"Wednesday, April 27, 2022",Nationals Park,Miami Marlins,2,Washington Nationals,1
"Thursday, April 28, 2022",Angel Stadium of Anaheim,Cleveland Guardians,1,Los Angeles Angels,4
"Thursday, April 28, 2022",Truist Park,Chicago Cubs,1,Atlanta Braves,5
"Thursday, April 28, 2022",Guaranteed Rate Field,Kansas City Royals,5,Chicago White Sox,2
"Thursday, April 28, 2022",Great American Ball Park,San Diego Padres,7,Cincinnati Reds,5
"Thursday, April 28, 2022",Target Field,Detroit Tigers,1,Minnesota Twins,7
"Thursday, April 28, 2022",Yankee Stadium III,Baltimore Orioles,5,New York Yankees,10
"Thursday, April 28, 2022",Citizens Bank Park,Colorado Rockies,1,Philadelphia Phillies,7
"Thursday, April 28, 2022",PNC Park,Milwaukee Brewers,3,Pittsburgh Pirates,2
"Thursday, April 28, 2022",Busch Stadium III,Arizona Diamondbacks,3,St. Louis Cardinals,8
"Thursday, April 28, 2022",Tropicana Field,Seattle Mariners,1,Tampa Bay Rays,2
"Thursday, April 28, 2022",Globe Life Field,Houston Astros,3,Texas Rangers,2
"Thursday, April 28, 2022",Rogers Centre,Boston Red Sox,0,Toronto Blue Jays,1
"Thursday, April 28, 2022",Nationals Park,Miami Marlins,3,Washington Nationals,2
"Friday, April 29, 2022",Oriole Park at Camden Yards,Boston Red Sox,3,Baltimore Orioles,1
"Friday, April 29, 2022",Guaranteed Rate Field,Los Angeles Angels,5,Chicago White Sox,1
"Friday, April 29, 2022",Coors Field,Cincinnati Reds,4,Colorado Rockies,10
"Friday, April 29, 2022",Kauffman Stadium,New York Yankees,12,Kansas City Royals,2
"Friday, April 29, 2022",Dodger Stadium,Detroit Tigers,1,Los Angeles Dodgers,5
"Friday, April 29, 2022",loanDepot park,Seattle Mariners,6,Miami Marlins,8
"Friday, April 29, 2022",American Family Field,Chicago Cubs,1,Milwaukee Brewers,11
"Friday, April 29, 2022",Citi Field,Philadelphia Phillies,0,New York Mets,3
"Friday, April 29, 2022",RingCentral Coliseum,Cleveland Guardians,9,Oakland Athletics,8
"Friday, April 29, 2022",PNC Park,San Diego Padres,7,Pittsburgh Pirates,3
"Friday, April 29, 2022",Oracle Park,Washington Nationals,14,San Francisco Giants,4
"Friday, April 29, 2022",Busch Stadium III,Arizona Diamondbacks,6,St. Louis Cardinals,2
"Friday, April 29, 2022",Tropicana Field,Minnesota Twins,1,Tampa Bay Rays,6
"Friday, April 29, 2022",Globe Life Field,Atlanta Braves,6,Texas Rangers,3
"Friday, April 29, 2022",Rogers Centre,Houston Astros,11,Toronto Blue Jays,7
"Saturday, April 30, 2022",Oriole Park at Camden Yards,Boston Red Sox,1,Baltimore Orioles,2
"Saturday, April 30, 2022",Guaranteed Rate Field,Los Angeles Angels,0,Chicago White Sox,4
"Saturday, April 30, 2022",Coors Field,Cincinnati Reds,3,Colorado Rockies,4
"Saturday, April 30, 2022",Kauffman Stadium,New York Yankees,3,Kansas City Royals,0
"Saturday, April 30, 2022",Dodger Stadium,Detroit Tigers,5,Los Angeles Dodgers,1
"Saturday, April 30, 2022",loanDepot park,Seattle Mariners,1,Miami Marlins,3
"Saturday, April 30, 2022",American Family Field,Chicago Cubs,1,Milwaukee Brewers,9
"Saturday, April 30, 2022",Citi Field,Philadelphia Phillies,4,New York Mets,1
