game_date,game_loc,away_team,away_team_score,home_team,home_team_score
"Friday, August 26, 2022",Kauffman Stadium,San Diego Padres,13,Kansas City Royals,5
"Friday, August 26, 2022",loanDepot park,Los Angeles Dodgers,10,Miami Marlins,6
"Friday, August 26, 2022",American Family Field,Chicago Cubs,4,Milwaukee Brewers,3
"Friday, August 26, 2022",Target Field,San Francisco Giants,0,Minnesota Twins,9
"Friday, August 26, 2022",Citi Field,Colorado Rockies,6,New York Mets,7
"Friday, August 26, 2022",RingCentral Coliseum,New York Yankees,3,Oakland Athletics,2
"Friday, August 26, 2022",Citizens Bank Park,Pittsburgh Pirates,4,Philadelphia Phillies,7
"Friday, August 26, 2022",T-Mobile Park,Cleveland Guardians,2,Seattle Mariners,3
"Friday, August 26, 2022",Busch Stadium III,Atlanta Braves,11,St. Louis Cardinals,4
"Friday, August 26, 2022",Globe Life Field,Detroit Tigers,6,Texas Rangers,7
"Friday, August 26, 2022",Rogers Centre,Los Angeles Angels,12,Toronto Blue Jays,0
"Friday, August 26, 2022",Nationals Park,Cincinnati Reds,7,Washington Nationals,3
"Saturday, August 27, 2022",Fenway Park,Tampa Bay Rays,1,Boston Red Sox,5
"Saturday, August 27, 2022",Guaranteed Rate Field,Arizona Diamondbacks,10,Chicago White Sox,5
"Saturday, August 27, 2022",Minute Maid Park,Baltimore Orioles,3,Houston Astros,1
"Saturday, August 27, 2022",Kauffman Stadium,San Diego Padres,4,Kansas City Royals,3
"Saturday, August 27, 2022",loanDepot park,Los Angeles Dodgers,1,Miami Marlins,2
"Saturday, August 27, 2022",American Family Field,Chicago Cubs,0,Milwaukee Brewers,7
"Saturday, August 27, 2022",Target Field,San Francisco Giants,2,Minnesota Twins,3
"Saturday, August 27, 2022",Citi Field,Colorado Rockies,0,New York Mets,3
"Saturday, August 27, 2022",RingCentral Coliseum,New York Yankees,2,Oakland Athletics,3
"Saturday, August 27, 2022",Citizens Bank Park,Pittsburgh Pirates,0,Philadelphia Phillies,6
"Saturday, August 27, 2022",T-Mobile Park,Cleveland Guardians,4,Seattle Mariners,3
"Saturday, August 27, 2022",Busch Stadium III,Atlanta Braves,5,St. Louis Cardinals,6
"Saturday, August 27, 2022",Globe Life Field,Detroit Tigers,11,Texas Rangers,2
"Saturday, August 27, 2022",Rogers Centre,Los Angeles Angels,2,Toronto Blue Jays,0
"Saturday, August 27, 2022",Nationals Park,Cincinnati Reds,6,Washington Nationals,2
"Sunday, August 28, 2022",Fenway Park,Tampa Bay Rays,12,Boston Red Sox,4
"Sunday, August 28, 2022",Guaranteed Rate Field,Arizona Diamondbacks,3,Chicago White Sox,2
"Sunday, August 28, 2022",Minute Maid Park,Baltimore Orioles,1,Houston Astros,3
"Sunday, August 28, 2022",Kauffman Stadium,San Diego Padres,7,Kansas City Royals,15
"Sunday, August 28, 2022",loanDepot park,Los Angeles Dodgers,8,Miami Marlins,1
"Sunday, August 28, 2022",American Family Field,Chicago Cubs,7,Milwaukee Brewers,9
"Sunday, August 28, 2022",Target Field,San Francisco Giants,3,Minnesota Twins,8
"Sunday, August 28, 2022",Citi Field,Colorado Rockies,1,New York Mets,0
"Sunday, August 28, 2022",RingCentral Coliseum,New York Yankees,1,Oakland Athletics,4
"Sunday, August 28, 2022",Citizens Bank Park,Pittsburgh Pirates,5,Philadelphia Phillies,0
"Sunday, August 28, 2022",T-Mobile Park,Cleveland Guardians,0,Seattle Mariners,4
"Sunday, August 28, 2022",Busch Stadium III,Atlanta Braves,3,St. Louis Cardinals,6
"Sunday, August 28, 2022",Globe Life Field,Detroit Tigers,9,Texas Rangers,8
"Sunday, August 28, 2022",Rogers Centre,Los Angeles Angels,8,Toronto Blue Jays,3
"Sunday, August 28, 2022",Nationals Park,Cincinnati Reds,2,Washington Nationals,3
"Monday, August 29, 2022",Angel Stadium of Anaheim,New York Yankees,3,Los Angeles Angels,4
"Monday, August 29, 2022",Chase Field,Philadelphia Phillies,7,Arizona Diamondbacks,13
"Monday, August 29, 2022",Great American Ball Park,St. Louis Cardinals,13,Cincinnati Reds,4
"Monday, August 29, 2022",loanDepot park,Los Angeles Dodgers,3,Miami Marlins,2
"Monday, August 29, 2022",American Family Field,Pittsburgh Pirates,5,Milwaukee Brewers,7
"Monday, August 29, 2022",Target Field,Boston Red Sox,2,Minnesota Twins,4
"Monday, August 29, 2022",Oracle Park,San Diego Padres,6,San Francisco Giants,5
"Monday, August 29, 2022",Rogers Centre,Chicago Cubs,4,Toronto Blue Jays,5
"Tuesday, August 30, 2022",Angel Stadium of Anaheim,New York Yankees,7,Los Angeles Angels,4
"Tuesday, August 30, 2022",Chase Field,Philadelphia Phillies,3,Arizona Diamondbacks,12
"Tuesday, August 30, 2022",Truist Park,Colorado Rockies,3,Atlanta Braves,2
"Tuesday, August 30, 2022",Guaranteed Rate Field,Kansas City Royals,9,Chicago White Sox,7
"Tuesday, August 30, 2022",Great American Ball Park,St. Louis Cardinals,1,Cincinnati Reds,5
"Tuesday, August 30, 2022",Progressive Field,Baltimore Orioles,1,Cleveland Guardians,5
"Tuesday, August 30, 2022",Comerica Park,Seattle Mariners,9,Detroit Tigers,3
"Tuesday, August 30, 2022",loanDepot park,Tampa Bay Rays,7,Miami Marlins,2
"Tuesday, August 30, 2022",American Family Field,Pittsburgh Pirates,4,Milwaukee Brewers,2
"Tuesday, August 30, 2022",Target Field,Boston Red Sox,5,Minnesota Twins,10
"Tuesday, August 30, 2022",Citi Field,Los Angeles Dodgers,4,New York Mets,3
"Tuesday, August 30, 2022",Oracle Park,San Diego Padres,4,San Francisco Giants,3
"Tuesday, August 30, 2022",Globe Life Field,Houston Astros,4,Texas Rangers,2
"Tuesday, August 30, 2022",Rogers Centre,Chicago Cubs,3,Toronto Blue Jays,5
"Tuesday, August 30, 2022",Nationals Park,Oakland Athletics,10,Washington Nationals,6
"Wednesday, August 31, 2022",Angel Stadium of Anaheim,New York Yankees,2,Los Angeles Angels,3
"Wednesday, August 31, 2022",Chase Field,Philadelphia Phillies,18,Arizona Diamondbacks,2
"Wednesday, August 31, 2022",Truist Park,Colorado Rockies,2,Atlanta Braves,3
"Wednesday, August 31, 2022",Guaranteed Rate Field,Kansas City Royals,2,Chicago White Sox,4
"Wednesday, August 31, 2022",Great American Ball Park,St. Louis Cardinals,5,Cincinnati Reds,3
"Wednesday, August 31, 2022",Progressive Field,Baltimore Orioles,4,Cleveland Guardians,0
"Wednesday, August 31, 2022",Comerica Park,Seattle Mariners,5,Detroit Tigers,3
"Wednesday, August 31, 2022",loanDepot park,Tampa Bay Rays,2,Miami Marlins,1
"Wednesday, August 31, 2022",American Family Field,Pittsburgh Pirates,1,Milwaukee Brewers,6
"Wednesday, August 31, 2022",Target Field,Boston Red Sox,6,Minnesota Twins,5
"Wednesday, August 31, 2022",Citi Field,Los Angeles Dodgers,1,New York Mets,2
"Wednesday, August 31, 2022",Oracle Park,San Diego Padres,5,San Francisco Giants,4
"Wednesday, August 31, 2022",Globe Life Field,Houston Astros,5,Texas Rangers,3
"Wednesday, August 31, 2022",Rogers Centre,Chicago Cubs,7,Toronto Blue Jays,5
"Wednesday, August 31, 2022",Nationals Park,Oakland Athletics,1,Washington Nationals,5
"Thursday, September 1, 2022",Chase Field,Milwaukee Brewers,0,Arizona Diamondbacks,5
"Thursday, September 1, 2022",Truist Park,Colorado Rockies,0,Atlanta Braves,3
"Thursday, September 1, 2022",Fenway Park,Texas Rangers,8,Boston Red Sox,9
"Thursday, September 1, 2022",Guaranteed Rate Field,Kansas City Royals,1,Chicago White Sox,7
"Thursday, September 1, 2022",Progressive Field,Baltimore Orioles,3,Cleveland Guardians,0
"Thursday, September 1, 2022",Comerica Park,Seattle Mariners,7,Detroit Tigers,0
"Thursday, September 1, 2022",Citi Field,Los Angeles Dodgers,3,New York Mets,5
"Thursday, September 1, 2022",Nationals Park,Oakland Athletics,5,Washington Nationals,7
"Friday, September 2, 2022",Angel Stadium of Anaheim,Houston Astros,4,Los Angeles Angels,2
"Friday, September 2, 2022",Chase Field,Milwaukee Brewers,1,Arizona Diamondbacks,2
"Friday, September 2, 2022",Truist Park,Miami Marlins,1,Atlanta Braves,8
"Friday, September 2, 2022",Oriole Park at Camden Yards,Oakland Athletics,2,Baltimore Orioles,5
"Friday, September 2, 2022",Fenway Park,Texas Rangers,1,Boston Red Sox,9
"Friday, September 2, 2022",Guaranteed Rate Field,Minnesota Twins,3,Chicago White Sox,4
"Friday, September 2, 2022",Great American Ball Park,Colorado Rockies,2,Cincinnati Reds,3
"Friday, September 2, 2022",Progressive Field,Seattle Mariners,6,Cleveland Guardians,1
"Friday, September 2, 2022",Comerica Park,Kansas City Royals,4,Detroit Tigers,5
"Friday, September 2, 2022",Dodger Stadium,San Diego Padres,7,Los Angeles Dodgers,1
"Friday, September 2, 2022",Citi Field,Washington Nationals,3,New York Mets,7
"Friday, September 2, 2022",PNC Park,Toronto Blue Jays,4,Pittsburgh Pirates,0
"Friday, September 2, 2022",Oracle Park,Philadelphia Phillies,1,San Francisco Giants,13
"Friday, September 2, 2022",Busch Stadium III,Chicago Cubs,0,St. Louis Cardinals,8
"Friday, September 2, 2022",Tropicana Field,New York Yankees,0,Tampa Bay Rays,9
"Saturday, September 3, 2022",Angel Stadium of Anaheim,Houston Astros,1,Los Angeles Angels,2
"Saturday, September 3, 2022",Chase Field,Milwaukee Brewers,8,Arizona Diamondbacks,6
"Saturday, September 3, 2022",Truist Park,Miami Marlins,1,Atlanta Braves,2
"Saturday, September 3, 2022",Oriole Park at Camden Yards,Oakland Athletics,1,Baltimore Orioles,8
"Saturday, September 3, 2022",Fenway Park,Texas Rangers,3,Boston Red Sox,5
"Saturday, September 3, 2022",Guaranteed Rate Field,Minnesota Twins,0,Chicago White Sox,13
"Saturday, September 3, 2022",Progressive Field,Seattle Mariners,4,Cleveland Guardians,0
"Saturday, September 3, 2022",Comerica Park,Kansas City Royals,12,Detroit Tigers,2
"Saturday, September 3, 2022",Dodger Stadium,San Diego Padres,1,Los Angeles Dodgers,12
"Saturday, September 3, 2022",Citi Field,Washington Nationals,7,New York Mets,1
"Saturday, September 3, 2022",PNC Park,Toronto Blue Jays,4,Pittsburgh Pirates,1
"Saturday, September 3, 2022",Oracle Park,Philadelphia Phillies,4,San Francisco Giants,5
"Saturday, September 3, 2022",Busch Stadium III,Chicago Cubs,4,St. Louis Cardinals,8
"Saturday, September 3, 2022",Tropicana Field,New York Yankees,1,Tampa Bay Rays,2
"Sunday, September 4, 2022",Angel Stadium of Anaheim,Houston Astros,9,Los Angeles Angels,1
"Sunday, September 4, 2022",Chase Field,Milwaukee Brewers,1,Arizona Diamondbacks,5
"Sunday, September 4, 2022",Truist Park,Miami Marlins,1,Atlanta Braves,7
"Sunday, September 4, 2022",Oriole Park at Camden Yards,Oakland Athletics,5,Baltimore Orioles,0
"Sunday, September 4, 2022",Fenway Park,Texas Rangers,2,Boston Red Sox,5
"Sunday, September 4, 2022",Guaranteed Rate Field,Minnesota Twins,5,Chicago White Sox,1
"Sunday, September 4, 2022",Great American Ball Park,Colorado Rockies,8,Cincinnati Reds,4
"Sunday, September 4, 2022",Great American Ball Park,Colorado Rockies,0,Cincinnati Reds,10
"Sunday, September 4, 2022",Progressive Field,Seattle Mariners,6,Cleveland Guardians,3
"Sunday, September 4, 2022",Comerica Park,Kansas City Royals,3,Detroit Tigers,2
"Sunday, September 4, 2022",Dodger Stadium,San Diego Padres,4,Los Angeles Dodgers,9
"Sunday, September 4, 2022",Citi Field,Washington Nationals,7,New York Mets,1
"Sunday, September 4, 2022",PNC Park,Toronto Blue Jays,4,Pittsburgh Pirates,3
"Sunday, September 4, 2022",Oracle Park,Philadelphia Phillies,3,San Francisco Giants,5
"Sunday, September 4, 2022",Busch Stadium III,Chicago Cubs,0,St. Louis Cardinals,2
"Sunday, September 4, 2022",Tropicana Field,New York Yankees,2,Tampa Bay Rays,1
"Monday, September 5, 2022",Angel Stadium of Anaheim,Detroit Tigers,0,Los Angeles Angels,10
"Monday, September 5, 2022",Oriole Park at Camden Yards,Toronto Blue Jays,7,Baltimore Orioles,3
"Monday, September 5, 2022",Oriole Park at Camden Yards,Toronto Blue Jays,8,Baltimore Orioles,4
"Monday, September 5, 2022",Coors Field,Milwaukee Brewers,6,Colorado Rockies,4
"Monday, September 5, 2022",Minute Maid Park,Texas Rangers,0,Houston Astros,1
"Monday, September 5, 2022",Kauffman Stadium,Cleveland Guardians,6,Kansas City Royals,5
"Monday, September 5, 2022",Dodger Stadium,San Francisco Giants,7,Los Angeles Dodgers,4
"Monday, September 5, 2022",Yankee Stadium III,Minnesota Twins,2,New York Yankees,5
"Monday, September 5, 2022",Petco Park,Arizona Diamondbacks,5,San Diego Padres,0
"Monday, September 5, 2022",T-Mobile Park,Chicago White Sox,3,Seattle Mariners,2
"Monday, September 5, 2022",Busch Stadium III,Washington Nationals,6,St. Louis Cardinals,0
"Monday, September 5, 2022",Tropicana Field,Boston Red Sox,3,Tampa Bay Rays,4
"Tuesday, September 6, 2022",Angel Stadium of Anaheim,Detroit Tigers,4,Los Angeles Angels,5
"Tuesday, September 6, 2022",Oriole Park at Camden Yards,Toronto Blue Jays,6,Baltimore Orioles,9
"Tuesday, September 6, 2022",Wrigley Field,Cincinnati Reds,3,Chicago Cubs,9
"Tuesday, September 6, 2022",Coors Field,Milwaukee Brewers,7,Colorado Rockies,10
"Tuesday, September 6, 2022",Minute Maid Park,Texas Rangers,4,Houston Astros,3
"Tuesday, September 6, 2022",Kauffman Stadium,Cleveland Guardians,4,Kansas City Royals,1
"Tuesday, September 6, 2022",Dodger Stadium,San Francisco Giants,3,Los Angeles Dodgers,6
"Tuesday, September 6, 2022",RingCentral Coliseum,Atlanta Braves,10,Oakland Athletics,9
"Tuesday, September 6, 2022",Citizens Bank Park,Miami Marlins,2,Philadelphia Phillies,3
"Tuesday, September 6, 2022",PNC Park,New York Mets,2,Pittsburgh Pirates,8
"Tuesday, September 6, 2022",Petco Park,Arizona Diamondbacks,5,San Diego Padres,6
"Tuesday, September 6, 2022",T-Mobile Park,Chicago White Sox,0,Seattle Mariners,3
"Tuesday, September 6, 2022",Busch Stadium III,Washington Nationals,1,St. Louis Cardinals,4
"Tuesday, September 6, 2022",Tropicana Field,Boston Red Sox,4,Tampa Bay Rays,8
"Wednesday, September 7, 2022",Angel Stadium of Anaheim,Detroit Tigers,5,Los Angeles Angels,4
"Wednesday, September 7, 2022",Oriole Park at Camden Yards,Toronto Blue Jays,4,Baltimore Orioles,1
"Wednesday, September 7, 2022",Wrigley Field,Cincinnati Reds,7,Chicago Cubs,1
"Wednesday, September 7, 2022",Coors Field,Milwaukee Brewers,4,Colorado Rockies,8
"Wednesday, September 7, 2022",Minute Maid Park,Texas Rangers,3,Houston Astros,4
"Wednesday, September 7, 2022",Kauffman Stadium,Cleveland Guardians,1,Kansas City Royals,2
"Wednesday, September 7, 2022",Dodger Stadium,San Francisco Giants,3,Los Angeles Dodgers,7
"Wednesday, September 7, 2022",Yankee Stadium III,Minnesota Twins,4,New York Yankees,5
"Wednesday, September 7, 2022",Yankee Stadium III,Minnesota Twins,1,New York Yankees,7
"Wednesday, September 7, 2022",RingCentral Coliseum,Atlanta Braves,7,Oakland Athletics,3
"Wednesday, September 7, 2022",Citizens Bank Park,Miami Marlins,3,Philadelphia Phillies,4
"Wednesday, September 7, 2022",PNC Park,New York Mets,5,Pittsburgh Pirates,1
"Wednesday, September 7, 2022",PNC Park,New York Mets,10,Pittsburgh Pirates,0
"Wednesday, September 7, 2022",Petco Park,Arizona Diamondbacks,3,San Diego Padres,6
"Wednesday, September 7, 2022",T-Mobile Park,Chicago White Sox,9,Seattle Mariners,6
"Wednesday, September 7, 2022",Busch Stadium III,Washington Nationals,5,St. Louis Cardinals,6
"Wednesday, September 7, 2022",Tropicana Field,Boston Red Sox,0,Tampa Bay Rays,1
"Thursday, September 8, 2022",Wrigley Field,Cincinnati Reds,4,Chicago Cubs,3
"Thursday, September 8, 2022",American Family Field,San Francisco Giants,1,Milwaukee Brewers,2
"Thursday, September 8, 2022",American Family Field,San Francisco Giants,2,Milwaukee Brewers,4
"Thursday, September 8, 2022",Yankee Stadium III,Minnesota Twins,4,New York Yankees,3
"Thursday, September 8, 2022",RingCentral Coliseum,Chicago White Sox,14,Oakland Athletics,2
"Thursday, September 8, 2022",Citizens Bank Park,Miami Marlins,6,Philadelphia Phillies,5
"Thursday, September 8, 2022",Busch Stadium III,Washington Nationals,11,St. Louis Cardinals,6
"Friday, September 9, 2022",Oriole Park at Camden Yards,Boston Red Sox,2,Baltimore Orioles,3
"Friday, September 9, 2022",Wrigley Field,San Francisco Giants,2,Chicago Cubs,4
"Friday, September 9, 2022",Coors Field,Arizona Diamondbacks,10,Colorado Rockies,13
"Friday, September 9, 2022",Minute Maid Park,Los Angeles Angels,3,Houston Astros,4
"Friday, September 9, 2022",Kauffman Stadium,Detroit Tigers,10,Kansas City Royals,2
"Friday, September 9, 2022",loanDepot park,New York Mets,3,Miami Marlins,6
"Friday, September 9, 2022",American Family Field,Cincinnati Reds,8,Milwaukee Brewers,2
"Friday, September 9, 2022",Target Field,Cleveland Guardians,7,Minnesota Twins,6
"Friday, September 9, 2022",Yankee Stadium III,Tampa Bay Rays,4,New York Yankees,2
"Friday, September 9, 2022",RingCentral Coliseum,Chicago White Sox,5,Oakland Athletics,3
"Friday, September 9, 2022",Citizens Bank Park,Washington Nationals,3,Philadelphia Phillies,5
"Friday, September 9, 2022",PNC Park,St. Louis Cardinals,2,Pittsburgh Pirates,8
"Friday, September 9, 2022",Petco Park,Los Angeles Dodgers,4,San Diego Padres,5
"Friday, September 9, 2022",T-Mobile Park,Atlanta Braves,6,Seattle Mariners,4
"Friday, September 9, 2022",Globe Life Field,Toronto Blue Jays,4,Texas Rangers,3
"Saturday, September 10, 2022",Oriole Park at Camden Yards,Boston Red Sox,17,Baltimore Orioles,4
"Saturday, September 10, 2022",Wrigley Field,San Francisco Giants,5,Chicago Cubs,2
"Saturday, September 10, 2022",Coors Field,Arizona Diamondbacks,1,Colorado Rockies,4
"Saturday, September 10, 2022",Minute Maid Park,Los Angeles Angels,6,Houston Astros,1
"Saturday, September 10, 2022",Kauffman Stadium,Detroit Tigers,8,Kansas City Royals,4
"Saturday, September 10, 2022",loanDepot park,New York Mets,11,Miami Marlins,3
"Saturday, September 10, 2022",American Family Field,Cincinnati Reds,1,Milwaukee Brewers,5
"Saturday, September 10, 2022",Target Field,Cleveland Guardians,6,Minnesota Twins,4
"Saturday, September 10, 2022",Yankee Stadium III,Tampa Bay Rays,3,New York Yankees,10
"Saturday, September 10, 2022",RingCentral Coliseum,Chicago White Sox,10,Oakland Athletics,2
"Saturday, September 10, 2022",Citizens Bank Park,Washington Nationals,5,Philadelphia Phillies,8
"Saturday, September 10, 2022",PNC Park,St. Louis Cardinals,7,Pittsburgh Pirates,5
"Saturday, September 10, 2022",Petco Park,Los Angeles Dodgers,8,San Diego Padres,4
"Saturday, September 10, 2022",T-Mobile Park,Atlanta Braves,1,Seattle Mariners,3
"Saturday, September 10, 2022",Globe Life Field,Toronto Blue Jays,11,Texas Rangers,7
"Sunday, September 11, 2022",Oriole Park at Camden Yards,Boston Red Sox,1,Baltimore Orioles,0
"Sunday, September 11, 2022",Wrigley Field,San Francisco Giants,4,Chicago Cubs,2
"Sunday, September 11, 2022",Coors Field,Arizona Diamondbacks,12,Colorado Rockies,6
"Sunday, September 11, 2022",Minute Maid Park,Los Angeles Angels,4,Houston Astros,12
"Sunday, September 11, 2022",Kauffman Stadium,Detroit Tigers,0,Kansas City Royals,4
"Sunday, September 11, 2022",loanDepot park,New York Mets,9,Miami Marlins,3
"Sunday, September 11, 2022",American Family Field,Cincinnati Reds,6,Milwaukee Brewers,7
"Sunday, September 11, 2022",Target Field,Cleveland Guardians,4,Minnesota Twins,1
"Sunday, September 11, 2022",Yankee Stadium III,Tampa Bay Rays,4,New York Yankees,10
"Sunday, September 11, 2022",RingCentral Coliseum,Chicago White Sox,3,Oakland Athletics,10
"Sunday, September 11, 2022",Citizens Bank Park,Washington Nationals,5,Philadelphia Phillies,7
"Sunday, September 11, 2022",PNC Park,St. Louis Cardinals,4,Pittsburgh Pirates,3
"Sunday, September 11, 2022",Petco Park,Los Angeles Dodgers,11,San Diego Padres,2
"Sunday, September 11, 2022",T-Mobile Park,Atlanta Braves,7,Seattle Mariners,8
"Sunday, September 11, 2022",Globe Life Field,Toronto Blue Jays,1,Texas Rangers,4
"Monday, September 12, 2022",Chase Field,Los Angeles Dodgers,6,Arizona Diamondbacks,0
"Monday, September 12, 2022",Great American Ball Park,Pittsburgh Pirates,6,Cincinnati Reds,3
"Monday, September 12, 2022",Progressive Field,Los Angeles Angels,4,Cleveland Guardians,5
"Monday, September 12, 2022",Comerica Park,Houston Astros,7,Detroit Tigers,0
"Monday, September 12, 2022",loanDepot park,Texas Rangers,3,Miami Marlins,2
"Monday, September 12, 2022",loanDepot park,Texas Rangers,6,Miami Marlins,10
"Monday, September 12, 2022",Citi Field,Chicago Cubs,5,New York Mets,2
"Monday, September 12, 2022",Oracle Park,Atlanta Braves,2,San Francisco Giants,3
"Monday, September 12, 2022",Rogers Centre,Tampa Bay Rays,2,Toronto Blue Jays,3
"Tuesday, September 13, 2022",Chase Field,Los Angeles Dodgers,4,Arizona Diamondbacks,0
"Tuesday, September 13, 2022",Fenway Park,New York Yankees,7,Boston Red Sox,6
"Tuesday, September 13, 2022",Guaranteed Rate Field,Colorado Rockies,2,Chicago White Sox,4
"Tuesday, September 13, 2022",Great American Ball Park,Pittsburgh Pirates,6,Cincinnati Reds,1
"Tuesday, September 13, 2022",Great American Ball Park,Pittsburgh Pirates,1,Cincinnati Reds,0
"Tuesday, September 13, 2022",Progressive Field,Los Angeles Angels,1,Cleveland Guardians,3
"Tuesday, September 13, 2022",Comerica Park,Houston Astros,6,Detroit Tigers,3
"Tuesday, September 13, 2022",loanDepot park,Philadelphia Phillies,2,Miami Marlins,1
"Tuesday, September 13, 2022",Target Field,Kansas City Royals,3,Minnesota Twins,6
"Tuesday, September 13, 2022",Citi Field,Chicago Cubs,4,New York Mets,1
"Tuesday, September 13, 2022",T-Mobile Park,San Diego Padres,2,Seattle Mariners,0
"Tuesday, September 13, 2022",Oracle Park,Atlanta Braves,5,San Francisco Giants,1
"Tuesday, September 13, 2022",Busch Stadium III,Milwaukee Brewers,8,St. Louis Cardinals,4
"Tuesday, September 13, 2022",Globe Life Field,Oakland Athletics,7,Texas Rangers,8
"Tuesday, September 13, 2022",Rogers Centre,Tampa Bay Rays,4,Toronto Blue Jays,2
"Tuesday, September 13, 2022",Rogers Centre,Tampa Bay Rays,2,Toronto Blue Jays,7
"Tuesday, September 13, 2022",Nationals Park,Baltimore Orioles,4,Washington Nationals,3
"Wednesday, September 14, 2022",Chase Field,Los Angeles Dodgers,3,Arizona Diamondbacks,5
"Wednesday, September 14, 2022",Fenway Park,New York Yankees,5,Boston Red Sox,3
"Wednesday, September 14, 2022",Guaranteed Rate Field,Colorado Rockies,3,Chicago White Sox,0
"Wednesday, September 14, 2022",Great American Ball Park,Pittsburgh Pirates,10,Cincinnati Reds,4
"Wednesday, September 14, 2022",Progressive Field,Los Angeles Angels,3,Cleveland Guardians,5
"Wednesday, September 14, 2022",Comerica Park,Houston Astros,2,Detroit Tigers,1
"Wednesday, September 14, 2022",loanDepot park,Philadelphia Phillies,6,Miami Marlins,1
"Wednesday, September 14, 2022",Target Field,Kansas City Royals,0,Minnesota Twins,4
"Wednesday, September 14, 2022",Citi Field,Chicago Cubs,6,New York Mets,3
"Wednesday, September 14, 2022",T-Mobile Park,San Diego Padres,1,Seattle Mariners,6
"Wednesday, September 14, 2022",Oracle Park,Atlanta Braves,1,San Francisco Giants,4
"Wednesday, September 14, 2022",Busch Stadium III,Milwaukee Brewers,1,St. Louis Cardinals,4
"Wednesday, September 14, 2022",Globe Life Field,Oakland Athletics,8,Texas Rangers,7
"Wednesday, September 14, 2022",Rogers Centre,Tampa Bay Rays,1,Toronto Blue Jays,5
"Wednesday, September 14, 2022",Nationals Park,Baltimore Orioles,6,Washington Nationals,2
"Thursday, September 15, 2022",Chase Field,San Diego Padres,0,Arizona Diamondbacks,4
"Thursday, September 15, 2022",Progressive Field,Chicago White Sox,8,Cleveland Guardians,2
"Thursday, September 15, 2022",Minute Maid Park,Oakland Athletics,2,Houston Astros,5
"Thursday, September 15, 2022",loanDepot park,Philadelphia Phillies,3,Miami Marlins,5
"Thursday, September 15, 2022",Target Field,Kansas City Royals,2,Minnesota Twins,3
"Thursday, September 15, 2022",Citi Field,Pittsburgh Pirates,1,New York Mets,7
"Thursday, September 15, 2022",Busch Stadium III,Cincinnati Reds,3,St. Louis Cardinals,2
"Thursday, September 15, 2022",Rogers Centre,Tampa Bay Rays,11,Toronto Blue Jays,0
"Friday, September 16, 2022",Angel Stadium of Anaheim,Seattle Mariners,7,Los Angeles Angels,8
"Friday, September 16, 2022",Chase Field,San Diego Padres,12,Arizona Diamondbacks,3
"Friday, September 16, 2022",Truist Park,Philadelphia Phillies,2,Atlanta Braves,7
"Friday, September 16, 2022",Fenway Park,Kansas City Royals,1,Boston Red Sox,2
"Friday, September 16, 2022",Wrigley Field,Colorado Rockies,1,Chicago Cubs,2
"Friday, September 16, 2022",Progressive Field,Minnesota Twins,3,Cleveland Guardians,4
"Friday, September 16, 2022",Comerica Park,Chicago White Sox,2,Detroit Tigers,3
"Friday, September 16, 2022",Minute Maid Park,Oakland Athletics,0,Houston Astros,5
"Friday, September 16, 2022",American Family Field,New York Yankees,6,Milwaukee Brewers,7
"Friday, September 16, 2022",Citi Field,Pittsburgh Pirates,3,New York Mets,4
"Friday, September 16, 2022",Oracle Park,Los Angeles Dodgers,5,San Francisco Giants,0
"Friday, September 16, 2022",Busch Stadium III,Cincinnati Reds,5,St. Louis Cardinals,6
"Friday, September 16, 2022",Tropicana Field,Texas Rangers,4,Tampa Bay Rays,3
"Friday, September 16, 2022",Rogers Centre,Baltimore Orioles,3,Toronto Blue Jays,6
"Friday, September 16, 2022",Nationals Park,Miami Marlins,4,Washington Nationals,5
"Saturday, September 17, 2022",Angel Stadium of Anaheim,Seattle Mariners,1,Los Angeles Angels,2
"Saturday, September 17, 2022",Chase Field,San Diego Padres,2,Arizona Diamondbacks,0
"Saturday, September 17, 2022",Truist Park,Philadelphia Phillies,3,Atlanta Braves,4
"Saturday, September 17, 2022",Fenway Park,Kansas City Royals,9,Boston Red Sox,0
"Saturday, September 17, 2022",Wrigley Field,Colorado Rockies,3,Chicago Cubs,1
"Saturday, September 17, 2022",Progressive Field,Minnesota Twins,1,Cleveland Guardians,5
"Saturday, September 17, 2022",Progressive Field,Minnesota Twins,6,Cleveland Guardians,7
"Saturday, September 17, 2022",Comerica Park,Chicago White Sox,4,Detroit Tigers,3
"Saturday, September 17, 2022",Minute Maid Park,Oakland Athletics,8,Houston Astros,5
"Saturday, September 17, 2022",American Family Field,New York Yankees,1,Milwaukee Brewers,4
"Saturday, September 17, 2022",Citi Field,Pittsburgh Pirates,1,New York Mets,5
"Saturday, September 17, 2022",Oracle Park,Los Angeles Dodgers,7,San Francisco Giants,2
"Saturday, September 17, 2022",Busch Stadium III,Cincinnati Reds,1,St. Louis Cardinals,5
"Saturday, September 17, 2022",Busch Stadium III,Cincinnati Reds,0,St. Louis Cardinals,1
"Saturday, September 17, 2022",Tropicana Field,Texas Rangers,1,Tampa Bay Rays,5
"Saturday, September 17, 2022",Rogers Centre,Baltimore Orioles,3,Toronto Blue Jays,6
"Saturday, September 17, 2022",Nationals Park,Miami Marlins,3,Washington Nationals,5
